"","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"Xkr4",7.99816899452691,8.05607844268446,8.31337574168586,8.42328576537802
"Gm37180",3.54878969377985,3.48559416093722,3.53426423156425,3.59496335445304
"Gm38148",3.65882411691141,3.72545488371076,3.72406141228192,3.76899208687974
"Gm19938",4.88843236576886,4.8774241758274,4.98250867208202,5.12268247231156
"Sox17",10.7360785675872,10.1095029333119,10.5142628425361,9.76110288350923
"Gm37587",3.60881623728322,3.55626081056829,3.63282433910213,3.52462756169465
"Mrpl15",11.2903193615365,11.4151171593324,11.3546554052803,11.4712494471663
"Gm37144",5.77312707863538,5.81622902022021,5.89057933173186,5.95088090299942
"Lypla1",10.424405184241,10.4907263831431,10.9087341272671,11.2473874717716
"Tcea1",9.82727617107466,9.94962612790035,10.0863016718196,10.1722418825491
"Rgs20",6.31440172228653,6.53654849420602,6.5995331957568,6.80920171453845
"Atp6v1h",10.5101699395803,10.4764737192487,10.5035631175236,10.5715605233839
"Oprk1",5.58179583315811,5.48164496482537,5.52178079694171,5.52342001707933
"Rb1cc1",11.0840541658806,11.0231775571567,11.2262691858252,11.232426409081
"4732440D04Rik",6.78478158845447,6.79126326016103,7.07508932117043,7.02082969078931
"Pcmtd1",10.2583560670638,10.4138239600564,10.6342640927438,10.5957013680371
"Gm38372",7.85290534770817,7.87964423065395,8.30684671446721,8.3673695015578
"Gm26901",5.56413306584404,5.6077336405209,5.60404219822505,5.68372979150231
"Gm15452",3.42688229884281,3.40499074180734,3.3876031926357,3.45718221982995
"Gm36964",3.99076869486971,3.97046764250981,3.99992786882258,4.0142836943912
"Rrs1",11.1787333175265,11.2781544682416,11.0670390670686,11.149506339964
"Adhfe1",5.2047686946643,5.1898822762222,5.32618964160589,5.28529448757809
"Mybl1",9.14717781211023,9.30505318644216,9.61640248509011,9.30482442851149
"Vcpip1",11.1352864032216,11.127824047552,11.3137494945072,11.2791330384633
"Sgk3",9.39139020695476,9.40886107420509,9.55528247530995,9.20737559933949
"Snhg6",10.2169306407965,10.2347579049651,10.3414663777344,10.3215156353868
"Snord87",4.80165048077614,4.77943265504947,5.05787597005528,5.12774183639932
"Tcf24",5.39423773116969,5.52871904191257,5.56001174226415,5.55197670934778
"Cops5",11.4258272893019,11.3732371357684,11.4800499524418,11.4406711189429
"Cspp1",11.3012943627115,11.2925212565658,11.4324149407281,11.3924942272137
"Arfgef1",12.3638901085252,12.2631488361138,12.4494139242335,12.313834344998
"Gm37569",4.47966694197932,4.40000221998096,4.5772492114104,4.42869413300407
"Prex2",8.2499829675892,8.5789064667424,8.85132168847674,9.38113772344378
"A830018L16Rik",6.98266318762953,7.13133900421156,7.623572260959,7.98052682234783
"Gm38178",4.1506511249211,4.1939063257979,4.32948770149544,4.46494165008675
"Sulf1",12.0565831878328,12.1694049777374,12.3589079723561,12.3405737089232
"Slco5a1",9.34549127694658,9.63252450928986,9.67360296295479,9.45698014778915
"Prdm14",6.250412762872,6.51384330401953,6.44750373338725,6.67951564627108
