"ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"0610007P14Rik",940.270516606236,-0.452041979639184,0.148221881633288,-3.04976549115447,0.00229020114702671,0.0114620299762747,940.697641281686,720.498825461654,885.882270169507,838.002158974019,1083.76444175538,1062.92218777432,1111.66062851626,981.672673253085,1002.68101729152,1110.61594335756,719.449256959006,825.399154480832
"0610009B22Rik",430.973330625314,-0.512757171226564,0.142376666048682,-3.60141296644241,0.000316492377581223,0.00230543128583958,611.623677504016,569.379315385123,580.906406668529,621.375750531755,389.996985244821,385.490747918153,365.561934100039,359.946646859464,362.336670758764,394.490783080605,265.574478803386,264.996570649109
"0610009O20Rik",1090.66963772152,0.263844702374715,0.0902795404006942,2.92253041169321,0.00347199712868671,0.0159295228264146,1024.6682389353,995.438837342826,980.838125105709,952.016058154157,1008.61289287454,975.823859792814,1060.57004495529,1070.91564354882,1118.51754886401,1162.14852312935,1350.07761799715,1388.40826195828
"0610010B08Rik",32.4060587954509,-1.30763360714679,0.515882013339346,-2.53475324460795,0.0112526558940934,0.0402080881947823,55.602152500365,47.7732644758065,44.6851082052715,39.9048647130485,29.2695506167512,33.8715719928084,26.4261639108462,26.0291996695894,30.5808443351387,30.2087536593256,8.88208959208649,15.6391418743737
"0610010F05Rik",951.786379920669,-1.21323136635653,0.134844246398166,-8.99727944471667,2.31380051382344e-19,3.83345327351349e-17,1218.70840378351,959.365147840686,909.341951977275,882.182544906323,1156.54278382947,1254.86109573357,907.298294272386,907.303531339972,1158.36531572495,1095.5115665279,465.421494625332,506.534428486658
"0610010K14Rik",778.265420982748,-0.482910162510303,0.129863770769059,-3.71859033239594,0.00020033765113018,0.00156645763817625,803.394366739968,866.74351263249,675.862261604731,696.909958738597,736.485179032308,848.402231819868,755.788287850201,734.767122101551,924.838868074799,952.464233023443,730.995973428718,612.533056746302
"1110002L01Rik",1014.78164938258,-0.301547899731167,0.120724592926613,-2.49781666204892,0.0124960802704206,0.0437671049468126,1501.25811750986,1433.1979342742,1509.23952963304,1410.92200235422,723.037007127315,759.690971838703,699.412471507062,676.015499990192,937.812559610919,974.676551890594,853.568809799512,698.548337055357
"1110012L19Rik",315.64721493698,0.681463417274556,0.193779930431907,3.51668728415618,0.000436968265827861,0.0029847154428581,282.549713726345,249.590932771561,253.587989064916,262.231968114319,239.693887483125,280.650167940413,253.691173544123,225.338499996731,282.641137036888,385.605855533744,519.60224113706,552.583012894536
"1110059E24Rik",735.127968142261,-0.508525741786662,0.12597166310405,-4.03682645172851,5.41791171271663e-05,0.000523907143633707,781.8343484235,818.970248156684,789.809287528174,708.311348656611,796.606418136987,903.241919808224,687.080261682001,649.242608901472,765.447800631046,812.082377783047,530.260748647564,578.648249351826
"1110059G10Rik",222.286982417442,-0.83651437307613,0.223738428266457,-3.73880508394337,0.000184897012260918,0.00146595944649505,319.996061328631,252.515826514977,240.182456603334,279.33405299134,197.767233896968,254.843255945892,184.983147375923,191.128694716699,229.81967863983,248.777971312093,142.113433473384,125.981976210232
"1190002N15Rik",1090.49664596064,-0.869491447325836,0.150163555698984,-5.7902960760253,7.02624575354981e-09,2.00827601039536e-07,1612.46242251059,1193.35664731402,1170.74983497811,1127.31242814362,1118.57147492125,1275.82921172912,1057.92742856421,962.336696355675,1117.59085661143,1187.91481301525,613.752390813177,648.155546571264
"1300002E11Rik",148.905515664615,-0.687004165086093,0.258744104546419,-2.65514905659558,0.00792733713615963,0.0305280279021891,164.536981888835,164.769014212476,150.812240192791,169.595675030456,173.244096893744,132.260423971919,140.939540857846,169.561643561896,167.731297716973,153.709246560686,113.690746778707,86.0152803090552
"1600002H07Rik",548.981510293635,0.323042774484908,0.124247536769161,2.59999339129827,0.00932255558056441,0.0346741397510092,506.093061533935,518.6811571659,506.0588504247,497.385635173355,493.627015806832,501.621851893496,547.902465084877,571.898701311835,518.947661444777,566.858377489698,709.678958407711,649.024387786507
"1700013H16Rik",50.1403638948551,-1.64462667879317,0.514801365411044,-3.1946820449476,0.00139984968703813,0.00775377365654737,4.5389512245196,6.82475206797236,3.35138311539536,8.5510424385104,69.6140663317327,74.194871984247,71.3506425592847,60.9826963687522,123.250069593135,105.73063780764,54.1807465117276,19.1145067353456
"1700017B05Rik",1947.08866871006,0.543843050204627,0.109103726061943,4.98464232006028,6.20765394981263e-07,1.11655401743855e-05,1114.31252561956,1005.18848315422,1157.34430251653,1218.52354748773,2286.18922384895,2108.10212355241,2548.36307313593,2571.68492735543,2057.25680072751,1749.44223397683,2640.64523572731,2908.01154741826
"1700061G19Rik",252.105173844238,-0.886323972734302,0.363287644617363,-2.43973057126078,0.014698219598509,0.0496805278999408,583.255232350768,615.202650698651,720.547369810003,728.263781013135,61.703376975854,64.5172799863017,72.2315146896462,84.0371303618171,37.0676901031984,24.8777971312093,24.8698508578422,8.68841215242981
"1700066M21Rik",240.254050880571,-0.872099157152551,0.196947675997998,-4.42807538973658,9.50776714005333e-06,0.00012010772175922,364.250835767698,289.564480598256,291.570331039396,303.562006567119,246.813507903416,240.326867948974,216.694544068939,206.746214518453,227.96629413467,239.893043765233,129.678508044463,125.981976210232
"1810013L24Rik",1480.61630584054,-0.396799567564594,0.113232542387886,-3.50428913099318,0.000457827990370842,0.00310444436763057,2133.30707552421,1986.9778163611,1961.67625021142,2072.20261759902,1350.3546730485,1382.28272370651,1334.52127749773,1378.80389106911,1181.53262203945,1187.02632026056,806.493734961453,992.216667807485
"1810014B01Rik",83.6897870122519,-1.17813961453444,0.327095643844685,-3.60181994687113,0.000315997203907947,0.00230294931938973,119.147469643639,139.419935102864,98.3072380515973,122.564941618649,73.5694110096721,74.194871984247,64.3036655163924,66.1885363026701,97.3026865208957,73.7448986389419,37.3047762867633,38.2290134706912
"1810022K09Rik",1889.32752649903,-0.771464021326678,0.163414901590657,-4.72089150877528,2.3481316733171e-06,3.61704456413547e-05,1858.70052644077,2049.37554955399,2195.15594058396,2193.34238547792,2193.63415838517,1985.51929157844,2123.78270630167,2122.49531020023,2063.74364649557,1688.13623390349,1309.22000587355,888.82456319357
"1810026B05Rik",609.379939112119,-1.07015468774005,0.162249375060949,-6.59573996718356,4.23140008555504e-11,1.99665843910479e-09,578.716281126248,508.93151135451,584.257789783925,503.086330132362,751.515488808478,585.494315875688,653.607120728262,616.520186459702,823.829412543584,890.269740195419,381.041643500511,435.289448836734
