"","MD-R-EB-5","MD-R-EB-6","MD-R-EB-7","MD-R-EB-8"
"1500004A13Rik",336,290,157,336
"Gon4l",3091,2454,1248,2640
"Gm43713",23,15,12,33
"Gm23054",5,5,2,11
"Msto1",2204,1923,1038,2064
"Dap3",2147,1822,953,1973
"Ash1l",3160,2546,1491,3165
"Gm26465",4,2,1,3
"Gm24403",5,5,0,3
"Gm43738",1,0,1,2
"Rusc1",224,193,95,226
"Fdps",1856,1617,972,2049
"Gm22935",18,16,10,32
"Gm29704",0,0,0,1
"Pklr",40,35,24,34
"Hcn3",167,146,73,159
"Clk2",2680,2501,1027,2512
"Scamp3",1555,1267,634,1336
"Gm16069",14,23,3,12
"Fam189b",640,612,275,590
"Gm23269",0,0,0,1
"Gba",1154,981,484,1050
"Mtx1",1176,997,545,1143
"Gm43737",260,224,101,265
"Thbs3",1204,1072,575,1330
"Mir92b",1,1,1,2
"Muc1",130,105,40,104
"Trim46",321,342,142,392
"Krtcap2",1196,1089,526,1105
"Dpm3",109,88,49,99
"Slc50a1",253,200,77,175
"Efna1",131,118,43,78
"Gm22642",0,0,0,0
"Efna3",192,154,107,171
"Gm15998",30,22,11,34
"Efna4",578,482,230,503
"4731419I09Rik",37,30,12,32
"Adam15",565,428,232,490
"Dcst1",17,14,4,13
"Gm10702",0,0,0,0
"Dcst2",5,2,3,0
"Zbtb7b",1437,1222,404,1005
"Gm15417",59,61,26,59
"Lenep",0,0,0,1
"Flad1",458,387,156,399
"Cks1b",3616,3169,1772,3726
"Shc1",3084,2701,1266,2869
"Pygo2",1712,1493,724,1577
"Pbxip1",591,437,219,485
"Pmvk",1377,1138,654,1507
"Kcnn3",28,38,17,32
"Adar",1966,1738,923,2005
"Chrnb2",170,118,75,172
"4632404H12Rik",259,290,131,313
"Ube2q1",3535,3005,1582,3418
"AC102392.1",0,0,0,0
"Gm8969",0,0,0,0
"She",203,149,110,231
"Il6ra",52,46,20,41
"Gm42809",4,3,0,4
"Atp8b2",2106,1714,916,1865
"Aqp10-ps",14,19,2,15
"Gm24046",1,0,0,0
"Hax1",879,754,394,784
"Gm19710",115,66,41,97
"Ubap2l",14537,12322,6496,13563
"Gm24608",20,14,9,13
"Mir7669",1,5,2,5
"4933434E20Rik",1389,1112,632,1322
"Gm16540",20,18,12,22
"1700094D03Rik",61,72,25,67
"Mir190b",0,0,0,0
"Tpm3",8636,7181,3899,7793
"Nup210l",171,195,85,187
"Gm23723",0,0,0,1
"Gm43712",16,13,11,13
"Gm24185",0,0,0,0
"Rps27",9496,8292,4830,10986
"Rab13",295,276,114,294
"Jtb",937,736,394,811
"Creb3l4",100,101,56,110
"Slc39a1",1341,1219,560,1253
"Crtc2",1207,998,457,950
"Dennd4b",432,365,186,345
"Mir7012",0,0,0,1
"4930537H20Rik",25,17,10,30
"Gatad2b",5378,4285,2519,4813
"Gm45477",171,133,78,160
"Gm45354",43,33,19,56
"Slc27a3",474,433,189,403
"Ints3",6430,5387,2664,5454
"Npr1",489,365,227,497
"Gm16048",29,13,5,11
"Gm43595",1,2,1,1
"Ilf2",6122,5187,2807,5626
"Snapin",900,761,422,765
"Chtop",5630,4817,2768,5539
"S100a1",88,88,26,66
"S100a13",120,84,19,37
"S100a14",0,0,0,1
"S100a16",27,14,14,30
"Gm24593",0,0,0,0
"S100a2",1,0,0,0
"Gm23464",0,0,0,0
"S100a3",10,7,1,1
"Gm42674",0,0,0,0
"S100a4",2,4,2,7
"S100a5",0,0,0,0
"S100a6",332,234,64,151
"Gm19739",1,0,0,2
"S100a7a",1,2,0,0
"S100a8",0,0,0,0
"S100a9",0,0,0,0
"Gm42579",0,0,0,0
"Gm5284",0,0,0,1
"Pglyrp4",0,0,0,0
"Gm35013",2,2,1,2
"Gm5849",0,0,0,0
"Gm43235",0,0,0,0
"Gm9023",0,0,1,0
"Gm7166",0,0,0,0
"4930529C04Rik",0,0,0,1
"S100a7l2",0,0,0,0
"Gm23697",0,0,0,0
"Pglyrp3",2,0,1,2
"Mif-ps3",1,2,1,0
"Gm25145",0,0,0,0
"Lor",20,11,7,15
"Gm43736",0,0,0,0
"4930511M18Rik",0,0,0,0
"Gm43735",0,1,0,0
"Prr9",0,0,0,0
"Lelp1",0,0,0,0
"Gm35439",0,1,0,1
"AC138676.1",0,0,0,0
"Sprr2a1",0,0,0,0
"Sprr2a2",0,0,0,0
"Gm5850",1,0,0,0
"Gm37087",0,0,0,0
"Gm5851",4,5,6,6
"Gm37752",0,0,0,0
"Sprr2a3",0,0,0,0
"Sprr2b",0,0,0,1
"Gm37428",0,0,0,0
"Sprr2c-ps",0,0,0,0
"Sprr2d",0,0,0,0
"Sprr2e",0,0,0,0
"Sprr2f",0,0,0,0
"Sprr2g",0,0,0,0
"Sprr2h",0,0,0,0
"Sprr2i",0,0,0,0
"Sprr2j-ps",0,0,0,0
"Gm9774",10,16,10,14
"Sprr2k",0,0,0,0
"Sprr1b",0,0,0,0
"Sprr3",0,0,0,0
"Gm37377",0,0,0,0
"Sprr1a",2,2,0,1
"Sprr4",0,0,0,0
"2310046K23Rik",0,0,0,0
"Ivl",3,2,0,1
"Smcp",0,0,0,0
"2210017I01Rik",0,0,0,0
"Lce6a",0,0,0,0
"Lce1a1",0,0,0,0
"Lce1b",0,0,0,0
"Rpl13-ps4",0,0,0,0
"Lce1a2",0,0,0,0
"Lce1c",0,0,0,0
"Lce1d",0,0,0,0
"Gm4202",35,33,25,43
"Lce1e",0,0,0,0
"Lce1f",0,0,0,0
"Gm38119",0,0,0,0
"Lce1g",0,1,0,0
"Lce1h",0,0,0,0
"Lce1i",0,0,0,0
"Lce1j",0,0,0,0
"Lce1k",0,0,0,0
"Kprp",0,0,0,0
"Gm38201",0,0,0,0
"Lce1l",0,0,0,0
"2310050C09Rik",0,0,0,0
"Lce3a",0,0,0,0
"Lce3b",0,0,0,0
"Gm38078",0,0,0,0
"Lce3c",0,0,0,0
"Gm24481",0,0,0,0
"Lce3d",0,0,0,0
"Gm22577",0,0,0,0
"Lce3e",0,0,0,0
"Lce3f",1,0,0,0
"Crct1",3,4,2,10
"Lce1m",0,0,0,0
"Gm38040",0,0,0,0
"Tdpoz8",0,0,0,0
"Gm37361",0,0,0,0
"Crnn",0,0,0,0
"Gm37501",0,0,0,0
"Flg2",2,0,0,0
"Gm18432",4,3,0,0
"Flg",124,104,52,143
"Rplp0-ps1",35,34,13,47
"Gm37922",14,5,5,8
"Gm37245",62,27,7,32
"Gm37913",3,4,2,6
"Hrnr",203,124,56,157
"Gm44353",4,2,1,3
"Gm37857",79,57,24,58
"Rptn",235,150,79,156
"Gm18296",0,0,0,0
"Gm22752",0,0,0,0
"Gm5278",0,0,0,0
"Tchh",99,73,61,72
"Tchhl1",0,0,0,0
"Gm36953",0,0,1,0
"S100a11",568,472,198,368
"Gm29950",0,0,0,0
"S100a10",1259,934,536,1156
"Gm5541",0,0,0,0
"Gm38207",0,0,0,0
"Tdpoz2",0,0,1,0
"Tdpoz1",0,0,0,0
"Gm18433",0,0,0,1
"Tdpoz6",0,0,0,0
"Gm38086",0,0,0,0
"Gm5852",0,0,0,0
"Gm5773",0,0,0,0
"Tdpoz4",0,0,0,0
"Tdpoz3",0,1,0,0
"Gm37430",0,0,0,0
"Gm9113",1,0,0,0
"Gm9116",0,0,0,0
"Gm37185",0,0,0,0
"Gm9117",0,0,0,0
"Gm37104",0,0,0,0
"Tdpoz5",0,0,0,0
"Gm37807",0,0,0,0
"Gm37481",0,0,0,0
"Gm9121",0,0,0,0
"Gm9124",0,0,0,0
"Gm37085",0,0,0,0
"Tdpoz9",0,0,0,0
"Gm37081",0,0,0,0
"Tdpoz7",0,0,0,0
"Gm37778",1,1,0,0
"Gm37155",0,0,0,0
"Gm5542",1,0,0,0
"Gm9131",0,0,0,0
"Gm37882",0,0,0,0
"Gm5543",0,0,0,0
"Gm37001",0,0,0,0
"Gm16560",0,0,0,0
"Spopfm2",0,0,0,0
"Spopfm3",0,0,0,0
"Gm16584",0,0,0,0
"Gm4982",0,0,0,0
"Gm9141",0,0,0,0
"Spopfm1",1,2,0,1
"Gm16561",0,0,0,0
"Them4",299,268,126,290
"Gm43743",5,1,1,3
"Them5",4,0,2,2
"Gm36070",3,5,5,4
"C2cd4d",5,5,3,16
"Gm38411",2,1,1,0
"Rorc",64,75,21,67
"Gm43401",0,0,0,0
"Lingo4",2,1,2,2
"1700040D17Rik",2,3,0,3
"Tdrkh",123,115,64,166
"Gm42463",9,32,19,37
"Gm42464",1,2,3,5
"Oaz3",8,8,3,6
"Mrpl9",1059,957,471,1039
"Gm30023",8,5,1,12
"Riiad1",12,4,6,7
"Celf3",154,129,70,137
"Snx27",4824,4115,2394,4565
"Gm43773",30,21,16,35
"Gm43774",7,7,4,6
"Gm43768",27,37,6,54
"Gm15235",0,0,1,0
"Rpl31-ps11",1,0,1,0
"Tuft1",189,133,60,116
"Gm10972",2,0,0,1
"Gm15234",8,4,1,4
"BC021767",6,14,1,7
"Selenbp2",1,0,1,2
"Gm15264",7,3,6,1
"Gm43711",1,0,0,0
"Cgn",2896,2461,1314,2913
"Gm15263",1,0,0,1
"Pogz",5534,4581,2569,4883
"Psmb4",4270,3513,2048,4426
"Gm26279",0,0,0,0
"Selenbp1",6,5,5,12
"Rfx5",564,535,317,630
"B230398E01Rik",13,6,3,8
"Pi4kb",1335,1130,611,1178
"A730011C13Rik",84,44,30,75
"Gm15265",90,57,38,78
"Mir7013",5,8,2,15
"Zfp687",3127,2766,1323,2801
"4930481B07Rik",88,82,43,67
"Psmd4",4606,3966,1980,4234
"Pip5k1a",1909,1477,816,1634
"Gm24920",4,1,1,3
"Gm22301",6,14,3,6
"Vps72",1350,1203,593,1232
"Tmod4",21,24,4,23
"Scnm1",447,413,211,430
"Lysmd1",14,20,5,10
"Mir8099-1",0,0,0,0
"Tnfaip8l2",6,13,5,8
"Gm9169",4,4,2,4
"Sema6c",336,332,168,402
"Gabpb2",4514,3800,2062,4122
"Gm16740",70,68,29,76
"Mllt11",419,401,230,558
"Cdc42se1",1989,1679,850,1849
"Gm128",73,67,35,82
"Bnipl",83,51,46,84
"Prune1",1669,1403,756,1383
"Mindy1",935,822,429,873
"Anxa9",67,31,21,50
"6330562C20Rik",16,17,10,20
"Cers2",2446,2101,980,2144
"Setdb1",6626,5618,2885,6065
"Gm42578",15,11,12,22
"Gm37500",6,7,1,4
"4930558C23Rik",10,3,9,17
"Gm5070",0,3,6,5
"Gm9173",0,0,0,0
"Gm4349",90,101,51,134
"Arnt",3864,3363,1740,3567
"Gm42672",38,19,9,25
"Ctsk",39,23,5,24
"Ctss",1,0,0,0
"Hmgb1-ps5",4,6,6,1
"Hormad1",73,44,27,41
"Golph3l",1209,1049,590,1206
"Gm42671",15,16,9,21
"Rps10-ps1",33,39,24,41
"Ensa",1880,1580,821,1858
"E330034L11Rik",65,48,33,48
"Mcl1",11587,9995,5488,11206
"Adamtsl4",67,76,34,59
"Ecm1",111,107,45,116
"Mir7014",0,0,0,0
"Tars2",2256,1949,964,2012
"Rprd2",6632,5560,3083,6285
"Gm43436",3,5,2,9
"Gm26361",6,4,2,5
"Gm17815",12,13,14,17
"Prpf3",3889,3334,1965,4056
"Gm26594",20,15,6,16
"Mrps21",404,352,147,410
"C920021L13Rik",21,17,8,17
"Ciart",287,269,151,316
"BC028528",29,38,24,40
"Aph1a",384,330,176,382
"Car14",740,733,357,756
"Anp32e",10711,9327,5571,11792
"Gm43375",164,129,63,186
"Gm20940",0,0,0,0
"Plekho1",340,283,214,401
"Vps45",346,324,229,416
"Gm43554",0,0,0,0
"Otud7b",2625,2304,1143,2504
"Mtmr11",187,171,113,246
"Gm17690",96,68,33,80
"Sf3b4",1230,1100,605,1188
"Gm22027",31,27,8,32
"Sv2a",429,374,218,560
"Bola1",434,425,215,472
"Gm15444",0,0,0,0
"H2ac21",439,483,206,516
"H2ac20",4178,3607,1987,4418
"Gm44492",0,0,0,0
"H2bc21",69,62,45,92
"H3c15",82,84,44,101
"Gm20632",61,42,36,59
"H2ac19",0,0,0,0
"Gm47311",0,0,0,0
"Gm20633",49,38,27,46
"H2ac18",0,0,0,0
"Gm20634",0,0,0,0
"Gm47313",0,0,0,0
"H3c14",0,0,0,0
"Gm20627",6,0,0,2
"H4c14",2197,2043,908,2088
"Gm38227",23,14,16,19
"Gm20628",2274,1890,1146,2712
"H3c13",0,0,0,0
"Gm42743",9,7,6,9
"H2bc18",0,0,0,0
"Fcgr1",0,0,1,0
"Gm24830",3,2,4,2
"Platr30",1,1,0,0
"Gm26553",0,0,0,0
"Rnu1b1",0,0,0,0
"Rnu1b2",0,0,0,0
"4930477E14Rik",1,0,0,2
"Gm26654",30,30,19,45
"Pafah1b1-ps1",16,14,8,35
"Gm21960",19,21,14,38
"Terc",597,637,328,670
"Gm24136",0,0,0,0
"BC107364",6,6,4,7
"Gm26232",0,0,0,0
"Gm9207",10,8,6,6
"Gm10685",0,0,0,3
"Rnu1b6",0,0,0,0
"Gm43534",24,27,14,28
"Gm25890",0,0,0,0
"Gm22614",0,0,0,0
"Hjv",39,37,25,54
"Gm15441",7,5,6,3
"Txnip",920,668,540,645
"Gm16253",5,3,3,1
"Polr3gl",86,48,32,75
"Ankrd34a",121,132,64,144
"Lix1l",195,169,98,215
"6330549D23Rik",32,33,16,42
"Rbm8a",4682,4159,2126,4550
"Pex11b",256,223,99,215
"Gm42957",7,3,0,5
"Itga10",24,25,24,53
"Rpl21-ps11",1,0,0,1
"Ankrd35",229,217,157,365
"Pias3",889,805,418,1015
"Nudt17",103,121,43,102
"Polr3c",1711,1504,869,1660
"Gm22581",28,13,7,18
"Gm42783",58,41,33,64
"Rnf115",2358,1905,1123,2191
"Gm42782",27,15,13,24
"Cd160",42,43,20,36
"Pdzk1",76,65,56,82
"4930442L01Rik",3,0,1,2
"Gpr89",887,820,465,933
"Gja5",12,12,8,10
"Gja8",2,0,0,1
"9230114J08Rik",0,0,0,0
"4930573H18Rik",0,0,0,0
"Gm43222",0,0,0,0
"Gm24435",0,0,0,0
"Acp6",744,728,390,641
"Bcl9",3272,2835,1631,3277
"Gm42508",18,9,5,8
"Gm43073",8,10,2,11
"Olfr1402",0,0,0,0
"Chd1l",1623,1325,759,1445
"Gm43075",8,4,0,4
"Fmo5",45,60,32,42
"Prkab2",906,791,354,796
"Gm17651",0,1,0,0
"Pde4dip",1547,1260,733,1588
"Mir7225",0,0,0,0
"Gm31305",11,7,0,4
"Gm15999",1,0,0,1
"Sec22b",1416,1141,612,1186
"Gm5544",1,0,0,2
"Notch2",5550,4540,2292,4752
"Gm42819",68,43,23,62
"Gm42820",96,73,39,89
"Adam30",2,2,0,2
"Gm9771",0,0,0,0
"Reg4",0,0,0,0
"Gm42821",0,0,0,0
"Hmgcs2",5,9,6,7
"Gm43189",0,0,0,0
"Phgdh",1710,1546,1025,1643
"Zfp697",352,287,170,344
"Gm4450",0,0,0,0
"Gm43190",1,0,0,0
"Gm19210",0,0,0,0
"Hsd3b4",0,0,0,0
"Gm19211",0,0,0,0
"Gm10681",0,0,0,0
"Gm5853",3,2,0,3
"Gm9678",0,0,0,0
"Hsd3b5",0,0,0,0
"Gm12399",0,0,0,0
"Gm12400",0,0,0,0
"Hsd3b2",0,2,0,0
"Hsd3b3",0,1,0,0
"Hsd3b6",1,1,0,0
"Gm12427",0,0,0,0
"Gm12428",0,0,0,0
"Gm12431",0,0,0,0
"Gm12432",0,0,0,0
"Gm12433",0,0,0,0
"Hsd3b1",0,0,0,0
"Hao2",0,0,0,0
"5730437C11Rik",0,0,0,0
"Gm12440",0,0,0,0
"Gm12441",0,0,0,0
"Gm22341",0,0,0,0
"Gm24216",0,0,0,0
"Wars2",409,328,204,409
"Gm43024",55,47,28,59
"Gm18982",4,2,1,1
"Mir6481",4,4,0,4
"Gm42717",45,27,12,38
"Tbx15",67,65,26,80
"Gm43120",2,5,1,2
"Gm12449",0,0,0,0
"M6pr-ps",3,2,1,1
"Gm12448",0,0,0,0
"Gm22505",0,0,0,0
"Spag17",0,0,0,2
"Rpl36-ps7",0,0,0,1
"Tra2b-ps",0,0,0,0
"Spag17os",0,0,0,1
"Wdr3",4428,3605,2217,4574
"Gdap2",561,474,286,570
"Gm25802",0,0,0,0
"Gm12464",3,2,1,6
"4930406D18Rik",0,0,1,0
"Gm43121",0,0,0,0
"Tent5c",104,78,40,69
"Gm12474",2,4,1,2
"Gm42868",11,10,3,8
"Man1a2",3455,2889,1701,3348
"Gm43466",61,50,31,74
"Gm42869",65,44,43,61
"Gm43462",108,75,62,111
"Gm43463",30,18,13,24
"Gm12485",0,1,0,2
"Gm43464",0,1,1,3
"Gm23465",0,0,0,0
"Vtcn1",1,0,0,2
"Trim45",313,266,145,281
"Ttf2",3519,2860,1663,3161
"Gm12488",8,3,2,7
"Cd101",3,1,4,0
"Ptgfrn",4148,3354,1742,3485
"Gm43465",28,43,11,40
"Gm12486",0,1,0,0
"Tpt1-ps1",1,0,0,1
"Gm12490",1,1,1,0
"Cd2",50,38,11,22
"Gm10355",7,0,2,2
"Gm43467",0,0,0,0
"Igsf3",2943,2272,1320,2642
"Gm42939",34,34,17,29
"Gm42938",18,17,4,11
"Gm42538",13,6,3,12
"Atp1a1",16011,12811,6433,12705
"Gm42937",45,35,7,33
"Gm42941",87,82,34,73
"Gm43135",0,0,0,0
"Gm43134",0,0,0,0
"Mab21l3",59,52,32,51
"Slc22a15",35,24,13,23
"Nhlh2",7,1,5,8
"Gm43243",0,0,0,1
"Gm18894",0,1,0,0
"Casq2",7,4,4,12
"Gm43244",0,2,0,0
"4632404M16Rik",2,1,4,2
"Vangl1",1640,1234,613,957
"Gm16160",1,2,2,4
"Gm43241",0,0,0,2
"A230001M10Rik",0,0,0,0
"Gm43242",0,0,0,0
"Gm43245",0,0,0,0
"Ngf",5,3,1,0
"Gm42679",0,1,1,2
"Gm42678",0,0,0,0
"Gm19202",0,1,0,0
"Gm42677",0,0,0,0
"Gm42682",0,0,0,0
"Tspan2os",0,2,0,0
"Tspan2",344,298,225,441
"Tshb",7,10,8,6
"Gm42681",2,1,1,2
"Sycp1",157,117,105,161
"Gm42816",0,0,0,0
"Gm33952",0,1,0,0
"Gm33866",0,0,0,0
"Nr1h5",0,0,0,0
"Gm22826",0,0,0,0
"Sike1",1296,1092,513,1175
"Csde1",23889,19948,11737,23872
"Nras",5988,5353,3338,6113
"Gm43062",56,34,14,29
"Ampd1",1,4,3,1
"Gm23820",0,0,0,0
"Gm43063",1,0,0,0
"Dennd2c",1128,916,668,1131
"Bcas2",4056,3373,2099,4276
"Gm27024",1,7,2,2
"2410024N13Rik",1,1,0,0
"Gm43060",0,0,0,0
"Trim33",8538,7687,4781,10067
"Gm43061",92,88,57,110
"Gm25009",0,0,0,0
"Gm25869",0,0,0,0
"Gm25199",0,0,0,0
"Syt6",10,17,8,12
"Gm43066",0,0,0,1
"Atg4a-ps",0,0,0,1
"Gm25325",0,0,0,0
"Gm15986",0,0,0,0
"Olfml3",43,74,24,63
"Gm10964",6,14,4,7
"Hipk1",6006,5204,3042,6142
"Gm43149",13,20,4,26
"Gm15886",20,18,3,21
"Gm43387",9,27,4,23
"Dclre1b",774,638,306,654
"Gm15471",0,0,0,0
"Ap4b1",106,108,56,122
"Gm43064",1,0,0,1
"Bcl2l15",13,5,5,4
"Ptpn22",5,11,2,3
"Gm15472",0,0,0,0
"Gm43065",1,0,0,0
"Gm15602",0,0,0,2
"Rsbn1",1594,1260,709,1670
"Phtf1os",73,41,24,74
"Phtf1",1042,859,463,1024
"Magi3",1475,1295,763,1517
"Gm42696",8,4,3,14
"9530097N15Rik",12,3,2,16
"Gm23830",2,1,2,3
"Gm42700",10,7,8,12
"Gm42699",5,4,1,4
"Gm17956",7,3,2,4
"Gm42702",40,20,12,26
"Gm42701",11,4,7,13
"Gm43258",15,9,9,24
"C030032O16Rik",2,10,0,1
"Gm43259",34,21,11,30
"Gm43260",25,22,11,33
"Gm43256",44,16,12,43
"Gm23077",1,0,1,4
"Gm5546",0,0,0,0
"Lrig2",1287,1097,645,1355
"Gm38412",0,0,1,0
"Gm9273",0,0,0,0
"Gm43696",68,70,35,64
"A530041M06Rik",26,22,18,26
"4930509H03Rik",25,24,10,22
"Gm26091",0,0,0,0
"Gm43582",18,21,8,18
"Slc16a1",7991,7288,4181,8641
"Gm43581",239,189,137,231
"Gm43585",56,45,36,51
"Gm29561",19,15,1,22
"Gm29560",5,0,1,3
"Gm24223",1,0,0,0
"Gm29572",0,0,0,0
"Gm6485",7,1,2,6
"Gm43584",0,1,0,1
"Tafa3",12,11,6,4
"Ppm1j",179,142,60,140
"Rhoc",980,824,399,804
"Mov10",3369,2580,1256,1939
"Capza1",1815,1613,851,1863
"Gm42658",75,51,27,70
"Gm42659",135,101,76,126
"St7l",584,489,255,550
"Gm4525",0,0,0,0
"Wnt2b",64,33,15,46
"Gm43846",7,6,4,9
"Gm40117",0,0,1,0
"Cttnbp2nl",2081,1719,1008,2018
"4930564D02Rik",0,0,2,1
"Kcnd3os",0,0,0,0
"Kcnd3",18,12,6,9
"Gm43847",1,0,0,0
"Ddx20",3137,2673,1504,2818
"Inka2",284,248,94,241
"Gm43848",60,37,30,58
"Rap1a",723,633,391,764
"Gm43328",55,56,30,89
"Gm43329",33,23,14,36
"Gm43330",36,28,7,21
"Gm43331",13,33,14,20
"Gm5547",0,0,0,0
"Adora3",0,0,0,0
"Tmigd3",0,1,0,2
"I830077J02Rik",0,6,1,1
"Atp5pb",5729,4965,2809,5887
"Wdr77",4739,4016,2375,4888
"Gm42890",6,3,1,13
"Ovgp1",28,19,15,24
"Pifo",5,7,5,9
"Gm42722",0,0,0,2
"Gm42721",2,3,1,4
"Chil5",7,4,5,4
"Gm4540",13,8,8,20
"Gm9504",1,0,0,0
"Gm4248",0,0,0,0
"Chia1",1,2,0,0
"Chil3",0,0,0,0
"Gm43709",0,0,0,0
"Chil4",0,0,0,0
"Gm6522",0,0,1,0
"Gm43212",0,0,0,0
"Chil6",0,0,0,1
"Gm38244",0,0,1,1
"2010016I18Rik",23,18,10,12
"Dennd2d",125,130,83,133
"Cept1",968,727,432,839
"Dram2",401,278,203,360
"Gm43070",3,1,1,6
"Gm43071",42,40,23,59
"Gm38271",2,0,1,2
"Lrif1",1345,1239,709,1419
"Gm38253",185,158,81,183
"Cd53",4,3,2,2
"Olfr266",0,0,0,0
"Gm35507",0,1,0,1
"Gm27008",2,1,2,0
"Kcna3",54,47,25,35
"AI504432",148,142,70,154
"A930002I21Rik",0,0,0,0
"Kcna2",6,5,10,14
"Kcna10",0,0,0,0
"Cym",0,0,1,0
"A630076J17Rik",0,0,0,0
"Prok1",2,1,0,1
"Lamtor5",1065,997,467,1022
"Slc16a4",208,140,89,185
"Rbm15",6018,5079,2873,5878
"Gm5279",6,1,1,1
"Gm24383",0,0,0,0
"Kcnc4",117,76,18,48
"Slc6a17",72,62,17,40
"Ubl4b",0,0,1,2
"Alx3",4,5,4,9
"Strip1",1907,1574,880,1844
"Gm10961",4,1,0,2
"Ahcyl1",5383,4688,2712,5606
"Csf1",64,40,17,37
"Gm43233",0,0,0,0
"Gm36211",1,0,0,0
"Gm5075",13,8,6,13
"4930554G22Rik",0,0,0,0
"Eps8l3",0,0,0,0
"Gm43745",1,1,0,1
"4933431E20Rik",144,96,59,139
"Gstm5",272,207,152,244
"Gm9515",1,0,0,0
"Gm12489",0,0,0,0
"Gstm7",117,120,67,117
"Gstm6",129,117,52,108
"Gm12494",3,3,1,2
"Gstm3",192,139,56,104
"Gm12497",1,0,0,0
"Gstm2",547,425,159,338
"Gm43746",0,0,0,0
"Gstm1",2113,1629,577,1349
"Gm12498",0,0,0,2
"Gm12502",2,0,0,0
"Gm12499",0,0,0,0
"Gm25592",0,0,0,0
"Gstm4",187,155,86,149
"Ampd2",3204,2715,1601,3253
"Gm12500",36,59,29,47
"Gnat2",47,45,20,50
"Gnai3",8255,6917,3978,8304
"Gpr61",31,34,18,26
"Gm12524",1,1,1,0
"Amigo1",220,193,111,233
"Cyb561d1",225,190,100,217
"Atxn7l2",687,603,333,650
"Sypl2",60,49,32,57
"Gm40123",5,0,0,2
"Gm12501",0,0,0,0
"1700010K24Rik",0,0,0,0
"Psma5",2633,2309,1283,2703
"Gm12523",4,3,0,1
"Sort1",4132,3620,2165,4305
"Gm43099",52,45,22,83
"Gm12525",7,4,7,5
"Mybphl",3,4,0,4
"Gm12522",13,10,8,7
"Psrc1",3246,2724,1739,3221
"Celsr2",1378,1109,585,1177
"Sars",5633,4817,2802,5561
"Gm22942",1,3,2,6
"Gm43438",0,0,0,0
"5330417C22Rik",19,17,4,12
"Gm23336",0,0,0,0
"Gm37859",0,0,0,0
"1700013F07Rik",2,0,1,1
"Scarna2",2976,2404,1400,3152
"Gm43435",3,2,2,5
"Tmem167b",712,610,334,697
"Gm22860",0,0,0,0
"Taf13",573,447,249,536
"Wdr47",489,454,254,475
"Gm12517",0,2,1,3
"Clcc1",550,499,280,605
"Gpsm2",1584,1325,586,1348
"Gm27244",8,0,0,12
"Aknad1",0,0,0,0
"Stxbp3",782,615,379,779
"Fndc7",1,3,0,0
"Gm43097",0,1,0,0
"Prpf38b",6489,5735,2847,6548
"Gm9857",0,0,1,1
"Henmt1",15,14,3,16
"Fam102b",637,594,325,664
"Gm43221",3,6,6,11
"Gm44384",0,0,0,0
"4930408K08Rik",0,0,0,0
"Slc25a54",0,0,0,1
"Gm19391",6,6,3,6
"Slc25a24",571,497,296,600
"Gm13865",0,0,0,2
"Vav3",208,201,123,237
"Ntng1",5,8,1,5
"Gm25681",0,0,0,0
"Gm12535",0,0,1,0
"Gm42516",1,1,0,1
"Prmt6",774,665,384,818
"C130013H08Rik",37,33,12,28
"Gm43405",0,0,0,0
"Gm19185",0,0,0,0
"Gm43406",0,0,0,0
"Gm26076",0,0,0,0
"Gm43404",0,0,0,0
"Gm43407",0,0,0,0
"Gm9314",1,0,0,0
"Gm42905",0,0,0,0
"Gm43854",0,0,0,0
"Gm6602",0,0,0,0
"Gm25519",0,0,0,0
"Gm43853",0,0,0,0
"Gm4859",1,1,1,1
"Gm9317",0,1,1,0
"Gm42526",1,0,0,2
"Gm43587",1,0,0,1
"Utp14b-ps1",0,0,0,0
"Gm5548",0,0,0,0
"Gm38395",0,0,0,0
"Amy2b",0,0,0,0
"Amy2-ps1",0,0,0,0
"Amy2a5",0,0,0,0
"Amy2a4",0,0,0,0
"Amy2a3",0,0,0,0
"Amy2a2",0,0,0,0
"Amy2a1",0,0,0,0
"Amy1",2,2,1,0
"Rnpc3",1186,1043,576,1142
"Gm17954",13,10,4,14
"Gm17775",0,1,0,1
"Gm18163",0,0,0,0
"Col11a1",241,214,112,257
"Gm43749",0,0,0,0
"Gm23750",0,0,0,0
"Gm19147",0,0,0,0
"Olfm3",0,0,0,1
"Gm18429",0,0,0,0
"Gm22337",0,2,0,0
"Gm25347",0,0,0,0
"Gm43669",0,0,0,0
"S1pr1",65,50,29,52
"Gm9889",4,5,2,4
"A930005H10Rik",69,43,29,62
"Dph5",702,604,314,669
"Gm42687",1,1,0,1
"Gm43107",0,0,0,0
"Gm43108",0,0,0,0
"Slc30a7",1255,1032,643,1265
"Gm43106",0,0,0,0
"Gm6649",0,0,0,0
"Mir669n",6,1,2,4
"Extl2",575,488,320,606
"Gm26344",0,0,0,0
"Vcam1",2,1,1,4
"Gm43109",0,0,0,0
"5330425B07Rik",0,0,0,0
"Gm26544",1,0,0,0
"Gm31651",0,0,0,0
"Gpr88",3,1,0,5
"Cdc14a",673,668,439,857
"Gm29151",7,10,2,12
"Gm22361",0,0,0,0
"Gm26358",0,0,0,0
"Rtca",1562,1310,765,1492
"Dbt",1316,1145,753,1364
