"","MD-R-EB-10","MD-R-EB-11","MD-R-EB-12","MD-R-EB-9"
"Decr1",682,561,611,517
"Mir6400",2,2,2,1
"Nbn",951,1043,1281,1246
"Gm11869",9,11,14,9
"Osgin2",698,587,726,660
"Gm11870",97,54,70,67
"Gm11874",3,1,2,0
"Ripk2",841,590,757,401
"Gm22690",1,2,1,3
"A530072M11Rik",23,6,18,7
"Gm11865",8,10,4,4
"Gm37355",0,0,0,0
"Gm11864",0,0,0,0
"Gm11861",0,0,0,0
"Gm24978",0,0,0,0
"Gm11862",0,0,0,0
"Gm23975",0,0,0,0
"Gm11848",0,0,0,0
"Gm11850",0,0,0,1
"Gm11849",0,0,0,0
"Gm23384",0,0,0,0
"Gm11851",0,0,0,0
"Mmp16",41,81,203,184
"Gm11860",1,0,1,0
"Gm11852",0,0,0,0
"Gm11867",0,0,0,0
"Gm11854",0,0,0,0
"Gm11853",0,0,0,0
"Gm25971",0,0,0,0
"Gm24419",0,0,0,0
"Gm11868",120,133,150,169
"Cnbd1",0,1,0,0
"Gm12392",0,0,0,0
"Gm12393",0,0,0,0
"Cngb3",0,0,0,0
"Gm11877",1,1,0,3
"Gm25655",1,1,0,0
"Cpne3",1722,1733,2632,2587
"Rmdn1",71,63,135,105
"Gm12353",25,22,10,15
"Wwp1",2013,1937,2898,2756
"Gm12354",0,0,0,0
"Slc7a13",0,0,0,0
"Atp6v0d2",0,0,0,0
"4930480G23Rik",0,0,0,0
"Ttpa",42,60,127,258
"Ggh",154,149,192,289
"Nkain3",29,26,21,20
"Gm11872",7,0,1,1
"Gm11873",5,0,1,2
"Gm11871",0,0,0,0
"Gm22817",0,0,0,0
"Gm25977",0,0,0,0
"Gm11875",1,0,0,1
"Gm11876",0,0,0,0
"Prdm13",5,8,4,4
"Ccnc",457,454,872,1030
"Tstd3",212,214,258,213
"Usp45",1281,1263,1827,1700
"Pnisr",6731,6569,7118,6168
"Coq3",188,223,279,310
"Faxc",563,583,730,746
"Gm11885",1,1,0,0
"Gm11880",0,0,0,0
"Gm11882",0,0,0,0
"Fbxl4",309,282,328,314
"Gm24607",1,0,2,2
"Gm37900",22,16,32,33
"Pou3f2",5,5,76,66
"Gm30731",0,0,1,1
"Gm11878",1,1,0,1
"Gm11881",0,0,0,0
"Gm11879",0,0,0,0
"Gm24078",0,0,0,0
"1700025O08Rik",0,0,0,0
"Gm11884",0,0,0,0
"Gm11888",0,0,0,0
"Gm11889",5,2,4,1
"Gm25978",0,0,0,0
"Gm11890",0,0,0,0
"Gm28448",0,0,0,0
"Gm11892",0,1,1,2
"Gm11891",0,0,0,0
"Gm27243",0,0,0,1
"Mms22l",1787,1791,2038,2210
"Klhl32",118,112,122,83
"Gm11899",0,1,2,0
"Ndufaf4",504,593,1207,1298
"C230012O17Rik",6,11,11,7
"Gpr63",78,82,103,134
"Gm11906",6,4,5,6
"Fhl5",0,0,0,1
"Ufl1",1295,1277,1693,1411
"Prdx6-ps2",1,0,0,0
"Gm11897",0,0,0,0
"Gm11894",0,0,1,0
"Gm25975",0,0,0,0
"Gm11896",1,0,0,0
"Gm11893",0,0,0,0
"Gm24977",0,0,0,0
"Fut9",89,187,609,1411
"Gm24042",0,0,0,0
"Gm11898",0,0,0,0
"Gm26067",0,0,0,0
"Gm11895",0,0,0,0
"Gm24965",0,0,0,0
"Manea",796,826,1629,1542
"Bhmt-ps1",0,0,0,0
"Gm11903",0,0,0,1
"Gng2-ps1",0,0,0,0
"Gm11905",0,0,0,0
"4930548K13Rik",0,0,0,0
"Gm11904",0,0,0,0
"Gm11902",0,0,0,0
"Gm11901",0,0,0,0
"Gm25173",0,0,0,0
"Gm11914",9,11,3,9
"Tpm3-rs2",0,0,0,0
"Gm11911",0,0,0,0
"Gm11907",7,7,5,1
"Gm25378",0,0,0,0
"Gm11908",0,0,1,0
"Gm11909",2,0,0,0
"Gm11910",0,0,0,1
"Gm11912",0,0,0,0
"Gm11913",0,0,1,0
"Epha7",651,865,1912,2178
"Gm11915",8,12,18,29
"Gm11917",0,0,0,0
"Gm11916",0,0,1,1
"Gm11918",0,0,0,0
"Gm11919",0,0,0,0
"Gm11923",0,0,0,0
"Gm11925",0,0,0,0
"Gm11924",0,0,0,0
"4930556G01Rik",0,0,0,0
"Gm22831",0,0,0,0
"Gm11920",0,0,0,0
"Gm25705",0,0,0,0
"Gm11922",0,0,0,0
"Map3k7",3669,3351,3666,3261
"Gm11926",8,6,9,10
"Gm26254",10,10,24,16
"Gm11927",0,1,1,0
"Gm11928",0,0,0,0
"Gm11929",2,1,2,3
"Bach2",1842,1283,1059,752
"Bach2it1",9,9,4,7
"Gm24371",0,4,5,0
"Bach2os",29,15,19,13
"Gja10",3,1,2,0
"Gm11933",0,0,0,0
"Casp8ap2",3701,3758,4261,4227
"Gm11936",4,3,1,0
"Mdn1",10296,11922,10369,12571
"Lyrm2",262,190,181,172
"Ankrd6",643,760,657,887
"Gm11941",0,0,0,4
"Gm11942",1107,753,1225,1499
"Rragd",3956,4339,4321,4959
"Gm11943",7,5,13,10
"4933421O10Rik",201,168,208,159
"Ube2j1",1391,1232,1516,1217
"Gm11931",1,1,1,2
"Gabrr2",2,2,2,0
"Gabrr1",1,3,0,3
"Pm20d2",178,159,144,168
"Gm11930",0,0,0,0
"Srsf12",82,66,68,62
"Pnrc1",3355,2636,2946,2432
"Gm11934",10,6,8,13
"Rngtt",1312,1268,1638,1763
"Mir8118",0,1,2,1
"Gm11935",9,3,5,11
"Gm23304",0,0,0,0
"Gm24341",0,0,0,0
"Cnr1",104,134,182,310
"Gm22010",0,0,0,0
"Spaca1",0,1,1,0
"Gm25623",0,0,0,1
"Gm12753",0,0,0,0
"Gm12751",1,3,1,0
"Gm12752",0,0,0,0
"Gm12754",0,0,0,0
"Gm23466",0,0,0,0
"Gm12351",0,0,0,0
"Gm12350",6,13,3,10
"Akirin2",1894,1468,1956,1900
"Orc3",2484,2521,2837,2737
"Rars2",1098,1187,1132,1101
"Slc35a1",623,542,831,753
"Gm22849",4,10,5,11
"Cfap206",3,2,27,10
"Gm136",0,0,0,0
"Smim8",168,172,180,182
"Zfp292",5671,5575,7296,6161
"Gm12363",12,15,7,12
"Cga",0,0,0,1
"Platr9",1,0,1,2
"Gm12361",0,0,0,0
"Gm12362",0,1,1,0
"Mob3b",439,437,533,714
"Gm12364",1,6,1,5
"Ifnk",3,10,18,19
"C9orf72",339,380,503,548
"Gm12366",8,10,4,3
"Gm12367",1,2,0,1
"Gm12368",0,0,0,0
"Gm12365",0,0,0,1
"Lingo2",0,1,0,1
"Gm12369",0,0,0,0
"Gm12370",0,0,0,0
"Mir876",0,0,0,0
"Mir873b",0,0,0,0
"Mir873a",0,0,0,0
"Gm23314",0,0,0,0
"Gm12371",0,0,0,0
"Taf9-ps",0,0,0,0
"Rpl23a-ps6",0,0,0,0
"Gm12374",0,0,0,0
"Gm22732",0,0,0,0
"Gm12375",0,0,0,0
"Gm12378",0,0,0,0
"Gm12379",0,0,0,0
"Gm12380",0,0,0,0
"Gm12381",1,0,1,0
"Gm12382",0,0,0,0
"Gm25581",0,0,0,0
"Gm12383",0,0,0,0
"Gm23607",0,0,0,0
"Gm17094",0,0,0,0
"1700009N14Rik",0,0,0,0
"Gm12385",0,0,0,1
"Gm12384",0,1,1,0
"Gm12386",0,0,0,0
"Gm22850",0,0,0,0
"Gm12387",1,0,1,0
"Gm26087",0,0,0,0
"Gm12388",0,0,0,0
"Gm12389",2,1,1,2
"Aco1",2834,2458,2750,2207
"Ddx58",180,235,277,427
"Topors",4116,4294,3870,4242
"Smim27",69,46,72,46
"Ndufb6",383,354,394,401
"4930509K18Rik",0,0,0,0
"Gm23338",0,0,0,0
"Tmem215",3,4,8,5
"4933428C19Rik",0,0,0,0
"Gm12391",4,2,3,1
"Aptx",614,643,587,547
"Gm12390",4,4,4,7
"Dnaja1",3093,3190,4129,4328
"Mir207",0,1,0,2
"Smu1",3601,3792,3679,3539
"Psenen-ps",0,1,0,0
"B4galt1",2590,2136,2133,1459
"Mir5123",0,0,2,0
"Gm24112",1,0,3,0
"Gm25931",2,1,1,1
"Gm12397",5,0,14,2
"Spink4",2,4,4,0
"Bag1",2414,2269,1986,1734
"Chmp5",1413,1366,1492,1320
"Nfx1",5391,5358,4898,4933
"Mir3094",0,0,0,3
"Aqp7",27,12,10,2
"Gm25637",0,0,0,0
"Aqp3",41,53,8,34
"Nol6",2884,3086,2588,3185
"Gm12402",1,3,2,1
"Ube2r2",4978,4364,3899,3176
"Gm12403",22,22,23,14
"Gm24650",0,3,1,2
"Ubap2",11064,10415,8072,7909
"Gm22888",10,23,16,8
"Gm24837",16,9,13,5
"Gm23090",7,7,11,5
"Gm12401",10,5,8,9
"Dcaf12",2482,2115,2410,2198
"Gm26049",14,12,24,25
"Gm26084",0,0,0,0
"Ubap1",2132,1935,1875,1536
"Kif24",1006,989,1105,940
"Nudt2",319,288,319,279
"Myorg",609,403,352,289
"1110017D15Rik",5,4,10,8
"Fam219aos",0,0,1,0
"Fam219a",116,96,113,116
"Gm12404",11,4,12,8
"Dnaic1",16,24,33,31
"Enho",86,118,137,161
"Gm12406",3,1,7,6
"Gm12405",0,0,2,1
"Cntfr",352,801,708,1199
"Il11ra1",234,143,116,69
"Rpp25l",365,358,350,392
"Dctn3",856,796,740,665
"Arid3c",108,76,100,43
"Sigmar1",2322,2384,2410,2341
"Galt",352,376,324,323
"Ccl27a",117,112,118,90
"Gm12407",0,0,0,0
"Gm10601",5,2,4,2
"Gm13307",1,2,2,4
"Gm13302",0,0,0,0
"Ccl21d",0,0,0,0
"Ccl19-ps1",0,0,0,0
"Gm20878",0,0,0,0
"Fam205a4",0,0,0,0
"Gm13303",0,0,0,0
"Gm21093",0,0,0,0
"Gm37530",0,0,0,0
"Gm3892",0,0,0,0
"CT868690.1",0,0,0,0
"Gm3893",0,0,0,0
"Gm13304",0,0,0,0
"Gm13299",0,0,0,0
"Ccl19-ps3",0,0,0,0
"Gm13306",0,0,0,0
"Gm13305",0,0,0,0
"1700045I11Rik",0,0,0,0
"Gm17167",0,0,0,0
"Gm13301",0,0,0,0
"Gm10600",0,0,0,0
"Gm5859",0,0,0,0
"Gm17081",0,0,0,0
"Gm10599",0,0,0,0
"Gm50470",0,0,0,0
"Ccl21b",0,0,0,0
"Gm50471",0,0,0,0
"Gm21980",0,0,0,0
"Gm21953",0,0,0,0
"Fam205a3",0,0,0,0
"Gm21586",0,0,0,0
"Gm3883",0,0,0,0
"Gm2163",0,0,0,0
"Fam205a2",0,0,0,0
"Gm10593",0,0,0,0
"BX666061.1",0,0,0,0
"Gm10591",0,0,0,0
"Gm2564",0,0,0,0
"Ccl27b",0,0,0,0
"Il11ra2",0,0,0,0
"Gm21955",0,0,0,0
"4930578G10Rik",0,0,1,1
"Gm12395",0,0,0,0
"Ccl19",0,0,0,0
"Ccl21a",0,0,0,0
"Gm12394",0,1,0,0
"Fam205a1",3,1,1,2
"Fam205c",3,5,12,10
"Phf24",10,9,12,13
"Dnajb5",439,496,651,729
"1700022I11Rik",47,63,59,63
"Vcp",8738,8348,8414,8048
"Fancg",525,469,401,394
"Pigo",1002,959,822,735
"Stoml2",3727,3736,3141,3105
"Fam214b",596,435,343,269
"Gm26881",10,16,12,4
"Unc13b",1906,1594,1563,1550
"Gm23709",1,1,1,0
"Gm25010",2,0,1,0
"Atp8b5",10,13,15,10
"Rusc2",181,230,140,152
"Fam166b",4,6,6,5
"Tesk1",458,431,341,356
"Cd72",28,20,31,17
"Sit1",0,1,0,0
"Rmrp",25538,33771,33340,26509
"Ccdc107",278,256,235,189
"Arhgef39",403,406,417,441
"Gm12454",42,32,52,21
"Car9",91,114,104,83
"Tpm2",1678,1864,1328,1161
"Tln1",7822,6019,4642,4229
"Creb3",569,406,328,309
"Gba2",1056,871,772,791
"Rgp1",2371,1992,1793,1641
"Msmp",0,0,0,0
"Gm12472",4,0,3,0
"Gm25262",1,0,1,0
"Gm12473",12,9,5,5
"Npr2",336,243,205,121
"Spag8",36,29,38,28
"Hint2",159,167,119,135
"Fam221b",9,16,13,7
"Gm12481",0,0,0,0
"Tmem8b",251,250,267,253
"Olfr70",0,1,0,3
"Olfr71",0,0,0,0
"Hrct1",9,1,0,1
"Spaar",1,2,1,3
"Olfr269-ps1",0,0,0,0
"Olfr159",0,0,0,0
"Olfr29-ps1",0,0,0,0
"Gm12492",1,2,1,0
"Olfr156",1,0,2,1
"Olfr157",3,9,4,8
"Olfr155",0,1,0,0
"Reck",1293,829,778,418
"Gm27265",5,4,7,2
"Glipr2",1780,1430,1481,1313
"Ccin",13,14,10,5
"Clta",5453,4930,3832,3674
"Gne",661,582,533,404
"Gm22706",0,0,0,0
"Gm12503",5,3,3,11
"Gm12504",40,37,35,33
"Rnf38",3553,2871,3367,3081
"Mir5106",5,6,1,5
"Melk",2688,2779,2905,2826
"Gm12677",5,10,6,11
"Gm12455",4,13,7,5
"Gm24376",0,0,0,0
"Pax5",23,172,239,304
"Mir5120",0,0,0,2
"Gm12462",1,4,7,8
"4930517J16Rik",2,1,4,8
"5730488B01Rik",0,11,12,28
"Gm12463",1,1,0,3
"Zcchc7",972,1089,1253,1231
"Gm22639",0,0,0,0
"Gm12678",0,1,0,1
"Gm12493",0,0,0,0
"Gm12679",0,0,0,0
"Grhpr",1573,1507,1153,909
"Zbtb5",1128,967,936,821
"1700055D18Rik",48,62,62,60
"Polr1e",906,1061,951,954
"Fbxo10",759,568,556,473
"Tomm5",242,249,214,204
"Gm12566",0,0,0,0
"Frmpd1",203,150,114,82
"Frmpd1os",2,1,0,1
"Trmt10b",371,394,405,390
"Exosc3",796,910,922,1010
"Gm12585",0,1,0,0
"Dcaf10",924,719,1050,865
"Slc25a51",2373,2046,1937,1724
"Gm25692",0,0,0,0
"Shb",793,1004,913,940
"Gm22518",1,1,2,0
"Gm22055",0,0,0,0
"Gm12411",0,0,0,0
"Gm12408",2,1,4,0
"Gm829",0,0,0,0
"Gm12410",0,1,0,0
"Gm12409",3,3,3,5
"Gm12412",0,0,0,0
"Aldh1b1",37,66,70,150
"Igfbpl1",108,117,138,124
"Stra6l",56,58,75,71
"Ccdc180",3,4,10,10
"Tdrd7",214,231,273,324
"Tmod1",62,44,24,19
"Tstd2",1126,1155,1128,985
"Gm23250",10,10,6,10
"Ncbp1",4650,4961,4841,5233
"Xpa",437,364,323,279
"Gm12444",4,0,3,3
"Gm12445",4,5,5,0
"Gm12446",4,4,3,3
"Gm12447",0,0,0,0
"Foxe1",14,18,12,10
"Trmo",258,288,277,272
"Hemgn",1,2,0,1
"Gm12443",0,0,0,0
"Anp32b",11541,13466,11810,12114
"Nans",2196,1940,1617,1396
"Trim14",121,102,82,65
"Gm22247",0,0,0,0
"Gm16731",0,1,1,6
"Coro2a",205,238,222,297
"Tbc1d2",132,190,123,214
"Gabbr2",26,34,42,22
"Gm568",0,0,0,0
"Anks6",95,128,149,146
"Gm12425",1,0,1,0
"Gm12422",1,0,0,0
"Galnt12",244,237,268,199
"Gm12424",0,2,5,3
"Gm12423",0,0,0,0
"Gm12426",0,0,0,0
"Col15a1",3,10,4,1
"Tgfbr1",1840,1545,2601,2626
"Gm12430",1,4,1,2
"Alg2",1098,1037,1093,1086
"Sec61b",1447,1345,1093,1081
"Gm27601",0,0,0,0
"Gm27668",0,0,0,0
"Gm38343",0,0,0,0
"Gm22670",0,0,0,0
"Gm12434",0,1,0,0
"Nr4a3",19,28,39,41
"Stx17",410,412,494,405
"Erp44",1492,1325,1561,1294
"Mir1958",0,0,1,0
"Invs",574,480,518,420
"Gm12435",6,2,0,1
"Tex10",3567,3769,4063,4155
"Msantd3",1142,1216,1212,1465
"Tmeff1",5250,4904,5504,4658
"Cavin4",263,213,195,149
"Gm12439",33,31,21,18
"Gm12438",0,0,0,0
"Gm23746",0,0,0,0
"Gm12436",0,0,0,0
"Gm12442",0,0,0,0
"Plppr1",9,11,16,36
"Gm22685",0,0,0,0
"Gm12453",0,0,0,0
"Rbpj-ps1",0,0,0,0
"Acnat2",0,0,0,0
"Gm12451",0,0,0,0
"Gm12452",0,0,0,0
"Acnat1",5,10,10,13
"Gm26424",0,0,3,1
"Baat",8,5,10,6
"Mrpl50",1545,1673,2017,1895
"Zfp189",526,420,506,468
"Aldob",4,5,4,1
"Tmem246",420,379,365,434
"Rnf20",3147,3111,2994,2722
"Grin3a",93,68,67,60
"Ppp3r2",1,1,2,1
"Gm12459",0,0,0,0
"Gm12458",3,5,4,3
"Gm25485",0,0,0,0
"Gm12460",0,0,0,0
"Cylc2",0,0,0,0
"Amd-ps4",0,1,2,0
"Gm22563",0,0,0,0
"Gm23043",0,0,0,0
"Gm24943",0,0,0,0
"Gm22042",0,0,0,0
"Gm12461",0,0,0,1
"C630028M04Rik",1,0,0,2
"Gm12465",0,0,0,0
"Gm12466",1,0,5,2
"Gm12467",0,0,0,0
"Gm12475",0,0,0,0
"Smc2os",1,4,2,4
"Smc2",7491,7470,8485,8530
"Tmc4-ps",13,15,13,13
"Vma21-ps",0,0,0,0
"Toporsl",0,2,1,6
"Olfr275",0,0,0,0
"Gm12482",4,4,3,0
"Olfr274-ps1",0,0,0,1
"Olfr273",0,0,0,0
"Gm47786",0,0,0,0
"Cct3-ps1",1,2,3,2
"Olfr272",0,0,0,0
"Olfr271-ps1",0,0,0,0
"Olfr270",0,0,0,1
"Nipsnap3a",0,0,0,0
"Nipsnap3b",488,388,560,500
"Abca1",185,148,70,107
"4930412L05Rik",0,1,2,0
"4930522O17Rik",0,0,0,0
"AI427809",0,1,0,0
"Gm12495",0,0,0,0
"Gm12496",0,0,0,0
"Slc44a1",1098,1121,1537,1921
"1700060J05Rik",1,6,11,9
"Fsd1l",247,240,423,558
"Gm12470",7,5,4,8
"Fktn",853,735,902,802
"Gm25445",8,13,8,6
"Tal2",32,27,104,89
"Rps15a-ps8",897,598,821,819
"Tmem38b",197,167,237,222
"Gm12468",6,2,4,3
"Gm23745",0,0,0,0
"Gm24177",0,0,0,0
"Gm12484",0,0,0,0
"Gm12469",0,0,0,0
"Gm25687",7,6,4,5
"Tpt1-ps2",0,0,1,0
"Gm29067",0,0,0,0
"Gm12478",0,0,0,0
"Gm12480",0,0,0,0
"Gm12477",0,0,0,0
"Gm24628",0,0,0,0
"Gm12479",1,2,2,3
"Zfp462",2804,3892,3861,8459
"Gm12515",0,0,0,0
"Gm12514",2,9,0,4
"Gm12509",0,0,0,0
"Gm12508",0,1,1,0
"Gm12512",0,0,0,0
"Gm25419",0,0,0,0
"Rad23b",9856,10393,10372,10291
"Gm12516",10,10,9,8
"Gm12513",2,1,0,1
"Gm12505",0,0,2,0
"Gm12510",0,0,0,0
"Gm22150",0,0,0,0
"Gm12507",0,0,0,0
"Klf4",484,313,243,243
"Gm12511",0,0,0,0
"Gm12506",0,0,0,0
"Gm12519",0,0,0,0
"Gm12520",0,0,0,0
"2310081O03Rik",1,0,0,0
"Gm12518",0,0,0,0
"Gm26144",0,0,0,0
"Actl7b",0,0,0,0
"Gm26657",0,0,0,0
"Actl7a",14,16,13,15
"Elp1",5227,4994,4809,5011
"Gm22952",14,5,10,15
"Abitram",973,851,899,749
"Ctnnal1",1157,1391,1371,1640
"Tmem245",2909,2915,3348,3037
"Mir32",2,2,1,0
"Gm25053",24,36,22,28
"Gm22300",23,29,22,17
"Frrs1l",6,23,44,81
"Epb41l4b",229,287,291,319
"Gm12530",1,0,0,0
"Ptpn3",753,1202,916,1665
"Gm12536",1,2,2,1
"1700042G15Rik",0,0,0,0
"Gm12537",4,5,1,3
"Gm12538",1,0,0,0
"Pakap",3268,2240,2561,1474
"Gm12539",0,1,0,0
"Gm12526",0,1,0,1
"Gm24277",0,0,0,1
"Gm26138",0,0,0,0
"D630039A03Rik",25,41,7,23
"Txn1",3685,3235,4276,4623
"Txndc8",0,0,0,0
"Svep1",485,154,117,61
"Musk",0,0,0,0
"Lpar1",794,458,773,456
"Mir3095",0,0,1,0
"Gm12577",19,11,15,13
"Gm12578",0,0,0,0
"Gm12579",0,0,0,0
"Gm12580",0,0,1,0
"Olfr267",6,4,2,3
"Ecpas",5560,5040,5906,5180
"Zkscan16",31,45,51,38
"Ptgr1",248,215,280,285
"Dnajc25",416,373,386,333
"Gm20503",0,0,0,0
"Gng10",10,8,8,7
"Shoc1",1,1,8,6
"Gm12593",0,0,0,1
"Gm12594",0,0,0,0
"Rpsa-ps11",63,55,26,28
"Ugcg",2630,2470,3786,3674
"Gm12596",0,0,0,1
"Susd1",93,99,114,126
"Gm12527",1,0,0,1
"Ptbp3",4528,3829,6558,5265
"Gm12529",6,6,5,2
"1700018M17Rik",3,1,0,1
"Hsdl2",406,408,527,413
"E130308A19Rik",1352,1286,1464,1525
"Inip",1132,1129,1277,1322
"Snx30",1909,1548,1331,1323
"Gm12543",3,3,11,2
"Gm12542",20,15,13,16
"Slc46a2",8,2,4,7
"Mup4",0,2,0,5
"Mup6",65,199,330,765
"Mup7",0,0,0,0
"Mup-ps1",0,0,0,0
"Mup2",0,0,0,0
"Mup-ps2",0,0,0,0
"Mup8",0,0,0,0
"Mup-ps3",0,0,0,0
"Mup-ps29",0,0,0,0
"Mup-ps28",0,0,0,0
"Mup9",0,0,0,0
"Mup-ps4",0,0,0,0
"Mup-ps26",0,0,0,0
"Mup1",0,0,0,0
"Gm13773",0,0,0,0
"Mup-ps6",0,0,0,0
"Mup-ps24",0,0,0,0
"Mup10",0,0,0,0
"Mup-ps5",0,0,0,0
"Mup11",0,0,0,0
"Mup-ps7",0,0,0,0
"Mup12",0,0,0,0
"Mup-ps8",0,0,0,0
"Mup22",0,0,0,0
"Gm21286",0,0,0,0
"Mup-ps9",0,0,0,0
"Mup13",0,0,0,0
"Mup-ps10",0,0,0,0
"Mup14",0,0,0,0
"Mup-ps11",0,0,0,0
"Mup15",0,0,0,0
"Mup-ps12",0,0,0,0
"Mup16",0,0,0,0
"Mup-ps13",0,0,0,0
"Mup17",0,0,0,0
"Mup-ps14",0,0,0,0
"Mup18",0,0,0,0
"Mup-ps15",0,0,0,0
"Gm12573",0,0,0,0
"Mup19",0,0,0,0
"Gm13775",0,0,0,0
"Mup-ps16",0,0,0,0
"Mup5",0,0,0,0
"Mup-ps23",0,0,0,1
"Mup-ps17",0,0,0,0
"Mup-ps18",0,0,0,0
"Mup-ps19",0,0,0,0
"Mup-ps20",0,0,0,0
"Mup-ps21",0,0,0,0
"Mup20",0,0,1,1
"Mup3",0,0,1,0
"Gm12909",0,0,0,0
"Gm12910",0,0,0,0
"Mup21",0,0,0,0
"Zfp37",564,580,705,743
"Slc31a2",177,145,194,191
"Gm23148",0,0,0,0
"Fkbp15",1506,1198,1042,882
"Slc31a1",1823,1674,2495,1964
"Cdc26",990,914,1015,827
"Prpf4",2631,2662,2369,2458
"Rnf183",6,5,4,4
"Wdr31",200,282,257,350
"Bspry",286,409,306,452
"Hdhd3",68,63,54,51
"Alad",952,843,786,729
"Pole3",1322,1212,1067,1040
"4933430I17Rik",63,69,93,59
"Rgs3",553,444,411,257
"Gm11209",2,5,3,3
"Gm11210",1,1,1,0
"Gm11211",0,0,1,0
"Gm24117",0,0,0,0
"Gm25391",0,0,0,0
"Gm11481",0,0,0,0
"Gm11480",0,0,0,0
"Zfp618",989,821,763,860
"Ambp",4,3,4,1
"Kif12",63,20,34,8
"Col27a1",527,515,269,200
"Mir455",0,0,0,0
"Orm1",0,0,0,0
"Gm11212",0,0,0,0
"Orm3",0,0,0,0
"Orm2",3,6,5,1
"Akna",798,729,606,442
"Aknaos",7,7,6,2
"Whrn",659,804,679,690
"Atp6v1g1",972,875,1395,1199
"Tmem268",185,157,208,193
"Gm11483",0,1,1,2
"Gm24448",0,0,0,0
"Gm11213",0,0,0,0
"Tex48",0,0,0,0
"Gm24234",0,0,0,0
"Gm11482",0,0,0,0
"Gm11214",2,9,9,9
"Tnfsf15",1,1,1,0
"Tnfsf8",0,0,0,0
"Rpl17-ps4",4,4,1,1
"Tnc",315,204,151,93
"8030451A03Rik",1,0,0,0
"Gm11216",0,1,0,2
"Gm11217",0,0,0,0
"Gm23950",0,0,0,0
"Gm11218",1,3,1,0
"Gm11219",0,0,0,0
"Pappa",233,193,407,184
"Astn2",107,110,106,144
"Trim32",1284,1115,1262,1101
"Gm11484",0,0,1,0
"Gm25480",0,0,0,0
"Gm11220",0,0,0,0
"Tlr4",12,2,5,4
"Gm11403",0,0,0,0
"Hmgb1-rs18",3,2,1,4
"Gm44497",0,0,0,0
"Gm11249",8,5,7,11
"Gm11751",0,2,0,0
"Gm23738",0,0,0,0
"Tcp1-ps1",0,3,1,0
"Gm12911",0,0,0,0
"Brinp1",60,60,73,62
"Gm24697",0,0,0,0
"Gm11404",0,0,0,0
"Gm11221",7,4,6,6
"Gm11222",1,3,0,2
"Gm11223",13,15,12,13
"Gm11224",4,4,4,2
"Gm11225",0,0,1,3
"Cdk5rap2",4596,4563,4366,3872
"Ywhaq-ps3",10,8,11,18
"Gm26320",0,0,0,0
"Megf9",276,198,432,449
"Gm11227",1,1,2,1
"Gm11228",0,0,0,0
"Gm11229",0,0,1,0
"Rps18-ps1",2,3,0,2
"Gm11231",0,2,1,0
"Gm11232",0,0,0,0
"Gm11233",0,0,0,0
"Gm11234",0,0,0,0
"Tle1",1005,943,1109,1141
"Gm11250",0,0,3,4
"C630043F03Rik",20,27,31,29
"Gm11235",0,0,1,1
"Aldoart1",23,21,29,19
"Gm5287",0,0,0,0
"Gm25653",0,0,0,0
"Gm11251",0,0,1,0
"Gm25769",0,0,0,0
"Gm11487",0,0,0,0
"Gm11486",0,0,0,0
"Gm11485",0,0,0,0
"Gm11488",7,4,8,5
"Gm24170",0,0,0,0
"Gm11238",0,0,0,0
"Gm11237",0,0,0,0
"Gm11236",0,0,0,0
"Gm11239",0,0,0,0
"Gm428",0,0,0,0
"Rasef",162,137,236,148
"Gm11240",1,0,3,1
"Gm13867",0,0,0,0
"Gm11758",0,0,0,0
"Gm11757",0,0,0,0
"Gm13871",0,0,0,0
"Gm11756",0,0,0,1
"2310002L09Rik",0,0,0,0
"Frmd3",8,12,16,17
"Gm11760",0,1,0,3
"Gm11405",5,3,1,3
"Kdm4c",1731,2097,2349,3392
"A230083N12Rik",3,0,9,12
"Gm26379",0,0,0,0
"Gm11254",0,0,0,0
"Gm11258",2,3,4,2
"Gm11253",0,0,0,0
"Gm11257",0,0,0,0
"Gm12912",3,1,4,0
"Dmac1",557,546,529,556
"Gm22864",0,0,0,0
"Gm11255",0,0,0,0
"Gm11259",0,0,0,0
"Gm11256",0,0,0,0
"Gm11241",0,0,1,0
"Ptprd",866,461,437,289
"Gm11252",0,5,2,0
"Gm42303",0,0,0,0
"Gm11242",0,0,0,0
"Gm11243",0,0,0,0
"Gm11244",0,0,0,0
"Gm11245",0,0,0,0
"Gm11246",16,17,18,6
"Gm23159",0,0,0,0
"B230208B08Rik",0,0,0,0
"Gm11260",0,0,0,0
"Gm11261",0,0,0,0
"Gm22262",0,0,0,0
"Gm11262",0,0,0,0
"Gm25836",0,0,0,0
"Gm11263",1,3,2,3
"Gm11409",0,0,0,0
"Gm11407",34,58,14,13
"Gm11408",0,0,0,1
"Gm11410",0,0,0,0
"Gm11406",0,0,0,0
"Tyrp1",3,6,3,3
"Lurap1l",40,63,82,124
"Gm27452",0,0,0,0
"Mpdz",3841,3506,3710,3451
"Gm25803",1,5,2,3
"Gm11765",0,0,1,1
"Gm11411",0,0,0,0
"Gm11412",0,0,0,0
"Gm12914",0,0,0,0
"Gm11264",0,0,0,0
"Gm22402",0,0,0,0
"Gm5860",0,0,0,0
"Nfib",224,319,296,584
"Gm11266",5,7,4,4
"Gm11267",0,0,0,0
"Gm11268",0,0,0,0
