"","MD-R-EB-10","MD-R-EB-11","MD-R-EB-12","MD-R-EB-9"
"Gm47692",2,1,5,0
"Gm26217",0,0,0,0
"Vmn1r55",0,0,0,1
"Vmn1r56",0,0,0,0
"Vmn1r57",0,0,0,0
"Gm45146",0,0,0,0
"Gm23942",0,0,0,0
"Nlrp2",1,0,0,0
"Gm18757",0,0,0,0
"Gm5065",0,0,0,1
"Gm45147",0,0,0,0
"Vmn1r58",0,0,0,0
"Gm44543",0,0,0,0
"Vmn1r59",0,0,0,0
"Vmn2r28",0,0,0,0
"Vmn1r60",0,0,0,0
"Vmn1r-ps40",0,0,0,0
"Vmn1r61",0,0,0,1
"Vmn1r62",0,0,0,0
"Gm44821",0,0,0,0
"Vmn1r63",0,0,0,0
"Gm44820",0,0,0,0
"Vmn1r64",0,0,0,0
"Gm20399",0,0,0,0
"Vmn1r-ps45",0,0,0,0
"Vmn1r-ps46",0,0,0,0
"Vmn1r65",0,0,0,0
"Gm5321",0,0,2,0
"4933402C05Rik",0,0,0,0
"Gm44733",0,0,0,0
"Nlrp4c",2,2,5,5
"Zfp787",780,611,657,524
"4933431C10Rik",105,91,95,77
"Gm45841",0,0,0,0
"Gm36371",30,27,33,30
"Zfp444",894,904,687,711
"Gm45148",45,42,43,37
"Galp",0,0,0,1
"Zscan5b",3,15,5,11
"Epp13",60,97,64,143
"Gm45069",5,3,3,5
"Zfp667",360,342,383,451
"Zfp583",170,176,178,154
"Gm38944",2,2,2,0
"Gm3854",122,170,144,151
"Zfp78",64,54,71,65
"Zfp28",313,234,205,157
"Smim17",10,3,13,11
"Gm16306",2,5,1,3
"Gm16307",0,0,1,0
"Gm20715",4,2,2,1
"Olfr1344",0,0,0,0
"Olfr1345-ps1",0,0,0,0
"Olfr1336",0,0,2,1
"Olfr1346",0,0,0,0
"Olfr5",0,2,0,0
"Olfr1347",0,0,0,0
"Olfr1348",0,0,0,0
"Olfr1349",11,4,5,5
"Gm7587",0,1,0,0
"Olfr1350",0,3,2,0
"Zim2",15,18,13,10
"Zim1",1151,724,392,142
"Peg3",57496,38874,38919,11645
"Usp29",1682,1224,1373,411
"Gm27675",0,0,0,0
"Gm44862",41,34,41,8
"Gm44863",33,25,33,8
"Mir3099",1,0,0,0
"Gm44585",1,0,0,1
"Gm44584",8,8,7,0
"Gm22649",1,0,2,0
"Gm44586",1,1,3,0
"Gm44587",1,2,0,0
"Zim3",1,0,1,1
"Zfp264",3,5,3,7
"Aurkc",2,11,5,7
"AC152418.1",0,0,0,0
"Pafah1b1-ps2",0,0,0,1
"Gm6828",1,3,0,0
"Gm44583",2,1,0,0
"Zfp954",368,297,296,249
"Gm44697",11,6,3,3
"Zfp773",49,78,67,116
"Vmn2r-ps35",0,0,0,2
"Zfp418",283,330,356,434
"Zfp772",278,230,233,194
"Gm45844",3,2,6,1
"Vmn2r29",0,0,1,0
"Gm18190",1,1,1,0
"Clcn4",1092,930,1074,904
"Gm45631",5,6,11,3
"Mir5620",1,3,4,0
"Vmn2r30",0,0,1,0
"Gm45415",0,0,0,0
"Gm45783",0,0,0,0
"Gm3912",1,3,4,3
"Vmn2r31",1,0,0,0
"Vmn2r-ps36",0,0,0,0
"Vmn2r32",0,0,0,0
"Gm3563",0,0,0,0
"Gm6842",0,0,0,0
"Vmn2r33",0,0,0,0
"Gm7648",0,0,0,0
"Gm7651",0,0,0,0
"Vmn2r-ps37",0,0,0,0
"Vmn2r34",0,0,0,0
"Vmn2r-ps38",0,0,0,0
"Vmn2r35",0,0,0,0
"Vmn2r-ps40",0,0,0,0
"Vmn2r36",0,0,0,0
"Gm7230",0,0,0,0
"Gm3978",0,0,0,0
"Gm20438",0,0,0,0
"Gm18200",0,0,0,0
"Gm4073",0,0,0,0
"Gm3675",0,0,0,0
"2810047C21Rik1",0,0,0,0
"Gm3665",0,0,0,0
"Vmn2r41",0,0,0,0
"Vmn2r42",0,0,0,0
"Vmn2r43",0,0,0,0
"Gm3654",0,0,0,0
"Vmn2r-ps45",0,0,0,0
"Gm7696",0,0,0,1
"Vmn2r44",0,0,0,0
"Vmn2r-ps46",0,0,0,0
"Vmn2r45",0,0,0,0
"Vmn2r-ps47",0,0,0,0
"Vmn2r-ps49",0,0,0,0
"Gm3584",0,0,0,0
"Gm3956",0,0,0,0
"Gm3585",0,0,0,0
"Gm3962",0,0,0,0
"Gm18191",0,0,0,0
"Vmn2r-ps44",0,0,0,0
"Gm48598",0,0,0,0
"Gm20482",0,0,0,0
"Vmn2r-ps43",0,0,0,0
"Vmn2r40",0,0,0,0
"Gm45530",0,0,0,0
"Vmn2r-ps42",0,0,0,0
"Vmn2r39",0,0,0,0
"Zfp419",0,0,0,0
"Vmn2r38",0,0,0,0
"Gm5583",0,0,0,0
"Gm18201",0,0,0,0
"Vmn2r-ps41",0,0,0,0
"Vmn2r37",0,0,0,0
"Gm4011",0,0,0,0
"Gm3623",0,0,0,0
"Gm3616",0,0,0,0
"Gm20287",0,0,0,0
"Gm3611",0,0,0,0
"Gm3972",0,0,0,0
"Gm18199",0,0,0,0
"Gm10302",0,0,0,0
"Gm3683",0,0,0,0
"Gm20345",0,0,0,0
"Gm3690",0,0,0,0
"Vmn2r46",0,0,0,0
"Gm18192",0,0,0,0
"Vmn2r47",0,0,0,0
"Gm45351",0,0,0,1
"Vmn2r-ps51",0,0,0,0
"Vmn2r-ps52",0,0,0,0
"Gm45403",0,0,0,0
"Vmn2r48",0,0,0,0
"Gm3702",0,0,0,0
"Vmn2r49",0,0,0,0
"Vmn2r50",0,0,0,0
"Gm6850",0,1,0,0
"Vmn2r51",0,0,0,0
"Vmn2r52",0,0,0,2
"Gm20679",0,0,0,0
"Vmn1r66",0,0,0,0
"Vmn1r-ps47",0,1,0,0
"Vmn1r-ps48",0,0,0,0
"Gm45402",0,0,0,0
"Gm45400",0,0,0,0
"Gm45401",0,0,0,0
"Nlrp4d",0,0,0,0
"Gm3726",0,0,0,0
"Vmn1r67",0,0,0,0
"Gm30645",1,3,3,3
"Zik1",683,673,921,1011
"Gm18193",0,0,0,2
"Vmn1r68",0,0,0,0
"Vmn1r-ps49",0,0,0,0
"Vmn1r69",0,0,0,0
"Vmn1r-ps50",0,0,0,0
"Vmn1r70",0,0,0,0
"Vmn1r-ps51",0,0,0,0
"Gm6900",2,3,2,1
"Vmn1r-ps52",0,0,0,0
"Nlrp4b",0,0,0,0
"Gm45379",0,0,0,0
"Vmn1r71",0,0,0,0
"Gm5130",0,0,0,0
"Gm45438",0,0,0,0
"Zscan4a",0,2,0,1
"Gm18781",0,0,0,0
"Gm7203",0,0,0,0
"Gm4903",0,0,0,0
"Gm7836",0,0,0,0
"Gm18638",0,0,0,0
"Zscan4b",0,0,0,0
"Gm45279",0,0,0,0
"Mir297-1",0,0,0,0
"Gm7786",0,0,0,0
"Gm7789",3,1,1,0
"Gm18122",0,0,0,0
"Zscan4c",1,0,0,0
"Gm45327",0,0,0,0
"Gm45395",0,0,0,0
"Zscan4-ps1",0,0,0,0
"Gm33601",0,0,0,0
"Gm7151",0,0,0,0
"Gm4157",0,0,0,0
"Gm3774",0,0,0,1
"Gm38430",1,0,0,0
"Zscan4d",0,0,1,0
"Gm18204",0,0,0,0
"Gm6909",0,0,0,0
"Gm9689",0,0,0,0
"Gm39481",0,0,0,0
"Gm5996",0,0,0,0
"Gm9652",0,0,0,0
"Gm19683",0,0,0,0
"Gm26248",0,0,0,0
"Zscan4e",0,2,0,0
"Gm45870",0,0,0,0
"Gm23087",0,0,0,0
"Gm45596",0,0,0,0
"Gm45598",0,0,0,0
"Gm18123",0,0,0,0
"Zscan4f",0,0,0,0
"Gm18639",0,0,0,0
"Gm9604",0,0,0,0
"Gm7839",0,0,0,0
"Gm45382",0,0,0,0
"Gm7207",0,0,0,0
"Gm45550",0,0,0,0
"Gm45551",0,2,0,0
"Gm45549",1,0,0,0
"Gm18124",0,0,0,0
"Zscan4-ps2",0,0,0,0
"Gm18640",0,0,0,0
"Gm3816",0,0,0,0
"Gm7848",0,0,0,0
"Gm7210",0,0,0,0
"Gm45500",0,0,0,0
"Zscan4-ps3",0,1,0,0
"Gm18641",0,0,0,0
"Vmn1r-ps53",0,0,0,0
"Gm45283",0,0,0,0
"Vmn1r72",0,0,0,1
"Gm18850",0,0,0,0
"Gm19093",0,0,0,0
"Vmn1r73",0,0,0,0
"Gm45616",0,0,0,0
"Gm45617",0,0,0,0
"Vmn1r74",0,0,0,0
"Gm6929",1,1,1,0
"Vmn1r-ps55",0,0,0,0
"Gm34779",0,0,0,0
"Vmn1r75",0,0,0,1
"Gm18851",0,0,0,0
"Vmn1r-ps56",0,0,0,0
"Tpt1-ps4",0,1,0,0
"Vmn1r76",0,0,0,0
"Gm45387",0,0,0,0
"Vmn1r-ps57",0,0,0,0
"Gm24414",0,0,0,0
"Gm3836",0,0,0,0
"Vmn1r-ps58",0,0,0,0
"Gm17737",0,0,0,0
"Gm45429",0,0,0,0
"Vmn1r-ps59",0,0,0,0
"Gm18597",0,0,0,0
"Gm17850",0,0,0,0
"Vmn1r-ps60",0,0,0,0
"Gm18854",0,0,0,0
"Vmn1r77",0,0,0,0
"Gm10179",1,0,1,1
"Vmn1r-ps61",0,0,0,0
"Gm45562",0,0,0,0
"Vmn1r-ps62",0,0,0,0
"Gm45498",0,0,0,0
"Vmn1r-ps63",0,0,0,0
"Vmn1r78",0,0,0,0
"Gm45365",0,0,0,0
"Vmn1r79",0,0,0,1
"Gm19201",0,1,0,0
"Vmn1r80",0,0,0,0
"Vmn1r-ps64",0,0,0,0
"Gm45364",0,0,0,0
"Vmn1r-ps65",0,0,0,0
"Gm45367",0,0,0,0
"Gm4224",0,0,0,0
"Vmn1r81",0,0,0,0
"Vmn1r82",0,0,0,0
"Vmn1r83",0,0,0,0
"Gm23521",0,0,0,0
"Vmn1r84",0,0,0,0
"Vmn1r-ps66",0,0,0,0
"Vmn1r-ps67",0,0,0,0
"Vmn1r-ps68",0,0,0,0
"Zfp551",113,119,133,134
"Vmn2r-ps53",0,0,0,0
"Zfp606",1101,977,1717,1607
"2900092C05Rik",0,0,0,2
"Gm15877",0,2,0,0
"Gm45475",0,0,0,0
"Vmn2r53",0,0,0,2
"Gm15773",3,7,5,3
"Vmn2r54",0,0,0,0
"AC139131.1",0,0,2,0
"Vmn2r55",0,0,0,0
"Vmn2r56",0,0,0,0
"Gm6946",2,3,4,1
"Gm18205",0,0,1,2
"Zscan18",497,518,499,490
"1700047O18Rik",0,2,0,1
"Gm4247",10,8,8,10
"Gm18194",93,103,152,129
"Gm45315",0,0,0,0
"Zfp329",1172,1180,1576,1430
"Gm45593",5,10,9,12
"Zfp110",1302,1474,1378,1790
"Gm31152",2,7,8,3
"Zfp128",298,257,278,203
"Zscan22",693,627,559,584
"Rps5",17974,16450,17108,16788
"Rnf225",163,116,101,101
"Gm26325",0,0,0,0
"1810019N24Rik",10,16,20,16
"Gm29638",0,0,2,1
"Zfp324",498,425,336,326
"Zfp446",359,373,366,355
"Slc27a5",1,2,3,1
"Trim28",24684,25313,22818,26937
"Zbtb45",572,544,439,497
"Chmp2a",1553,1575,1409,1322
"Ube2m",3715,3615,3284,2883
"Mzf1",152,160,139,163
"Vmn1r85",0,0,2,0
"Gm45436",0,0,0,0
"Gm4270",0,0,0,0
"Vmn1r86",1,0,0,0
"Vmn1r87",0,0,1,0
"Gm7965",1,1,1,2
"Vmn1r88",3,4,4,2
"Gm4879",0,0,0,0
"Gm38947",0,0,0,1
"Gm45525",0,0,0,0
"Vmn1r89",0,0,0,0
"Vmn1r-ps69",0,0,0,0
"Zswim9",701,762,686,507
"Lig1",7139,8138,6414,6019
"Pla2g4c",83,82,84,67
"Rps8-ps4",4,2,3,1
"Gm24909",3,3,2,1
"Pla2g4c-ps",5,0,2,4
"Gm45268",3,0,0,0
"Gm23499",1,0,0,1
"Cabp5",0,3,0,1
"Rpl7a-ps14",1,0,0,0
"Bsph1",0,0,0,0
"Gm44254",0,0,0,0
"Bsph2-ps",0,0,0,0
"Bsph2",0,0,0,0
"Sult2a5",0,0,0,0
"Zbed4-ps1",0,0,0,0
"Kat6b-ps1",0,0,0,0
"Tmem167-ps1",0,0,0,0
"Sult2a-ps1",0,0,0,0
"Sult2a2",0,0,0,0
"Zbed4-ps2",0,0,0,0
"Sult2a1",0,0,0,0
"Kat6b-ps2",0,0,0,0
"Sult2a-ps2",0,0,0,0
"Tmem167-ps2",0,0,0,0
"Sult2a4",0,0,0,1
"Zbed4-ps3",1,0,0,0
"Tmem167-ps3",0,0,0,0
"Sult2a3",0,0,2,6
"Sult2a-ps3",0,1,0,4
"Sult2a-ps4",0,0,0,0
"Rpap3-ps1",0,0,0,0
"Sult2a6",0,0,0,0
"Rpap3-ps2",0,0,0,0
"Phf20-ps",2,4,4,6
"Obox8",1,8,8,12
"Mrps36-ps3",0,0,0,0
"Crs-ps",0,0,0,0
"Sult2a8",0,0,0,0
"Sult2a7",0,0,0,0
"Obox4-ps1",1,0,0,0
"Obox4-ps2",0,0,0,0
"Nlrp5-ps",50,48,32,57
"Obox4-ps3",0,0,0,1
"Vmn1r90",2,2,1,13
"Zfp-ps",1,0,2,2
"Ranbp2-ps1",1,2,6,3
"Obox3-ps7",0,1,0,0
"Obox7",0,0,0,0
"Obox3-ps1",0,0,0,0
"Obox4-ps4",0,0,0,0
"Gtpbp4-ps1",0,0,0,0
"Ranbp2-ps2",0,0,0,0
"Obox4-ps36",0,0,0,0
"Obox4-ps37",0,0,0,0
"Gm26056",0,0,0,0
"Obox3-ps2",0,0,0,0
"Obox4-ps5",0,0,0,0
"Gtpbp4-ps2",0,0,0,0
"Ranbp2-ps3",0,0,0,0
"Obox4-ps38",0,0,0,0
"Obox4-ps39",0,0,0,0
"Ranbp2-ps4",0,0,0,0
"Obox4-ps6",0,0,0,0
"Gm24701",0,0,0,0
"Obox3-ps3",0,0,0,0
"Obox4-ps7",0,0,0,0
"Gtpbp4-ps3",0,0,0,0
"Ranbp2-ps5",0,0,0,0
"Obox4-ps8",0,0,0,0
"Obox4-ps9",0,0,0,0
"Obox3-ps4",0,0,0,0
"Obox4-ps10",0,0,0,0
"Gtpbp4-ps4",0,0,0,0
"Ranbp2-ps6",0,0,0,0
"Obox4-ps11",0,0,0,0
"Obox4-ps12",0,0,0,0
"Obox4-ps13",0,0,0,0
"Obox4-ps14",0,0,0,0
"Obox4-ps15",0,0,0,0
"Obox4-ps16",0,0,0,0
"Obox4-ps17",0,0,0,0
"Obox4-ps18",0,0,0,0
"Obox4-ps19",0,0,0,0
"Obox4-ps20",0,0,0,0
"Obox4-ps21",0,0,0,0
"Obox4-ps22",0,0,0,0
"Obox4-ps23",0,0,0,0
"Mrip-ps",10,3,4,4
"Obox3-ps5",0,0,0,0
"Obox4-ps24",0,0,0,0
"Gtpbp4-ps5",0,0,0,0
"Obox4-ps25",0,0,0,0
"Obox4-ps26",0,0,0,0
"Ranbp2-ps7",0,0,0,0
"Obox2",0,0,0,0
"Obox1",0,0,0,0
"Ranbp2-ps8",0,0,0,0
"Obox4-ps27",0,0,0,0
"Obox4-ps28",0,0,0,0
"Obox4-ps29",0,0,0,0
"Obox3",0,0,0,0
"Obox3-ps6",0,0,0,0
"Obox4-ps30",0,0,0,0
"Ranbp2-ps9",0,0,0,0
"Ranbp2-ps10",0,0,0,0
"Obox4-ps31",0,0,0,0
"Gm25354",0,0,0,0
"Obox4-ps32",0,0,0,0
"Gtpbp4-ps6",1,1,2,2
"Obox4-ps33",0,0,0,0
"Gm23714",0,0,0,0
"Obox4-ps34",0,0,0,0
"Ranbp2-ps11",0,0,0,2
"Obox5",0,0,0,0
"Ranbp2-ps12",0,0,0,0
"Gtpbp4-ps7",0,0,0,0
"Obox4-ps35",0,0,0,0
"Obox6",0,0,0,1
"Crx",2,1,1,4
"Crxos",1,1,2,3
"Ass-ps1",0,0,0,0
"Selenow",1619,1781,1361,1369
"Nop53",4870,4672,3863,3698
"Snord23",3,4,2,0
"Gm24576",2,0,2,5
"Ehd2",446,336,242,207
"Bicra",2557,2363,1490,1356
"Gm38948",57,51,46,31
"Zfp541",6,0,1,7
"Napa",2694,2187,1794,1703
"Kptn",311,300,240,260
"Slc8a2",407,496,422,394
"Meis3",874,763,597,438
"Dhx34",979,912,799,729
"Gm45409",0,0,0,0
"C5ar2",10,14,2,1
"Gm26473",0,0,0,0
"C5ar1",0,0,0,0
"Inafm1",123,69,79,49
"Ccdc9",1329,1423,1111,1036
"Bbc3",983,817,739,727
"Sae1",6558,6503,6847,6989
"Zc3h4",6032,6018,5019,4723
"Gm45508",17,15,15,22
"Gm45509",104,128,100,103
"Gm45510",25,27,28,23
"Tmem160",336,318,293,330
"Npas1",46,55,90,68
"Arhgap35",8554,8408,7558,8065
"Gm17826",2,3,8,8
"Gm17981",5,13,18,4
"Gm29443",34,24,15,17
"Gm44589",5,2,2,7
"Gm29442",0,4,5,4
"Gm24708",1,0,0,0
"Gm29725",1,0,0,0
"Ceacam-ps1",0,0,0,0
"Ceacam15",72,86,1,3
"Gm8209",2,3,0,4
"Gm5586",1,2,2,2
"Ceacam9",252,307,3,31
"Ap2s1",1428,1202,1018,993
"Slc1a5",1528,1590,1437,1404
"Fkrp",1270,1088,983,921
"Strn4",4156,3992,3348,2991
"Prkd2",989,942,663,515
"9330104G04Rik",61,58,58,53
"Dact3",1107,814,526,459
"2700080J24Rik",11,6,8,4
"Gng8",68,48,40,25
"Ptgir",6,21,14,7
"Calm3",6235,6098,5523,5778
"Pnmal2",141,205,218,210
"Gm25815",0,0,0,0
"Pnmal1",4,9,6,27
"Gm42372",6,27,47,65
"Ccdc8",1236,1072,809,637
"Ppp5c",3143,3318,3067,2985
"Hif3a",1043,1273,1307,1561
"4833404L02Rik",7,12,18,12
"Psg16",1,1,2,4
"Gm45219",0,0,0,1
"Gm7287",17,14,17,16
"Ceacam3",2,1,0,0
"Gm45032",0,0,0,0
"Psg29",278,378,0,19
"Gm32772",0,0,0,0
"Gm32846",0,1,0,0
"Gm24520",0,0,0,0
"Gm25068",0,0,0,0
"Gm5418",0,0,0,0
"Gm9519",0,0,0,0
"Psg-ps1",0,0,0,0
"Gm45150",0,0,0,0
"Ceacam5",0,0,0,0
"Gm6065",3,2,0,4
"Gm45149",0,0,0,0
"Ceacam14",0,0,0,0
"Gm5155",0,0,0,0
"Ceacam11",0,0,0,0
"Ceacam13",0,0,0,1
"Gm22414",0,0,0,0
"Gm5322",0,0,0,2
"Ceacam12",0,0,0,0
"Gm44613",0,0,0,0
"Igfl3",0,0,0,0
"Gm9521",1,0,0,2
"Mill1",0,0,0,0
"Gm33626",0,0,0,0
"Psg18",1,0,0,0
"Gm5997",0,1,0,1
"Gm45104",6,8,10,6
"Gm24715",0,0,0,0
"Psg28",0,0,0,0
"Gm44871",0,0,0,0
"Gm8314",0,1,1,0
"Psg26",0,0,0,2
"Gm45156",0,0,0,0
"Gm4880",0,2,4,2
"Psg25",0,1,0,0
"Gm26062",0,0,0,0
"Psg27",0,0,0,0
"Gm19091",6,1,0,0
"Gm44657",0,0,0,0
"Psg23",1,0,0,0
"Gm19092",2,1,1,2
"Gm44656",0,1,0,0
"Psg21",0,0,0,0
"Gm44654",0,0,0,0
"Psg20",1,0,0,0
"Gm44655",0,0,0,0
"Gm44563",0,0,0,0
"Psg22",31,40,1,6
"Gm44564",0,1,2,0
"Gm44566",0,1,1,5
"Gm44565",2,4,4,4
"Gm24464",0,0,2,3
"Gm44561",0,3,0,0
"Sycp1-ps1",0,1,2,2
"Psg19",8,3,3,0
"Gm19126",2,0,0,0
"Psg17",30,14,13,2
"Gm18855",1,3,2,0
"Mill2",18,15,9,5
"Pglyrp1",18,17,27,21
"Ccdc61",911,840,750,632
"Nova2",189,236,254,435
"Nanos2",5,1,0,2
"Gm45058",0,0,0,0
"Gm10676",39,23,27,21
"Mypop",253,248,168,170
"Mypopos",112,94,78,89
"Irf2bp1",1521,1363,1237,1088
"Foxa3",181,89,148,81
"Sympk",9495,8557,7050,6004
"Rsph6a",12,25,16,14
"Dmwd",2494,2298,1728,1646
"Dmpk",815,660,497,433
"Mir3100",4,3,2,3
"Six5",565,530,497,412
"Gm4969",53,61,40,65
"Fbxo46",825,688,538,524
"Qpctl",263,234,221,213
"Snrpd2",789,932,802,817
"Gipr",182,151,213,119
"Eml2",1042,957,803,693
"Mir330",4,1,3,1
"Gpr4",161,210,194,169
"Opa3",1384,1332,1069,1079
"Gm25134",6,5,6,2
"Vasp",3364,3163,2497,2456
"1700058P15Rik",52,49,39,48
"Ppm1n",89,127,92,111
"Rtn2",355,396,369,472
"Gm26802",1,0,2,1
"Fosb",75,60,41,47
"D830036C21Rik",6,6,15,3
"Gm44698",3,11,4,3
"Ercc1",595,653,556,556
"Cd3eap",856,947,731,806
"Ppp1r13l",959,836,687,534
"Ercc2",938,981,783,781
"Gm26852",209,208,200,176
"Mir343",8,5,7,9
"Klc3",417,407,330,298
"Ckm",5,2,4,3
"A930016O22Rik",4,13,10,9
"Mark4",2891,2429,1865,1458
"Gm23099",2,1,1,2
"Exoc3l2",402,321,181,74
"Gm45167",3,1,4,1
"Bloc1s3",276,243,209,190
"Trappc6a",577,422,419,268
"Nkpd1",39,23,29,9
"Ppp1r37",1898,1496,1078,977
"Gemin7",542,505,410,382
"Zfp296",173,259,140,232
"Clasrp",2520,2312,1738,1555
"Relb",461,359,321,243
"Clptm1",3678,3059,2766,2574
"Apoc2",0,0,0,0
"Gm44805",0,0,0,0
"Apoc4",5,0,1,1
"Apoc1",79,114,59,76
"Apoe",23244,16609,8691,6700
"Tomm40",4041,4383,3298,3734
"Gm20512",28,17,11,7
"Nectin2",4055,3470,2519,2542
"Bcam",976,954,692,811
"Gm45114",16,14,16,16
"Gm26600",10,7,6,6
"Cblc",128,115,63,91
"Bcl3",81,85,61,58
"Gm16175",1,1,0,1
"Gm16174",8,8,4,3
"Gm44658",2,2,0,0
"Gm19345",0,6,2,2
"Ceacam16",4,4,5,4
"Gm44659",1,0,0,0
"Ceacam19",13,5,7,9
"Gm44660",0,1,0,0
"Pvr",926,917,823,523
"Gm16184",36,29,24,16
"Gm16251",11,13,11,7
"Igsf23",26,22,14,10
"Gm44651",0,2,0,0
"Rpl7a-ps8",2,2,3,1
"Ceacam20",2,3,3,1
"Nlrp9b",29,34,25,76
"Gm18877",0,0,0,0
"Vmn1r91",0,0,0,0
"Vmn1r240",0,0,0,0
"Vmn1r93",0,0,0,0
"Vmn1r94",0,0,0,0
"Gm44598",0,0,0,0
"Vmn1r95",0,0,0,0
"Vmn1r241",0,0,0,0
"Vmn1r242",0,0,0,0
"Gm18049",0,0,0,0
"Gm5890",0,0,0,0
"Gm18455",0,0,0,0
"Gm4501",0,0,0,0
"Vmn1r243",0,0,0,0
"Vmn1r-ps79",0,0,0,0
"Vmn1r244",0,0,0,0
"Vmn1r100",0,0,0,0
"Vmn1r101",0,0,0,0
"Gm10670",0,0,0,0
"Vmn1r103",0,0,0,0
"Vmn1r104",0,0,0,0
"Vmn1r245",0,0,0,0
"Vmn1r246",0,0,0,0
"Gm4513",0,0,0,0
"Gm8486",0,0,0,0
"Vmn1r107",0,0,0,0
"Vmn1r-ps71",0,0,0,0
"Vmn1r111",0,0,0,0
"Gm18052",0,0,0,0
"Gm10668",0,0,0,0
"Gm18458",0,0,0,0
"Vmn1r112",0,0,0,0
"Vmn1r113",0,0,0,0
"Vmn1r114",0,0,0,0
"Vmn1r115",0,0,0,0
"Vmn1r116",0,0,0,0
"Vmn1r117",0,0,0,0
"Vmn1r118",0,0,0,0
"Gm4526",0,0,0,0
"Gm4528",0,0,0,0
"Vmn1r119",0,0,0,0
"Vmn1r-ps73",0,0,0,0
"Vmn1r120",0,0,0,0
"Vmn1r-ps74",0,0,0,0
"Vmn1r121",0,0,0,0
"Vmn1r122",0,0,0,0
"Vmn1r123",0,0,0,0
"Gm18054",0,0,0,0
"Gm5157",0,0,0,0
"Gm18460",0,0,0,0
"Gm4536",0,0,0,0
"Vmn1r124",0,0,0,0
"Vmn1r125",0,0,0,0
"Vmn1r126",0,0,0,0
"Vmn1r127",0,0,0,0
"Vmn1r128",0,0,0,0
"Vmn1r129",0,0,0,0
"Vmn1r-ps75",0,0,0,0
"Gm18055",0,0,0,0
"Gm6882",0,0,0,0
"Gm18461",0,0,0,0
"Gm4541",0,0,0,0
"Vmn1r130",0,0,0,0
"Vmn1r-ps76",0,0,0,0
"Vmn1r131",0,0,0,0
"Gm18056",0,0,0,0
"Gm4545",0,0,0,0
"Gm18462",0,0,0,0
"Vmn1r132",0,0,0,0
"Gm8600",0,0,0,0
"Gm18463",0,0,0,0
"Gm4548",0,0,0,0
"Vmn1r247",0,0,0,0
"Vmn1r248",0,0,0,0
"Gm44554",0,0,0,0
"Vmn1r135",0,0,0,0
"Vmn1r249",0,0,0,0
"Vmn1r-ps77",0,0,0,0
"Gm18057",0,0,0,0
"Gm5891",0,0,0,0
"Gm18464",0,0,0,0
"Gm16443",0,0,0,0
"Vmn1r137",0,0,0,0
"Vmn1r-ps78",0,0,0,0
"Vmn1r138",0,0,0,0
"Gm18058",0,0,0,0
"Gm6176",0,0,0,0
"Gm18465",0,0,0,0
"Vmn1r139",0,0,0,0
"Gm16451",0,0,0,0
"Vmn1r250",0,0,0,0
"Vmn1r142",0,0,0,0
"Vmn1r143",0,0,0,0
"Vmn1r251",0,0,0,0
"Vmn1r252",0,0,0,0
"Gm18059",0,0,0,0
"Gm4557",0,0,0,0
"Gm18466",0,0,0,0
"Gm4558",0,0,0,0
"Vmn1r253",0,0,0,0
"Vmn1r-ps70",0,0,0,0
"Vmn1r254",0,0,0,0
"Vmn1r148",0,0,0,0
"Vmn1r149",0,0,0,0
"Gm10665",0,0,0,0
"Vmn1r151",0,0,0,0
"Vmn1r152",0,0,0,0
"Vmn1r255",0,0,0,0
"Vmn1r256",0,0,0,0
"Gm18060",0,0,0,0
"Gm4565",0,0,0,0
"Gm18467",0,0,0,0
"Gm8685",0,0,0,0
"Vmn1r155",0,0,0,0
"Vmn1r-ps80",0,0,0,0
"Vmn1r257",0,0,0,0
"Gm18061",0,0,0,0
"Gm4567",0,0,0,0
"Gm18468",0,0,0,0
"Vmn1r157",0,0,0,0
"Vmn1r158",0,0,0,0
"Gm4207",0,0,0,0
"Vmn1r159",0,0,0,0
"Gm44825",0,0,0,0
"Vmn1r160",0,0,0,0
"Gm19900",0,0,0,0
"Gm8708",0,0,0,0
"Gm18469",0,0,0,0
"Gm4574",0,0,0,0
"Vmn1r258",0,0,0,0
"Vmn1r259",0,0,0,0
"Vmn1r163",0,0,0,0
"Vmn1r260",0,0,0,0
"Gm16456",0,0,0,0
"Gm18062",0,0,0,0
"Gm10662",0,0,0,0
"Gm18470",0,0,0,0
"Gm8728",0,0,0,0
"Vmn1r165",0,0,0,0
"Vmn1r-ps83",0,0,0,0
"Vmn1r166",0,0,0,0
"Gm18063",0,0,0,0
"Gm6902",0,0,0,0
"Gm18471",0,0,0,0
"Nlrp4e",0,0,0,0
"Krt8-ps",31,22,18,1
"Nlrp5",0,0,0,1
"Gm25196",0,0,0,0
"Gm18598",0,0,0,0
"Gm18306",0,0,0,0
"Vmn1r-ps84",0,0,0,0
"Vmn1r167",0,0,0,0
"Gm8745",0,0,0,0
"Gm18195",0,0,0,0
"Vmn1r168",0,0,0,0
"Vmn1r169",0,0,0,1
"Vmn1r170",0,0,0,0
"Vmn1r171",0,0,0,0
"Vmn1r172",0,0,0,0
"Vmn1r173",0,0,0,0
"Vmn1r174",0,0,0,0
"Vmn1r-ps85",0,0,0,0
"Gm17780",0,0,0,0
"Gm44576",1,0,0,0
"Vmn1r175",0,0,0,0
"Vmn1r176",0,0,0,0
