"","MD-R-EB-10","MD-R-EB-11","MD-R-EB-12","MD-R-EB-2","MD-R-EB-3","MD-R-EB-4","MD-R-EB-5","MD-R-EB-6","MD-R-EB-7","MD-R-EB-8","MD-R-EB-9","NA"
"Gm18300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rrs1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adhfe1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610203C22Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm6161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vxn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm29520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mybl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vcpip1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700034P13Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sgk3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm6195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm22607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcmdc2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Snhg6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Snord87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tcf24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E330040D14Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ppp1r42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm15818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm24674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cops5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cspp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700047N06Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arfgef1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm26348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpa6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm15604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm25253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm15603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm5522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm22963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prex2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm24173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A830018L16Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm29273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm22633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mir6341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm2383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm6216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm17644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm29663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sulf1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slco5a1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm5250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm29283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prdm14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ncoa2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm27881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm23169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm29570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tram1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lactb2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xkr9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm26273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm5523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm36947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm25491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eya1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm22616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm9947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Msc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smt3h2-ps4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rpl5-ps1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trpa1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm26345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm10566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kcnb2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm25227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm25168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm6060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Terf1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sbspon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm23259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4930444P10Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rpl7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rdh10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stau2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ube2w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eloc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D030040B21Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tmem70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ly96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm29649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm5828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4921511E07Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jph1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gdap1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm5251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rbm6-ps1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm6075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm25166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pi15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm16070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crispld1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm18775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm17969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm45784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crisp4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Defb44-ps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Defb18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Defb41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm17837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm5252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm24075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm15825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tfap2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm10075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tfap2b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm4849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm24633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pkhd1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm37315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4930486I03Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm15795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm24162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mir206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mir133b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Il17a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Il17f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mcm3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm20587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm24723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6720483E21Rik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paqr8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm24171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Efhc1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tram2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm2693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tmem14a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gsta3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm4956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm21909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khdc1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm16329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm16327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khdc1c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm2709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm16533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khdc1b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm16328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kcnq5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm36949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm38243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm5696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rims1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm26866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm29506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ppp1r14bl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm24176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm6420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mir30a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm27028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mir30c-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm29107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm20954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogfrl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm7784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm28822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B3gat2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smap1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sdhaf4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gm26524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
