"","MD-R-EB-1","MD-R-EB-2","MD-R-EB-3","MD-R-EB-4"
"Mtfr1",80.2373,80.4277,74.8801,87.5753
"Pde7a",33.4376,33.8914,27.3983,34.7298
"Gm16093",5.7393,5.5998,1.8031,7.9687
"Gm22282",0,0,0,0
"Dnajc5b",0,0,0,0
"Gm23330",0,0,0,0
"Gm6141",0,0,0,0
"1700064H15Rik",7.9064,6.616,6.5779,4.1529
"Trim55",0,0,0,0
"BC002189",0,0,0,0
"Crh",0.2622,0,0,0
"Gm18864",0.1647,0,0,0
"Gm7442",0,0.3582,0.6152,0.3884
"4632415L05Rik",6.9529,6.7392,6.5148,7.7423
"Gm37523",0,0,0,0
"Gm17771",25.1974,24.8792,26.0872,38.7758
"Cp",0.199,0.3299,0.2463,0.3887
"Hps3",8.9354,9.0579,8.7612,10.0658
"Hltf",60.3136,61.3918,65.3073,71.0262
"Gyg",8.6384,9.4234,7.1366,6.3459
"Cpa3",0,0,0,0
"Mir7007",0,0,0,0
"Cpb1",0.0527,0.0418,0.0717,0
"Gm43525",0,0,0,0
"Agtr1b",0,0,0,0
"Gm18426",0,0,0,0
"Gm42594",0,0,0,0
"Gm31466",0,0,0,0
"Gm18491",0,0,0,0
"Gm38323",0,0,0,0
"Gm18493",0,0,0,0
"Gm37480",0,0,0,0
"Gm7488",4.3013,1.8052,2.9279,3.697
"Gm43160",0,0,0,0
"Gm29137",0,0,0,0
"Gm43675",0,0,0,0
"Gm17935",0,0,0,0
"Gm31693",0,0,0,0
"7530428D23Rik",0,0,0,0
"Gm43674",0.4376,0.6938,0.4468,0.3761
"Gm43671",0,0,0.2721,0.6871
"Gm43672",6.5986,4.9932,5.9889,7.0464
"Tbl1xr1",67.8215,68.8208,73.953,85.2761
"Gm5842",6.3994,9.4845,3.9773,5.2612
"Rprl2",63.8541,55.824,64.995,98.9948
"Gm38324",0.4211,0,0.2866,0.3619
"Gm37636",0,0,0.3281,0
"Gm26354",0,0,0,0
"Spin3-ps",0,0,0,0
"Gm37889",0,0,0,0
"Gm36983",0,0,0,0
"Gm37021",0,0,0,0
"Gm37492",0,0,0,0
"4930412E21Rik",0,0,0,0
"Naaladl2",0.0499,0.0395,0.0453,0.0286
"Gm7536",2.3387,4.635,5.0411,6.0304
"Gm24704",0,0,0,0
"Gm24062",0,0,0,0
"Gm42774",0,0.4848,0,0
"Gm37136",0,0,0,0
"Gm38002",0,0,0,0
"Gm10259",0,0,0,0
"Nlgn1",0,0.0204,0.0176,0
"Gm37573",0,0,0,0
"Gm6197",0,0,0,0
"A830092H15Rik",0,0,0,0
"Gm4855",0,0,0,0
"Gm25773",0,0,0,0
"Spata16",0,0,0,0
"Gm37659",0,0,0,0
"Gm44464",0,0,0,0
"Gm7558",0,0,0.2022,0.1277
"Ect2",226.4013,219.4197,217.9342,293.7967
"Gm25152",1.5181,4.8138,5.1668,7.8289
"1700125G22Rik",1.809,1.4341,0.8209,0.8638
"Nceh1",10.0154,10.7342,10.2935,12.7143
"Gm37191",0,0,0.3036,0
"Gm43345",0,0,0,0
"Tnfsf10",0.0657,0.0261,0.0447,0
"Ghsr",0.2342,0.0619,0.186,0.2349
"Fndc3b",8.2124,8.5052,8.3083,9.9079
"Gm43344",0.2816,0.5582,0.5751,0.6052
"Mir3092",0,0,1.2271,0
"Tmem212",0,0,0,0
"Gm26040",0,0,0,0
"Pld1",0.681,0.8362,0.8544,0.8148
"Gm42196",0,0,0,0
"Gm37098",0,0,0,0
"Tnik",0.7898,0.7186,1.0203,0.756
"Gm37537",0.0996,0,0,0
"Mir466q",0,0,0,1.9572
"Slc2a2",0.0301,0.0715,0,0.0258
"1700112D23Rik",0.2394,0.759,0,0.4115
"Gm6505",1.3354,0.2117,0.1818,0.4591
"Eif5a2",14.9756,16.5387,14.5292,17.4581
"Gm32950",0.746,2.3654,0.5078,1.2823
"Rpl22l1",63.6041,60.0787,71.1914,59.0807
"Gm33051",0,0,0.4299,0
"Gm37867",0,0.1296,0.3337,0.4214
"Gm37924",0,0,0,0
"Gm1527",0,0,0,0
"Egfem1",0.0414,0,0,0
"Gm38029",0,0.1313,0.0564,0
"Gm37965",0,0,0,0
"Mir551b",0,0,0,0
"Mir21b",0,0,0,0
"Gm37557",0,0,0,0
"Gm33206",0,0,0,0
"Mannr",0,0,0,0
"Gm37281",0,0,0,0
"Mecom",0.4317,0.6182,0.4645,0.3232
"Mecomos",0.0277,0.0439,0.0377,0.1665
"Gm38066",0,0,0,0.1821
"Gm38197",0,0.3233,0.0555,0
"Gm10258",0,0,0,0
"Gm38362",0,0,0,0
"Gm37024",0,0,0,0
"Gm37652",0.1652,0.0655,0,0.213
"Gm38258",0.2564,0,0.5236,0
"Gm38153",0.7333,0,0.2496,0
"1600017P15Rik",0.1893,0.1501,0.5156,0.3255
"Actrt3",0,0.2798,0.5407,0.6827
"Mynn",24.6903,23.1835,25.3058,28.3907
"Lrrc34",72.0254,74.9456,89.3337,105.9569
"Lrriq4",5.3886,7.1528,9.3833,10.9327
"Lrrc31",4.0684,4.6393,6.1352,4.9762
"Gm15462",2.0405,1.7973,2.032,2.3709
"Samd7",0.0433,0.1372,0.2062,0
"4933429H19Rik",0.8697,0.8273,1.184,0.1495
"Sec62",56.7842,56.5774,56.7453,61.8217
"Gm38080",0,0,0.4396,0.555
"Gpr160",4.9131,4.3167,5.546,7.0028
"Phc3",5.5131,5.4925,5.3428,6.5165
"9530022L04Rik",1.1165,2.2128,2.2801,3.3588
"Gm2979",0,0,0,0
"Prkci",146.3439,150.1207,151.4403,200.1181
"Mir7008",0,4.3554,1.8699,0
"Skil",99.7421,108.9603,84.5186,106.3061
"Cldn11",0.0925,0.1467,0.063,0.0795
"Slc7a14",0.088,0.0558,0.0959,0.0151
"Gm15496",0,0,0,0
"Gm38025",0,0,0,0
"Gm6558",0,0,0,0
"Kcnmb2",0,0,0.0377,0
"Gm37834",0,0,0,0
"Gm37770",0,0,0,0.1927
"Zmat3",55.7402,54.026,49.532,56.6247
"Gm36990",0.1226,0,0.0834,0.316
"Pik3ca",22.4326,23.5501,24.1751,29.2816
"Gm37123",3.8425,5.858,5.533,7.1135
"Kcnmb3",0,0.48,0,0.2602
"Zfp639",30.9458,33.1773,31.0054,36.4332
"Gm37592",10.2074,9.1953,7.264,13.1601
"Mfn1",37.2789,37.4738,41.8497,44.4494
"Gnb4",1.9226,1.9673,2.7752,2.5667
"Gm37640",0,0,0.3927,1.4875
"Actl6a",133.8272,136.0296,138.8722,138.3371
"Gm37353",9.3996,7.0131,13.1729,10.4552
"Mrpl47",27.4926,27.3209,28.7111,30.901
"Ndufb5",32.6376,33.8935,35.8953,32.0428
"Usp13",4.2588,4.1344,4.4957,4.0911
"Gm15574",2.5639,5.42,4.3631,4.0401
"Gm37459",0.0514,0.0408,0,0.0442
"Pex5l",0.0783,0.0931,0.0533,0.0504
"Gm23214",0,0,0,0
"4930419G24Rik",0,0,0,0
"Gm37443",0,0,0,0
"Gm19445",0,0,0,0.061
"Gm37128",0,0,0,0
"Gm27974",0,0,0,0
"Gm37031",0,0,0,0
"Gm24780",0,0,0,0
"Gm37398",0,0,0,0
"Gm5845",0.4348,0.3447,0.444,0.3737
"Gm42694",0,0,0,0
"Gm43666",0,0,0,0
"Gm18611",0,0,0,0
"Ttc14",34.8758,36.4678,30.7645,39.1005
"Ccdc39",1.5579,1.9539,2.0259,1.8586
"Gm43140",1.1386,2.7078,2.3251,2.2834
"4930431L21Rik",0,0,0,0
"4930502C17Rik",0,0,0,0
"Gm23175",0,0,0,0
"Gm9791",0.7743,0,1.0542,0.3328
"Gm43077",0.7049,1.3971,0.7198,0.6059
"Fxr1",249.756,246.586,248.4245,298.0649
"Gm43667",6.3219,4.3852,3.7654,6.6563
"Dnajc19",17.8778,18.6356,16.9962,20.2789
"Gm43668",10.0105,9.8363,9.4384,11.1102
"Sox2ot",1.2389,1.6567,1.6156,1.36
"Gm5708",0,0.1548,0.133,0.1679
"Gm38505",0,0,0,0
"Gm34599",0,0,0,0
"Gm20515",0,0.0284,0.0488,0
"Gm29135",0,0,0,0
"Gm27403",0,0,0,0
"Gm42695",0,0,0,0
"Gm42205",0,0,0,0
"AC137708.1",0,0,0,0
"Mir1897",0,0,0,0
"Gm42692",0.3665,0.3874,0.5406,0.315
"Sox2",751.6477,726.4578,724.5168,745.8407
"Gm27611",1.6024,1.2703,2.1815,1.3773
"Gm42693",4.3883,3.0439,3.5472,3.536
"Gm43206",1.5181,1.2035,0,0
"Gm3143",0.5408,0.2858,0.4908,0.3099
"Gm38509",6.6215,5.0106,6.0438,4.6565
"Gm21388",0,0,0,0
"Mir6378",0,0,0,0
"1700017M07Rik",0,0,0,0
"Gm25442",0,0,0,0
"Gm43078",1.0301,0,0,0
"Gm7733",1.5065,0.2986,0.1282,0.3237
"Ube2l3-ps1",0,0,0,0
"Gm6639",1.7588,1.9131,0.9467,1.8985
"Gm25696",0,1.3066,2.2439,0
"Atp11b",102.3362,100.3393,91.4723,137.2554
"Gm43203",6.203,5.9008,4.8557,3.9986
"Gm7741",0.8749,1.5259,1.4294,1.2032
"Dcun1d1",10.2614,10.0961,8.7213,11.886
"Gm15952",0.9051,1.1481,0.7394,0.778
"8430422M14Rik",3.1581,2.0028,1.8631,1.0858
"Mccc1",9.4179,9.7585,8.5836,9.3443
"Gm43080",4.1252,3.2702,3.9669,4.1085
"B230207O21Rik",0,0,0,0
"Mccc1os",0.3488,0.4424,0.19,0.3198
"Ccdc144b",0.0256,0,0,0
"Acad9",18.8019,18.0704,20.6789,20.8452
"Gm43079",0,0,0,0
"Gm43205",0.4397,0.2789,0.6585,0.4535
"Zfp267",24.0506,23.3634,25.2238,29.6622
"Qrfpr",0,0,0,0
"Gm43255",0,0,0,0
"Gm18893",0,0,0,0
"Gm42208",0,0,0,0
"Gm17835",0,0,0,0
"Gm17887",0,0,0,0
"Anxa5",19.2833,25.5551,15.1149,17.4949
"Mir7009",0,0,0,0
"1810062G17Rik",0,0,0.1293,0
"Gm11548",0,0,0,0
"Gm11549",0.0289,0,0.0393,0.0248
"Gm11550",0,0,0,0.6384
"Exosc9",38.3317,36.6513,37.8502,40.5592
"Ccna2",250.3322,248.6169,242.3583,302.4521
"Bbs7",5.4905,5.9307,5.0924,5.4366
"Trpc3",0.0958,0.1013,0.087,0.1098
"Gm12377",0,0,0,0
"Gm12376",0,0,0,0
"4932438A13Rik",14.2829,14.1577,12.8938,16.1288
"Gm12531",0,0,0.4838,0.9163
"Adad1",0.7409,0.923,0.6124,0.7278
"Gm12582",0,0,0,0.4268
"Gm12583",6.6953,5.6293,6.0766,9.0679
"Gm12584",0,0,0,0
"Il2",0,0,0,0.2601
"Gm12532",0,0,0,0
"Il21",0,0,0,0
"Gm12534",0,0,0,0
"Gm43822",0,0,0,0
"Gm24169",0,0,0,0
"Cetn4",0.558,0.5104,0.4675,0.5165
"Gm43439",0,0,0,0
"Bbs12",8.17,9.2927,9.3334,10.8692
"Gm12540",0,0.8602,0.3693,1.3989
"Fgf2os",0,0.0952,0.0818,0.2065
"Gm43488",0.0691,0.0548,0.047,0.1188
"Fgf2",1.2504,2.8321,1.3549,2.6319
"Gm42923",0,0.0474,0,0
"Nudt6",2.064,0.8999,1.5454,0.5322
"Spata5",80.3202,80.439,75.2827,89.9304
"Gm43484",2.0016,2.3456,2.172,2.3437
"Gm12564",0,2.9918,2.5689,2.317
"Gm12565",0.2667,0.2114,0.363,0.4584
"4930594O21Rik",0,0,0,0
"Gm42922",0.2498,0.066,0.4535,0.0716
"Spry1",16.3772,19.4981,14.5531,21.7544
"Gm43820",1.0862,0.9431,0.7746,0.8002
"Gm43414",1.8457,2.539,0.8869,1.3531
"Gm5148",0.8873,0.7386,0.3322,0.4194
"Rps23-ps1",0,0,0,0
"Rpl31-ps15",0.923,1.4634,0.9424,2.38
"Gm42921",0,0.2095,0.1799,0.2271
"Gm26404",0,0,1.0808,0
"Gm42752",0.7824,0.8683,0.213,0.4035
"Gm42753",0,0,0.0929,0.1173
"Gm20755",0,0,0,0
"Gm7799",0,0.2882,0,0.3125
"Gm42751",0,0,0,0
"Gm22899",0,0,0,0
"Gm43821",0,0,0,0
"Rpl21-ps10",1.4422,3.4299,2.9451,2.789
"5430434I15Rik",0.1377,0,0,0
"Gm2965",0,0.8,0.6869,0.4337
"Gm25574",0,0,0.4731,0
"Gm42920",0,0,0,0
"3830422I06Rik",0,0,0,0
"Gm36823",0,0,0,0
"Gm7815",0,0,0,0
"Ankrd50",12.2713,12.6045,13.4593,13.5258
"Gm24462",0,0,0,0
"Gm7824",0,0,0,0
"Gm43538",0,0,0,0
"C230034O21Rik",0,0.0484,0.0415,0
"Fat4",0.1311,0.1918,0.0549,0.104
"Gm43539",0,0,0,0
"Gm43308",0,0,0,0
"Gm43008",0,0.4797,0,0
"Gm9845",0,0,0.197,0
"Gm42781",0,0,0,0
"Gm23796",0,0,0,0
"Gm23831",0,0,0,0
"Gm42786",0,0,0,0
"Gm42785",0,0,0,0
"1700017G19Rik",0,0,0,0
"Gm23810",0,0,0,0
"Intu",9.2496,9.8075,8.2469,9.7123
"Gm16114",0.5769,0.4573,0,0.9917
"Slc25a31",2.5211,2.7078,1.9929,3.0057
"Hspa4l",3.2804,3.1731,3.0114,3.6214
"Plk4",49.2048,53.4168,50.799,66.2263
"Mfsd8",2.7943,2.7544,2.7155,3.334
"Gm2011",0.3418,0.3312,0.4136,0.3917
"Abhd18",2.0116,2.1345,2.6649,3.325
"Gm10731",0,0,0,0
"Gm44136",0.313,0.124,0,0.4035
"Gm44524",0,0,0.8694,0
"6430590A07Rik",1.1957,1.7734,1.444,1.5912
"1700034I23Rik",0,0.1753,0.4014,0.5702
"Larp1b",10.2476,8.6047,9.1936,11.2416
"Gm22043",0,0.8683,0,0
"Gm42436",0.1893,0.1126,0.0322,0.3255
"Gm42437",0.375,0,0,0
"Pgrmc2",56.7978,58.9488,54.5413,59.3251
"Gm40038",0,0,0,0
"Gm16508",0,0,0,0
"1700052H01Rik",0,0.1338,0.2299,0
"Gm25487",1.3845,0,2.8273,0
"Gm40040",46.6307,46.4937,59.8834,60.7391
"Platr4",31.9281,33.4791,31.608,36.1821
"Gm6069",17.1941,27.8538,26.7157,25.0592
"2400006E01Rik",21.9793,24.9587,23.1833,25.3588
"Jade1",236.789,226.6975,203.1596,238.9754
"Gm31266",16.8841,17.3585,14.1867,17.4598
"Sclt1",8.62,9.2804,8.4045,10.6909
"Gm38047",0.7637,0.1211,0.3119,0.7877
"D3Ertd751e",6.1032,5.3811,5.7351,6.5508
"Gm37268",0.0662,0.0525,0.0901,0
"Gm7899",0.0912,0,0.1242,0.1568
"Gm37348",0,0,0,0
"Gm37846",0,0,0,0
"Gm38274",0,0,0,0
"Gm37533",0,0,0,0
"Gm38044",0,0,0,0
"Gm9723",0,0,0,0
"Gm18865",0,0,0,0
"Gm36976",0,0,0,0
"Gm29739",0.3272,0.778,0.2227,0.5624
"Gm25714",0,0,0,0
"Gm32175",0,0,0,0
"Gm37746",0,0,0,0
"Gm37365",0,0,0,0
"Gm38128",0.0532,0.0422,0.0362,0
"Gm37597",0,0,0,0
"Gm24997",0,0,0,0
"Gm27989",0,0,0,0
"Gm38124",0.0671,0.0532,0,0
"5930409G06Rik",0.1121,0,0,0
"2610316D01Rik",0.1431,0,0,0.2461
"Gm36996",0,0,0,0
"Pcdh10",0.0218,0.0518,0.0074,0.0094
"1700027H10Rik",0,0,0,0
"Gm2136",0,0,0,0
"Gm37345",0,0,0,0
"Gm37835",0,0,0.3263,0
"Gm38166",0,0,0,0
"Gm32340",0,0,0,0
"Gm25796",0,0,0,0
"Gm23337",0,0,0,0
"Gm26081",0,0,0,0
"Gm18843",0,0,0,0
"Pabpc4l",1.7916,1.9435,1.84,2.0802
"Gm37445",0,0,0,0
"Mir6379",0,0,0,0
"Gm10356",0,0.1091,0,0.1182
"Gm5274",0,0,0,0
"Gm23891",0,0,0,0
"Rpl23a-ps5",0.7428,0,0.2528,0
"Gm10730",0,0,0,0
"Gm2229",0,0,0,0
"Gm7977",0,0,0,0.1989
"Gm37295",0,0,0,0
"1700018B24Rik",0.5837,0,0.3973,0.7525
"Gm37190",0,0,0,0
"Gm23511",0,0,0,0
"Gm31415",0.5031,0.3988,0.3425,0
"Gm37819",0.1625,0.1288,0.5531,0
"Gm37684",0,0,0,0
"Gm20557",0,0,0,0
"Gm5846",0.3672,0.5822,0.8331,0.6312
"Gm22480",0,0,0,0
"Gm37424",0,0.2446,0.21,0
"Gm38261",0.5477,0,0,0
"Gm38088",0,0,0,0
"Gm2328",0,0,0,0
"Gm29741",0,0,0,0
"Gm23096",0,0,0,0
"Pcdh18",0.4515,0.4346,0.2195,0.2218
"Gm37550",0,0,0,0
"Slc7a11",0.4972,0.6898,0.9646,0.8654
"Gm37854",0,0.0938,0,0
"Gm37826",0,0,0,0
"Gm37692",0,0,0,0
"Gm2345",0,0,0,0
"Gm37498",0.0432,0,0,0.0372
"Gm6209",0,0,0,0
"5830415G21Rik",0,0,0,0
"Gm38237",0,0,0,0
"Gm37199",0,0,0,0
"Gm37461",0,0,0,0
"Gm24503",0,0,0,0
"Gm37548",0,0,0,0
"Gm37843",0,0,0,0
"Gm37209",0,0,0,0
"Gm29230",0,0,0,0
"Gm38246",0,0,0,0
"Noct",39.1168,37.137,38.7741,50.1458
"Gm38357",10.5355,9.1871,9.2751,11.2286
"Elf2",18.1876,17.976,18.0345,21.4809
"4930577N17Rik",0.5325,1.0131,1.1599,1.3731
"Gm24282",0,0,1.7849,2.2538
"Gm37399",1.248,1.3192,0.5664,1.0727
"Gm37203",0,0,0,0
"Gm5103",0,0,0,0
"Mgarp",12.1403,13.2748,15.6159,17.5591
"Gm9442",3.2551,1.2902,1.8464,3.7304
"Ndufc1",63.5527,60.384,66.8209,62.5839
"Naa15",95.1299,99.7456,92.0695,112.1184
"Gm37646",3.1182,4.944,5.3065,8.0405
"Gm38160",0.3463,0.6039,0.7071,0.7143
"Rab33b",6.8481,6.9799,8.6571,8.5348
"Gm37968",1.0272,1.1144,0.9201,0.4647
"Setd7",10.4993,11.6221,8.6067,8.7216
"Gm38200",0.4919,0.4549,0.279,0.4932
"5031434O11Rik",0.7422,0.3677,0.2842,0.5582
"Gm38334",0,0,0,0
"5430433H01Rik",0,0,0,0.2744
"Gm38247",0.3997,0.6337,0.5441,0.3435
"Mgst2",0.1869,0.037,0.0318,0.1607
"Gm37261",0.3144,0,0,0.1351
"Maml3",0.3136,0.3533,0.2472,0.0851
"Gm10729",0,0,0,0
"Gm37342",0.0349,0.0276,0,0
"Gm37229",0,0,0.1609,0
"3110080O07Rik",0,0,0,0
"Gm38000",0,0,0.097,0
"Gm37675",0.0608,0,0,0.0522
"Gm38252",0,0,0,0.0569
"Gm10728",0,0,0,0
"Gm20089",0,0,0,0
"Gm38055",0,0.0619,0,0
"Gm37526",0,0.2216,0,0
"Gm37465",0,0.1251,0,0.0904
"C130089K02Rik",0.0746,0.1183,0.0169,0.0214
"5430420F09Rik",0.1924,0,0,0
"Gm37202",0,0,0,0
"Gm30074",0,0,0,0
"Gm38132",0,0,0,0
"Gm37170",0,0.0709,0,0
"Olfr1398-ps1",0,0.1477,0,0
"Foxo1",19.2935,18.4932,17.5516,22.7973
"Gm20402",0,0.1997,0,0
"Gm38034",0.6692,1.5914,0.7971,1.0065
"Gm38098",0.7181,0,0,0
"Gm30173",0,0,0,0
"Gm10293",1.8999,2.3277,1.1757,5.0474
"Gm22798",0,0,0,0
"Gm2447",0,0.1333,0,0
"Gm30292",0,0,0,0
"Gm20750",0.0492,0.0781,0,0.0423
"Gm37007",0,0,0,0
"Cog6",24.02,25.3244,20.5568,29.5577
"Gm42901",0,0,0.0372,0.0469
"Lhfp",0.4743,1.1012,1.0609,0.8736
"Gm42898",0.2816,0.2232,0.115,0.0484
"Gm42899",0.1947,0.1543,0.1767,0.2231
"C130075A20Rik",0.7045,0.6899,0.6206,0.748
"Gm43804",24.2895,26.4762,22.2173,27.7273
"Gm43803",43.3786,44.239,28.605,30.2935
"Gm43805",38.0149,31.6347,24.3041,27.2586
"Gm43472",0,0,0,0
"Gm43471",0.3706,0,0.5045,0.637
"Nhlrc3",6.983,7.3708,6.6416,6.6761
"Gm16206",3.169,3.0705,2.6365,2.3455
"Proser1",38.5244,40.9744,37.341,44.0115
"Stoml3",0.161,0.0638,0.1096,0.0692
"6430500D05Rik",0,0,0,0.1265
"Gm23675",0,0,0,0
"Frem2",5.549,6.3655,3.6972,4.5786
"Gm6073",0,0,0,0
"Gm6204",1.8935,1.8012,1.0311,0.651
"Gm30735",0.2384,0,0.1623,0.2049
"Gm10727",0,0,0,0
"C820005J03Rik",0,0,0,0
"Gm24851",0,0,0,0
"Gm10985",0,0,0,0
"Ufm1",18.8225,20.4019,18.843,20.2726
"Gm31026",0,0,0,0
"Gm8109",0,0,0,0.5982
"Gm18018",0,0,0,0
"Trpc4",0,0.0342,0.0147,0
"Postn",0.1392,0.8356,0.2708,0.3761
"Gm5641",0.2326,0,0,0.1
"B020017C02Rik",0.1025,0.0813,0.1396,0.1762
"Supt20",78.6873,79.0851,69.7872,85.1994
"Gm21958",0,0,0,0
"Exosc8",61.0292,62.1539,55.3266,69.3451
"Alg5",14.9016,12.218,13.0822,15.1622
"Smad9",0.0967,0.2811,0.2195,0.194
"Rfxap",10.0348,12.1162,11.2969,13.6674
"Gm10254",0.3992,1.4242,2.5816,3.4313
"Sertm1",0.323,0.3841,0.2199,0.2776
"Ccna1",0.2829,0.3738,0.4494,0.8106
"4931419H13Rik",0,0,0,0
"Gm43555",0.5583,0.4426,0.38,0
"Spg20",11.7808,11.2141,12.3584,12.9523
"Ccdc169",0.1038,0.0823,0.0707,0.0892
"Gm22029",0,0,0,0
"Sohlh2",10.1758,7.9508,11.4614,10.1934
"Dclk1",0.2376,0.583,0.2079,0.2431
"Gm25132",0,0,0,0
"Gm19817",0,0,0,0
"Gm42609",0.0439,0,0,0.0377
"Gm21954",0,0,0,0
"Gm42607",0,0,0,0
"Gm42608",0.0858,0.068,0.0584,0
"Gm25404",0,0,0,0
"Gm43548",0,0.0583,0,0
"Gm43549",0.1301,0.2062,0.0443,0.1118
"Nbea",3.3828,2.9179,2.9826,3.4577
"Mab21l1",0.2083,0.3303,0.1418,0.1194
"4933417G07Rik",0,0.1059,0.1818,0.2296
"Gm43376",0.1518,0.2006,0.2067,0.261
"Gm22784",1.3111,0,0,0
"Gm42840",0.3075,0.2438,0.2617,0.3304
"Gm42842",0.4609,0.9134,0.3137,0.4952
"Gm42841",0.5375,0.142,0.3658,0.6159
"Gm42843",0.67,0.7968,0.9448,0.6582
"Gm25727",0,0,0,0
"Gm2622",0,0,0,0
"Gm22269",0,0,0,0
"Gm8177",0.2591,0.3081,0.3527,0.2227
"Gm43424",0,0,0,0
"Gm18660",0,0,0,0
"Tm4sf1",0.7899,2.0433,0.6225,1.2506
"Gm5276",0.4959,1.0483,0.1125,0.4262
"Tm4sf4",0,0,0,0
"Wwtr1",14.0145,13.751,17.5017,24.06
"Gm16016",0.6293,0.7483,0.6426,0.5409
"Gm26671",0,0,0.1464,0.0924
"Mir6377",0,0,0,0
"Gm43437",0.3938,0.2775,0.3872,0.4137
"Commd2",16.0417,15.948,19.4205,16.0785
"BB187690",0,0,0,0
"Ankub1",0,0.0649,0,0.0352
"Gm43098",0,0,0,0
"Gm6394",6.1678,10.0667,11.6075,14.6566
"Rnf13",7.4103,7.5451,8.7009,11.0905
"Gm9645",0.6555,1.2126,1.1899,1.5025
"Gm17951",0.3489,0.2766,0.95,0.5998
"Pfn2",7.3311,7.284,6.9864,8.2335
"Gm24531",0,0,0,0
"Gm42511",0,0,0,0
"Gm40055",0,0,0,0
"Gm18867",0,0.1164,0.2998,0
"Gm42513",0,0.0647,0.0556,0
"Gm5537",0,0,0,0
"4921539H07Rik",0,0,0,0
"1700007F19Rik",0,0,0,0
"Gm26166",0,0,0,0
"Gm43730",0,0,0,0
"Gm20128",0,0,0,0
"Tsc22d2",14.2372,14.7273,14.8459,18.0578
"Serp1",72.8506,75.5151,73.2216,89.2621
"Eif2a",121.0136,123.2016,116.186,143.5214
"6720482G16Rik",4.646,4.4887,5.4356,5.2411
"Selenot",133.9269,134.2798,122.6376,143.0776
"Erich6",0,0.0625,0.0537,0
"Gm8234",0.1563,0,0,0
"AU022133",0,0,0.1349,0
"Siah2",6.4632,6.2216,9.506,10.8623
"4930593A02Rik",0,0,0,0
"A930028O11Rik",0,0,0,0
"Mindy4b-ps",0,0,0,0
"Clrn1",0.0449,0,0,0
"Gm22491",0,0,0,0
"Gm25572",0,0,0,0
"Rpl13-ps6",0.8163,0,0.5557,0.2339
"Gm27793",0,0,0,0
"Gm43570",0.1408,0.1488,0.0958,0.0403
"Med12l",1.478,1.5802,0.9784,1.4335
"Gpr171",0.2333,0.2466,0.0529,0.2674
"P2ry14",0.1252,0.2109,0.0746,0.0942
"Gpr87",0,0,0,0.1901
"P2ry13",0,0.1628,0,0
"P2ry12",0,0.1078,0.0463,0
"Gm43589",0,0,0.0773,0.0977
"Igsf10",1.8926,2.1627,3.2265,2.3888
"Gm38186",0,0,0.2624,0
"Gm37715",0,0,0,0
"Gm8276",10.888,9.54,7.6715,12.8062
"Gm38288",0,0,0,0
"Gm37771",0,0,0,0
"Gm4856",0,0.2515,0.108,0
"Gm5709",0.1486,0.2355,0.1011,0.6384
"Gm37926",0,0.0566,0,0.1227
"Aadacl2fm2",0,0,0,0
"Gm38208",0,0,0,0
"Gm37579",0,0,0,0
"Gm5539",0,0,0,0.154
"4930449A18Rik",0,0.0461,0,0.0999
"Gm2756",0,0,0,0
"Aadacl2fm3",0.1435,0.3413,0.293,0.2467
"Aadacl2fm1",0,0,0,0
"Gm9696",0,0,0,0
"Aadacl2",0,0,0,0
"Gm18427",0,0,0,0
"Aadac",0.2306,0.5484,0.5494,0.5946
"Sucnr1",0,0,0,0
"Gm24382",0,0,0,0
"Tgif1-ps",0,0,0,0
"Mbnl1",6.6758,6.8902,8.0814,8.7817
"Gm37589",1.1266,1.1679,1.4453,0.7449
"Gm37488",1.1797,1.5452,1.222,1.5871
"Gm38280",0,0,0,0
"Gm33707",0.6083,0.2411,1.2422,0.5228
"Gm38326",0,0,0,0
"Gm36985",0,0,0.3108,0
"Gm8325",0,0,0,0
"Gm37035",0,0,0,0
"P2ry1",0.2823,0.5755,0.4118,0.5893
"Gm37719",0,0,0,0
"Gm19901",0,0,0,0
"Gm37696",0.7235,0.4916,0.3869,0.4442
"Rap2b",11.6428,11.7947,8.2894,8.4962
"B430305J03Rik",0,0,0,0
"Gm8349",0.6902,1.0943,1.0571,1.0381
"Gm9700",0,0,0,0
"Gm37404",0,0,0,0
"9330121J05Rik",0.115,0,0,0
"Arhgef26",2.0016,1.8851,2.201,2.4409
"Dhx36",65.9592,67.7983,64.5572,80.1179
"Gpr149",0,0.224,0.0549,0.0694
"Gm18382",0.2974,0,0,0.2556
"Gm9701",0.4053,0.3213,1.9312,0
"Gm22433",0,0,0,0
"Gm8388",0.2289,0.1815,0.1558,0
"Mme",12.9699,13.408,9.6349,11.3798
"Gm34240",0,0,0,0
"Strit1",0,0,0,0
"Gm37279",0,0,0,0
"Gm24946",0,0,0,0
"Plch1",6.3518,6.1791,6.5742,8.1806
"Gm23500",0,0,0,0
"Gm16162",0,0,1.1899,0
"Gm16129",1.4244,1.4115,0.7272,0.6121
"Gm34379",0.5968,0,0,0
"E130311K13Rik",2.6703,4.2337,4.1266,5.2726
"Slc33a1",13.9016,13.6885,14.5428,17.1891
"Gm26850",0.1078,0.2136,0.2935,0.2779
"Gmps",107.4247,112.9719,107.2222,125.5142
