"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Slc40a1",758.568946444129,2.24976486075515,0.191843033111824,11.7271126517467,9.25624857128991e-32,1.26995730398098e-27
"Cxxc5",1243.49204586262,-1.89092168970443,0.197969998221324,-9.5515568353465,1.27761708453014e-21,8.76445319987675e-18
"Efnb2",2280.52190184405,1.05939302080309,0.113190925026376,9.35934590653999,8.02318311160154e-21,3.66926907637244e-17
"Zmiz1",2831.43464620342,-0.863201070655919,0.100823733790708,-8.56148684641822,1.11421132248475e-17,3.82174483612271e-14
"Fndc3c1",2201.09946904312,1.28737013976507,0.152607431581033,8.43582862530183,3.28864382736133e-17,9.02403866227949e-14
"Ppp2r5a",2433.30777302506,-0.690344481071944,0.0838662109091622,-8.23149720952191,1.84887831544715e-16,4.22776841465582e-13
"Gja1",11076.3650232303,0.626190916061812,0.0805494863024156,7.77399018673857,7.60516335443235e-15,1.49061201746874e-11
"Cyr61",893.737658775152,1.3367386440906,0.172415811641503,7.75299336739502,8.97513079253581e-15,1.53923493091989e-11
"Amotl2",1959.54310408365,0.860579461704897,0.111657103407659,7.70734181203796,1.28465390080821e-14,1.95838350212096e-11
"Kif1a",4601.17423317262,1.1986830793025,0.163199266149221,7.34490483680536,2.05905545513638e-13,2.82502408444711e-10
"Hip1",3185.73823657353,0.944094344712676,0.130341332332784,7.24324608177426,4.3807100687066e-13,5.46394019478678e-10
"Rbm47",1871.54746520208,0.851255490455036,0.121359064616094,7.01435441306249,2.31013132651615e-12,2.64125014998347e-09
"Fgfr2",1030.22018193764,1.5362646205369,0.221978326439102,6.92078657038782,4.49142744142727e-12,4.74018342279862e-09
"Prag1",1459.95237310056,0.862841804655392,0.12600771480007,6.84753156601897,7.51351171437268e-12,7.36324148008523e-09
"A2m",179.682424392085,-2.18776611252815,0.320958199120075,-6.81635838724805,9.33771823952778e-12,8.54089961642141e-09
"Zfp608",1938.62685973896,1.42806669386871,0.21324197565873,6.69693051500407,2.12842760875248e-11,1.82512667450525e-08
"AI661453",439.459216881669,1.16604001711214,0.175466438398827,6.64537348425452,3.02449157871154e-11,2.44094261528955e-08
"Malat1",165786.014115801,0.481382155097106,0.0740601292347393,6.49988273138612,8.03826465863878e-11,6.126943950918e-08
"Notch3",3819.16633216732,0.681799610039856,0.107144428233881,6.3633697176636,1.9737481671537e-10,1.42525393964994e-07
"Phf21a",2377.07844619886,-0.657198494059337,0.103778321243814,-6.33271463811151,2.40884838173104e-10,1.65246998986749e-07
"Arl4c",1908.3803755822,1.07360445112668,0.171029603194073,6.27730188854161,3.44498791761884e-10,2.25072543951098e-07
"Cldn6",2133.85773984206,1.07627644521087,0.172663799668223,6.23336476597271,4.56521470363092e-10,2.84703389699165e-07
"Klhl13",3859.64039407687,1.03591855415333,0.166936914036699,6.20544928682215,5.45408576432322e-10,3.25348072550063e-07
"Plekhg1",1146.13203641937,0.852134161880416,0.137603822555869,6.19266344533735,5.91559543913357e-10,3.38174872603802e-07
"Psd2",136.338855530961,2.46495565735022,0.399941377120121,6.16329241825328,7.12477596977968e-10,3.91007705221509e-07
"Lad1",728.172329770379,0.860726683076632,0.14030654352663,6.13461540311742,8.53654572759872e-10,4.50466951471748e-07
"Erf",2558.56216762503,-0.535558429828194,0.0890423679229988,-6.01464721031823,1.80278875937706e-09,9.16083769579752e-07
"Nrk",723.240910104134,1.06982821772726,0.178207749030245,6.00326429994746,1.93389428269935e-09,9.4760819852268e-07
"Wnt7b",222.318692547786,1.92050208371216,0.321371908522718,5.97594883927571,2.28754787610553e-09,1.08224678828165e-06
"Ntn1",1058.16849753363,-1.11887188849115,0.1935741060383,-5.78007002790843,7.46695382168339e-09,3.41488688111654e-06
"Eif4g3",4789.05687846974,0.850447970990156,0.147725315452261,5.75695484816878,8.56448063405066e-09,3.79047336448952e-06
"Nid1",1964.76143295216,-1.09387619356228,0.190591667596361,-5.73937049482619,9.50291197880377e-09,4.07437351091212e-06
"Slc7a1",1986.96136804458,-0.560375443992712,0.0978029421496683,-5.72963789918678,1.00645242805188e-08,4.18440221602176e-06
"Slc5a5",244.643819300042,1.23787125329781,0.216453782541189,5.71887096989056,1.07234183920862e-08,4.32721471586537e-06
"Eif2s3y",358.291058577145,-1.98638816215005,0.35104706335445,-5.65846682541368,1.52731230506456e-08,5.98706423585307e-06
"Patj",1603.72377314813,0.81699017465257,0.144935085901807,5.63693856162668,1.73099833949602e-08,6.59702700496817e-06
"Rap2b",1187.3394645224,0.631101474973306,0.112639700730851,5.60283337827133,2.10875918050393e-08,7.81950701527402e-06
"Mdk",4807.0528708531,-0.531563240517843,0.0954829009918289,-5.56710400497082,2.59007815634095e-08,9.35154534342049e-06
"Esrp1",3028.48444639205,0.718295830352142,0.129969119163038,5.52666537234193,3.26374615002738e-08,1.14816915841989e-05
"Fhl1",1392.72309477683,0.964882052860985,0.175414752406017,5.50057529156759,3.78554057292639e-08,1.29844041651375e-05
"Ric8b",1116.33458177144,-0.552575681104325,0.101489935014765,-5.44463528352772,5.1911638311711e-08,1.73714067716262e-05
"Prss8",484.212599354803,0.977296309425582,0.180128624351561,5.42554695536991,5.77773379860655e-08,1.88739304087814e-05
"Adgrl2",3949.66381681393,0.669264973402686,0.123815170113875,5.40535519829398,6.46800862881098e-08,2.06374600900667e-05
"Ctgf",993.899640762491,1.24367822092321,0.231360721165756,5.37549422674988,7.63728992313899e-08,2.38144585785152e-05
"AU015836",989.753798142601,1.17173024964755,0.219849836840345,5.3296844177258,9.83835728924421e-08,2.99960582240957e-05
"Morf4l2",11141.0759694084,0.370159260121758,0.0697662965035898,5.30570316431676,1.12239478464835e-07,3.34766444464683e-05
"Car4",1448.27854062852,1.18358155922564,0.223440625429327,5.2970741419626,1.17672925166723e-07,3.43504794316477e-05
"Dysf",464.598459093415,0.825395127087439,0.155942782578424,5.29293573860877,1.20368226176772e-07,3.44052513155273e-05
"Ptpn14",1603.08236012654,0.708271567479864,0.134092714479844,5.2819541332078,1.27813201241615e-07,3.57876963476521e-05
"Dusp4",2066.28483087639,0.919057884020166,0.174142698872676,5.27761364656542,1.30877037506873e-07,3.59126590918859e-05
"Slc9a3r1",2919.13308123682,0.455022133042806,0.0867436797444566,5.24559408112825,1.55779541046703e-07,4.1907751042368e-05
"Rcn1",2475.82116193317,-0.629027908766594,0.120440140605781,-5.2227430622611,1.76291925463346e-07,4.65139464876367e-05
"Sfn",1515.1191324926,0.781090041834577,0.152672071283022,5.11612919946962,3.11869477361816e-07,8.07330043283797e-05
"Plxdc2",911.717756299123,1.13503008120043,0.222944923368769,5.09107838855339,3.56032787991229e-07,9.04587009488825e-05
"Firre",3965.17371261212,0.424690462079499,0.0838020698677833,5.06778010077251,4.02481985593758e-07,0.000100400960769934
"Bcorl1",806.284408505384,-1.06063566733243,0.2106006664494,-5.03624079265324,4.74763268299753e-07,0.000114276351597765
"Ly75",1073.50402304969,-0.614914773326135,0.122055383785285,-5.03799795024092,4.70426479977418e-07,0.000114276351597765
"Cldn7",772.799008802667,0.822915197157787,0.164227022595033,5.01083916735807,5.41931935696115e-07,0.000126022138266961
"Sdc4",1865.55860974952,0.62957792351334,0.125638498950584,5.01102710373006,5.41402878125504e-07,0.000126022138266961
"Ptprj",824.250213338547,-0.720906045431463,0.144060454161124,-5.00419111982784,5.60970807817449e-07,0.000128275324720923
"Capg",746.205699291739,0.683529473380372,0.136938944634818,4.99149073481744,5.99150574025926e-07,0.000134759768453044
"Sel1l3",224.349647535686,1.82991524254651,0.367486933373014,4.97953825391955,6.37361545189348e-07,0.000141041941935449
"Cnn2",2229.55527059333,0.673013862816298,0.136262549295831,4.93909637163149,7.84854192024671e-07,0.000170923801818706
"Plekhg5",959.837850845449,0.739311671859466,0.150252029453975,4.92047711133202,8.63334965369179e-07,0.000185077433201018
"Ddr1",1385.7079720011,0.638510051792232,0.129942342921112,4.91379512973589,8.93300956231379e-07,0.000188555217222993
"Tpm1",5774.49167219885,0.744994480321572,0.152662848216048,4.87999856564485,1.06086612150258e-06,0.000220531563439627
"Peak1",1782.6734990804,-0.514573410349989,0.105606359865199,-4.87256080984912,1.10160932639865e-06,0.000225583282958051
