,MD-R-EB-1,MD-R-EB-2,MD-R-EB-3,MD-R-EB-4,MD-R-EB-5,MD-R-EB-6,MD-R-EB-7,MD-R-EB-8,MD-R-EB-9,MD-R-EB-10,MD-R-EB-11,MD-R-EB-12
Cpa6,20,0,0,2,1,0,3,0,1,7,13,0
Gm38005,1,0,0,0,0,0,0,0,0,2,1,0
Gm15604,4,1,2,3,5,4,4,4,4,3,4,4
Gm25253,0,0,0,0,0,0,0,0,0,0,0,0
Gm15603,0,0,0,0,0,0,0,1,0,0,2,1
Gm37133,0,0,0,1,0,2,1,2,1,1,0,2
Gm5522,1,3,2,0,4,2,1,0,0,1,1,2
Gm28659,1,0,0,1,0,0,3,2,0,2,1,2
Gm22963,0,0,0,0,0,0,0,0,0,0,0,0
Prex2,202,1328,1010,687,1302,407,430,452,457,336,498,913
Gm24173,0,0,1,1,4,0,0,0,0,2,1,1
Gm28686,2,10,1,1,8,1,2,3,2,1,6,9
Gm37410,0,1,5,0,0,0,0,2,2,0,0,1
A830018L16Rik,69,577,430,338,726,153,193,171,149,98,240,381
Gm38178,3,94,85,66,103,21,18,12,18,8,26,45
Gm29273,0,2,2,0,2,1,2,0,0,0,1,0
Gm38069,0,5,6,5,11,3,0,2,1,0,2,3
Gm7560,0,3,0,0,1,0,0,0,0,2,0,1
Gm22633,0,0,0,0,0,0,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0,0,0,0,0,0
Gm2383,4,4,3,1,7,2,3,5,5,10,4,5
Gm6216,1,0,0,0,2,1,1,0,1,0,1,1
Gm17644,0,1,0,1,0,1,1,0,1,2,0,1
Gm29663,0,0,0,0,0,0,0,0,0,0,1,0
Sulf1,4032,5037,4481,2741,5663,1238,1778,1412,1321,4520,5671,5289
Slco5a1,600,505,421,181,322,101,142,122,107,854,906,656
Gm37162,0,0,0,0,1,2,1,0,0,0,0,0
Gm5250,0,1,0,1,0,2,2,2,3,1,0,0
Gm29283,1,7,2,1,1,15,16,12,11,1,1,1
Prdm14,49,409,303,107,161,337,419,768,525,98,85,134
Ncoa2,3945,3662,2895,1562,2845,993,1275,1573,1444,3426,3193,2885
Gm38376,60,49,25,18,39,18,13,22,25,46,63,37
Gm37409,17,23,15,7,14,7,6,6,2,20,17,14
Gm27881,1,0,1,1,1,1,0,1,2,4,1,2
Gm38223,1,4,3,0,4,0,3,1,0,3,2,4
Gm37702,30,30,13,10,28,7,16,9,11,16,21,9
Gm23169,0,0,2,2,2,1,2,1,0,0,3,2
Gm38120,64,62,62,21,52,27,12,29,27,56,52,44
Gm38380,48,43,33,13,38,13,20,14,17,40,55,32
Gm29570,1,1,0,2,4,1,1,2,3,3,2,3
Gm7593,13,9,12,6,12,7,10,10,15,19,5,4
Tram1,2814,4826,4038,2543,4885,1759,2435,2799,2740,2671,4020,4018
Lactb2,1096,1885,1593,701,1438,1841,2144,2316,2422,1202,1387,1262
Gm38319,30,51,32,10,26,36,39,42,38,36,38,31
Xkr9,0,0,0,0,1,1,0,1,0,0,0,0
Gm26273,0,0,0,0,0,0,0,0,0,0,0,0
Gm5523,19,30,23,20,31,11,22,26,48,21,36,17
Gm36947,0,0,0,0,0,0,0,0,0,0,1,0
Gm25491,0,0,0,0,0,0,0,0,0,0,0,0
Gm37400,0,1,0,2,0,0,0,0,0,0,0,0
Eya1,335,158,119,99,183,57,71,78,59,228,276,218
Gm22616,0,0,0,0,0,0,0,0,0,2,0,0
Gm37444,0,2,0,0,2,0,0,0,0,0,3,1
Gm9947,2,37,26,8,18,17,9,12,12,5,2,6
Msc,18,254,134,47,78,215,209,253,144,37,13,33
Gm37412,3,4,6,4,4,3,2,2,3,1,0,5
Smt3h2-ps4,0,0,0,0,0,0,0,0,0,0,0,0
Rpl5-ps1,29,35,32,43,43,30,40,69,80,27,31,38
Trpa1,8,172,184,125,259,57,54,75,70,22,47,67
Gm26345,0,0,0,0,0,0,0,0,0,0,0,0
Gm10566,28,45,48,33,39,10,33,39,37,32,53,36
Kcnb2,32,4,3,0,5,0,1,0,0,15,24,6
Gm38116,0,0,0,0,0,0,0,0,0,0,1,0
Gm37138,3,0,0,0,0,0,0,0,0,0,0,0
Gm25227,0,0,0,0,0,0,0,0,0,0,0,0
Gm25168,0,0,0,0,0,0,0,0,0,0,0,0
Gm6060,0,1,0,0,0,0,0,1,0,0,0,0
Gm28669,0,0,0,0,0,0,0,0,0,0,0,0
Terf1,1699,4168,3349,1733,3754,3054,3726,4014,3494,2064,2188,2473
Gm37509,14,35,30,18,17,18,16,20,13,12,9,11
Sbspon,1,2,10,4,3,2,5,4,2,3,2,6
Gm23259,0,0,0,0,0,0,0,0,0,0,0,0
Gm7634,0,0,0,0,0,1,0,1,0,2,0,0
4930444P10Rik,2,3,4,3,8,0,1,1,0,1,1,3
Rpl7,24501,30269,25736,16170,33071,19433,24680,29309,21801,23950,22724,22364
Rdh10,321,322,283,136,281,106,144,131,138,255,297,249
Gm38249,0,0,0,0,0,0,0,0,0,0,0,0
Gm28095,0,0,2,0,1,0,1,0,0,2,3,0
Stau2,726,911,834,404,976,216,255,276,286,615,699,657
Gm7568,3,1,2,2,0,0,0,0,0,0,1,0
Ube2w,466,751,639,372,815,415,603,658,605,471,673,621
Gm38342,28,23,21,6,24,4,8,15,3,26,38,35
Eloc,885,2158,1843,1053,2300,1249,1665,1809,1599,1008,1576,1683
D030040B21Rik,3,9,7,2,6,1,4,1,0,4,5,4
Gm7654,0,2,1,0,1,0,0,0,0,0,1,0
Tmem70,704,768,604,362,665,529,637,797,775,644,775,685
Ly96,5,18,11,7,17,9,9,3,6,10,9,9
Gm29649,0,0,0,0,0,0,0,1,0,0,0,0
Gm5828,50,49,52,18,47,32,39,34,37,45,39,30
Gm28376,0,2,0,0,0,0,0,0,0,0,1,1
4921511E07Rik,1,0,2,1,1,0,0,0,0,0,1,0
Jph1,760,1533,1337,857,1700,144,188,175,130,1006,1052,1328
Gm28783,0,0,0,0,1,1,0,0,0,1,0,0
Gdap1,7,19,11,8,17,4,3,0,4,6,14,17
Gm28784,0,0,0,0,0,0,0,0,0,0,0,0
Gm28785,0,0,3,1,1,1,0,0,0,0,0,0
Gm5251,8,26,13,6,10,15,25,36,18,7,2,4
Rbm6-ps1,4,18,6,7,5,9,7,15,8,9,7,11
Gm6075,0,0,0,1,0,3,1,1,0,0,1,0
Gm25166,0,0,0,0,0,0,0,0,0,0,0,0
Pi15,2,10,15,5,2,0,5,5,8,7,4,8
Gm28154,1,1,1,2,3,1,0,0,0,3,8,3
Gm16070,11,39,23,26,57,6,1,2,6,17,31,42
Crispld1,354,418,356,250,532,28,39,44,36,263,358,387
Gm28153,7,4,11,3,15,1,1,2,0,2,4,8
Gm7690,0,1,0,0,1,0,0,0,1,0,2,1
Gm18775,0,2,0,1,0,0,0,0,0,0,0,1
Gm17969,2,7,5,3,8,2,1,1,1,0,6,1
Gm28756,2,12,3,6,7,0,2,0,0,3,8,8
Gm28755,0,0,0,0,0,0,0,0,0,0,0,0
Gm45784,0,0,0,1,0,0,0,0,0,0,0,0
Crisp4,0,0,0,0,0,0,0,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0,0,0,0,0,0
Gm17837,0,1,4,1,2,0,2,1,0,0,0,3
Gm5252,0,1,2,0,0,0,0,0,0,1,0,0
Gm24075,0,0,0,0,0,0,0,0,0,0,0,0
Gm28343,0,0,0,0,0,0,0,0,0,0,0,0
Gm28344,0,0,1,0,0,0,1,0,0,0,0,0
Gm15825,0,0,3,1,0,2,5,2,0,0,0,0
Tfap2d,0,1,0,0,0,0,0,0,0,0,0,0
Gm10075,3,3,3,1,4,4,5,1,1,5,0,3
Tfap2b,3,1,0,1,2,0,1,0,0,8,42,44
Gm28340,0,0,0,0,0,0,0,0,0,0,0,0
Gm28341,0,0,0,0,0,0,0,0,0,0,0,0
Gm4849,8,10,10,5,12,4,9,11,24,14,6,7
Gm24633,0,0,0,0,0,0,0,0,0,0,0,0
Gm38382,0,0,0,0,0,0,0,0,0,0,0,0
Pkhd1,2,20,11,10,16,24,19,14,20,3,1,6
Gm37315,0,1,0,1,1,0,0,1,1,0,1,0
4930486I03Rik,0,0,0,0,0,0,1,0,0,0,0,1
Gm15795,3,3,1,0,4,0,0,1,0,1,0,0
Gm24162,0,0,0,0,0,0,0,0,0,0,0,0
Gm28653,0,0,0,0,0,0,0,0,0,0,1,0
Mir206,0,0,0,0,0,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0,0,0,0,0,0
Il17f,5,13,5,4,3,7,11,7,11,3,3,4
Mcm3,8023,12222,10261,5962,11251,7508,9494,11327,9097,8783,8626,9129
Gm20587,0,1,1,1,0,0,0,0,0,2,2,0
Gm28065,0,0,0,0,0,0,0,0,0,0,0,0
Gm24723,0,0,0,0,0,0,0,0,0,0,0,0
6720483E21Rik,4,4,7,4,1,3,3,5,4,7,3,8
Paqr8,213,436,413,314,595,119,158,181,146,212,291,410
Gm24171,0,1,0,1,2,0,0,0,0,0,1,0
Gm28064,0,3,1,3,2,0,1,1,0,0,1,0
Efhc1,35,38,39,21,30,31,40,41,36,36,54,41
Tram2,799,802,665,398,706,360,461,561,549,747,870,769
Gm28287,3,0,0,0,11,1,1,0,2,2,8,5
Gm2693,2,2,1,1,1,2,3,5,2,1,3,2
Tmem14a,33,74,75,41,81,54,53,75,69,43,54,65
Gm38224,2,1,0,0,3,1,4,4,3,2,1,0
Gsta3,14,57,47,48,78,130,172,263,147,30,12,49
Gm28836,0,3,4,2,1,13,12,27,9,2,3,4
Gm7094,0,1,0,0,1,0,0,0,0,0,0,1
Gm4956,0,0,0,1,0,0,0,0,0,0,0,1
Gm21909,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1a,1,6,1,1,3,0,0,0,0,3,0,1
Gm16329,1,0,0,1,0,0,0,0,0,0,0,0
Gm16327,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1c,1,1,4,0,1,0,0,0,0,3,0,0
Gm2709,1,0,0,0,0,0,0,0,0,0,0,0
Gm16533,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1b,0,0,2,0,0,0,0,0,0,0,1,0
Gm16328,1,0,0,0,0,0,0,0,0,0,0,0
Kcnq5,522,55,61,19,32,25,20,14,12,231,170,37
Gm36949,12,0,1,1,0,0,1,1,0,3,3,0
Gm7658,25,36,26,21,37,23,31,37,21,32,26,34
Gm38243,17,2,2,1,3,0,3,1,0,6,2,2
Gm5696,0,0,0,0,0,0,0,0,0,0,0,0
Gm28239,0,0,0,0,0,0,0,0,0,0,0,0
Rims1,81,739,504,146,303,259,297,337,212,147,106,173
Gm26866,0,0,0,0,0,0,0,0,0,0,1,1
Gm7761,0,0,0,0,0,0,0,0,0,0,0,0
Gm29506,0,0,0,1,0,0,0,0,0,0,0,0
Ppp1r14bl,0,0,0,0,0,0,0,0,0,0,0,0
Gm24176,0,0,0,0,0,0,0,0,0,0,0,0
Gm6420,1,0,0,0,0,0,0,0,0,1,1,1
Mir30a,6,4,2,1,1,1,1,1,1,1,3,4
Gm27028,5,7,8,1,5,3,5,1,8,8,9,8
Mir30c-2,0,0,0,0,0,0,0,0,0,0,0,0
Gm29107,0,0,3,2,2,0,1,0,0,0,2,0
Gm20954,0,0,0,0,0,0,0,0,0,1,0,0
Ogfrl1,581,810,710,451,808,378,375,481,478,555,750,747
Gm7784,3,4,3,1,8,4,2,4,7,5,5,1
Gm28822,0,0,0,0,0,0,0,0,0,0,0,0
B3gat2,77,106,80,43,93,33,44,49,42,70,94,73
Smap1,1563,1321,1078,556,1134,517,655,702,787,1402,1430,1090
Sdhaf4,127,254,210,93,199,118,199,190,154,142,168,165
Gm26524,0,0,0,0,1,0,0,0,0,3,3,1
Fam135a,2022,2303,1892,1076,2119,874,1128,1125,1215,1924,2858,2254
Gm37580,15,17,15,11,27,2,2,5,6,13,9,12
Gm26607,0,0,0,1,0,0,0,0,0,0,0,0
Col9a1,127,8,7,4,6,1,4,4,1,103,84,11
Col19a1,28,1,3,0,1,0,0,1,2,35,26,7
Gm26418,0,0,0,0,0,0,0,0,0,0,0,0
Tubb4b-ps2,2,1,3,0,2,1,2,3,4,6,4,5
Gm28439,0,0,0,0,0,0,0,1,0,0,0,0
Gm10222,2,20,6,14,17,5,4,4,7,0,13,14
Gm28438,55,452,343,300,532,383,649,742,603,49,221,220
Gm28437,0,1,0,0,0,0,2,1,2,0,0,1
Gm10925,0,3,1,0,0,0,0,0,0,1,0,2
Gm28661,0,3,1,1,1,1,0,0,3,0,1,0
Gm29216,2,1,3,2,3,0,5,2,6,1,4,3
Lmbrd1,1086,895,808,410,826,221,281,267,275,881,1032,882
Gm28594,0,0,0,0,0,0,0,0,0,0,0,0
Gm28237,0,0,0,0,0,0,0,0,0,0,0,0
Gm9443,0,2,0,0,2,0,0,0,0,0,0,0
Gm29414,0,0,0,0,0,0,0,0,0,0,0,0
Adgrb3,25,104,65,35,75,12,7,15,19,44,85,87
Gm15702,0,0,0,0,1,0,0,0,0,0,0,0
Gm20172,0,3,2,0,0,1,0,1,0,0,2,2
Gm22260,0,1,0,0,0,0,0,0,0,0,0,1
Gm37543,0,0,1,0,0,0,0,1,0,0,0,1
Gm37331,1,6,0,2,1,0,0,0,1,1,4,6
Gm37211,0,0,1,1,2,0,1,0,0,3,0,4
Gm37862,0,2,1,1,0,1,0,0,0,0,0,1
Gm38286,2,6,2,0,2,0,1,1,1,0,1,4
Gm37880,0,2,0,0,3,0,0,0,0,2,2,1
Gm25294,0,0,0,0,0,0,0,0,0,0,0,0
Gm37011,0,8,2,0,3,0,1,0,0,2,3,2
Gm29214,0,3,4,1,0,0,0,1,0,1,0,0
Gm37051,0,8,3,2,0,2,2,2,0,1,0,1
Gm38260,0,5,8,1,10,2,1,2,0,2,3,7
Gm37628,0,17,5,0,8,3,3,1,3,1,5,12
8030445P17Rik,0,7,2,5,4,1,0,0,0,3,5,3
Gm38198,0,10,8,7,5,0,3,2,0,3,6,4
Gm37077,2,5,6,7,3,3,3,3,1,2,7,3
Gm37895,1,18,14,14,14,5,5,0,1,6,8,8
Gm36952,2,31,21,3,10,4,1,5,1,3,11,18
Gm37602,0,23,19,3,21,3,4,3,1,4,12,13
2900022M07Rik,2,5,5,4,5,3,0,5,1,2,0,4
2900002M20Rik,2,11,3,2,5,1,0,1,0,0,2,10
Gm9884,0,0,3,2,2,0,0,0,0,1,3,1
Gm18443,0,0,0,0,0,0,0,0,0,0,0,0
Gm19123,0,0,0,0,0,0,0,0,0,0,0,0
Gm24064,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,0,0,1,0,1,0,0
Gm19641,0,1,1,0,0,0,0,0,0,0,0,0
Gm5524,0,0,0,0,0,0,0,0,2,0,0,0
Gm18776,0,0,0,0,0,0,0,0,0,0,0,0
Gm19028,6,4,7,1,4,1,4,6,9,4,8,4
Gm38089,0,0,0,0,0,0,0,0,0,0,0,0
Gm7846,2,16,10,3,10,6,10,8,14,5,12,9
Gm597,0,0,0,0,0,0,0,1,0,0,1,0
Gm5697,1,2,2,2,4,4,1,0,7,1,3,2
Gm6462,0,0,0,0,0,0,0,0,0,0,0,0
Gm18033,0,0,0,0,0,0,0,0,0,0,0,0
Gm25586,0,0,0,0,0,0,0,0,0,0,0,0
Gm22679,0,0,0,0,0,0,0,0,0,0,0,0
Gm23785,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0
Gm5525,37,35,33,19,56,32,26,43,44,22,32,31
AC125120.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm7858,3,2,3,0,1,2,0,1,0,1,1,0
Gm23771,0,0,0,0,0,0,0,0,0,0,0,0
Gm27430,0,0,0,0,0,0,0,0,0,0,0,0
Gm9898,0,0,0,0,0,0,0,0,0,0,0,0
Gm6473,0,0,0,0,2,1,0,0,0,1,1,1
Gm2914,0,0,1,0,0,0,0,0,0,0,0,0
Phf3,6756,11722,9626,4925,9908,5661,7066,7400,7076,6910,6838,7372
Gm37522,50,97,84,41,95,46,54,46,47,44,64,69
Gm37906,111,277,237,119,247,93,141,96,112,116,188,158
Ptp4a1,1208,1972,1518,1002,1905,815,1027,1089,1143,1064,1498,1384
Gm5698,0,0,0,0,0,0,0,0,1,0,0,0
Gm9458,0,0,0,0,0,0,0,0,0,0,0,0
4931428L18Rik,0,1,0,0,0,3,2,0,2,1,3,0
Gm28644,0,0,0,0,0,0,0,0,0,0,0,0
Gm29128,0,0,0,0,0,0,0,0,0,0,0,0
Gm7893,0,0,0,0,0,0,0,0,0,0,0,0
Lgsn,0,0,0,0,0,0,1,1,0,0,0,0
Pih1d3,0,0,0,0,0,0,0,0,1,0,0,0
Gm26145,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0,0,0,0,0,0
Gm28645,0,0,0,0,0,0,0,0,0,0,0,0
Gm6489,0,1,2,0,0,1,0,0,1,0,1,0
Eef1a1-ps2,1,0,0,0,0,0,0,1,0,1,0,0
Gm19680,4,3,2,3,2,4,6,4,3,3,4,0
Gm23032,0,0,0,0,0,0,0,0,0,0,0,0
Gm7910,0,0,0,0,0,0,0,0,0,0,0,0
Khdrbs2,11,8,10,5,13,1,3,4,5,15,16,13
Gm25814,0,0,0,0,0,0,0,0,0,0,0,0
Gm37999,0,0,0,0,0,0,0,0,0,0,0,0
Gm37110,0,1,0,0,0,0,2,0,0,0,1,0
Gm37911,2,0,0,0,0,0,0,0,0,0,0,1
Gm9839,0,0,0,0,0,0,0,0,0,0,1,1
Gm37792,0,0,0,0,0,0,0,0,0,0,2,0
Gm5415,1,0,0,0,1,0,0,0,0,1,0,0
Gm24732,0,0,0,0,0,0,0,0,0,0,0,0
Gm37426,0,0,0,0,0,0,0,0,0,0,0,0
Gm23024,0,0,0,0,0,0,0,0,0,0,0,0
Gm37151,0,0,0,0,0,0,1,0,0,0,0,1
Gm28624,0,0,0,0,0,0,0,0,0,0,0,0
Gm37724,0,0,0,0,0,0,0,0,0,0,0,0
Gm7114,1,2,1,0,3,1,0,0,0,1,1,1
Gm4785,1,1,0,0,0,0,0,0,0,0,0,0
Gm24901,0,0,0,0,0,0,0,0,0,0,0,0
Gm37591,0,0,0,0,1,0,0,0,0,0,0,0
Gm2987,2,0,1,0,0,0,0,0,0,0,0,0
Gm25792,0,0,0,0,0,0,0,0,0,0,0,0
Gm18799,1,0,0,0,0,0,1,1,0,0,0,0
Gm7933,2,0,0,2,0,1,3,1,2,2,4,0
Gm23453,0,0,0,0,0,1,0,0,0,0,0,0
Prim2,1512,1304,1141,643,1202,931,1110,1303,1323,1274,1236,1048
Gm29228,4,9,7,3,5,4,1,5,9,2,7,0
Gm37618,39,52,25,15,40,34,35,51,27,23,47,35
Gm17813,9,4,3,1,4,3,6,1,4,6,7,11
1700001G17Rik,20,3,2,1,6,1,2,3,1,12,13,20
Gm38173,5,1,0,2,0,1,0,1,0,1,10,7
Rab23,1432,1962,1554,860,1739,1177,1494,1617,1537,1416,1392,1555
Bag2,906,357,339,173,345,137,178,209,163,786,770,533
Gm37905,10,6,1,1,5,1,1,4,1,8,8,4
Zfp451,3408,4400,3691,2253,4510,2419,3124,3562,3246,3253,3948,3681
Gm15455,5,8,3,0,12,12,10,21,9,9,1,5
Bend6,53,62,40,16,50,26,33,24,30,63,65,62
Gm37067,2,1,4,0,4,1,0,0,4,4,3,1
Dst,12747,18926,14471,7960,17673,10113,13581,12877,10492,12113,9923,10097
Gm37354,14,45,45,26,71,24,27,37,18,26,16,15
Gm28631,0,0,0,0,2,0,2,1,1,0,0,0
Gm23792,0,0,0,0,1,0,0,0,0,0,1,0
Gm38157,32,51,41,25,44,23,36,23,33,17,25,18
Mir6896,2,2,1,2,2,1,1,1,2,1,4,3
Gm26788,97,310,203,155,253,165,172,194,189,109,143,155
A930005N03Rik,22,40,21,18,29,15,19,11,14,21,19,13
Gm37958,0,0,0,0,0,0,0,0,0,0,0,0
Gm37385,0,0,0,0,0,0,0,0,0,0,0,0
Gm5266,1,0,0,0,0,0,0,0,0,0,0,0
Gm3052,0,2,0,1,2,2,1,2,2,2,0,2
Gm37233,11,61,45,22,27,22,30,35,22,18,14,25
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,562,527,433,208,483,469,549,619,454,682,479,406
Gm28306,4,9,4,4,11,1,4,6,1,8,2,3
Imp4,3114,3646,3088,1679,3368,2062,2597,2834,2550,2865,2558,2426
Ptpn18,385,94,94,52,97,26,30,23,18,312,223,85
Gm28417,57,27,25,9,25,13,15,17,4,67,43,28
4930568A12Rik,6,0,0,0,0,0,0,1,0,3,1,0
Prss39,3,0,0,0,0,0,1,1,0,4,1,0
Gm28416,2,0,0,0,0,0,0,0,0,3,2,0
Cfc1,887,19,11,4,8,2,2,0,4,588,670,99
Gm28419,104,2,5,0,2,1,1,0,0,58,96,14
Prss40,47,3,7,1,2,0,2,1,0,21,23,8
1700101I19Rik,7,0,0,0,0,0,0,0,0,6,11,0
Amer3,1125,5,2,1,7,1,2,0,0,963,786,134
Gm28418,0,0,0,0,0,0,0,0,0,0,0,0
Gm36984,0,0,0,0,0,0,0,0,0,0,0,0
Gm29730,0,0,0,0,0,0,0,0,0,0,0,0
AA619741,0,0,0,0,1,1,0,0,0,0,0,0
Arhgef4,685,295,266,135,282,74,117,128,101,638,446,217
Gm37224,2,0,0,1,0,0,0,0,0,0,0,0
Gm37845,0,0,1,0,6,0,0,0,0,0,0,1
Gm38336,71,54,62,18,64,18,27,30,15,78,63,55
Fam168b,5406,4509,4021,2236,4439,1620,1930,2263,1839,4725,4601,4045
Gm37127,186,181,162,92,188,45,77,80,70,172,195,168
Plekhb2,571,440,352,219,410,178,225,344,310,456,569,484
Gm19430,0,0,2,0,1,0,0,0,1,0,0,0
Gm37670,0,1,3,0,2,2,2,3,0,0,0,0
Gm8009,0,0,0,0,0,0,0,0,0,0,1,0
Gm38027,0,0,0,0,0,0,0,0,0,0,0,0
Gm25096,0,0,0,0,0,0,1,0,0,0,0,0
Gm37068,0,0,0,0,1,0,0,0,0,1,0,0
Gm25634,0,0,0,0,0,0,0,0,0,0,0,0
Gm28415,0,0,0,0,0,0,0,0,0,0,0,0
1110002O04Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm8022,1,0,0,0,0,0,0,0,1,1,1,0
Gm37146,0,0,0,0,0,0,1,2,1,0,0,1
Gm33222,2,6,5,0,2,15,23,16,9,1,1,3
4930535G08Rik,0,2,3,0,0,4,5,4,4,0,0,0
Gm38049,0,1,2,0,0,5,2,1,6,0,0,0
Hs6st1,976,2541,1920,1072,1971,1637,2039,2003,1761,1179,1052,1536
Gm37335,0,0,0,0,0,0,0,0,0,0,0,0
Gm33280,42,37,39,20,32,11,14,10,18,24,29,27
Uggt1,4758,6124,4969,2734,5587,3168,4285,4783,4116,4623,4570,4488
Mir6897,1,5,1,1,5,2,3,0,1,2,0,0
Neurl3,2,2,1,1,3,3,2,5,5,2,3,5
Arid5a,80,162,176,65,126,159,194,270,217,87,79,87
4930403P22Rik,9,7,8,1,18,7,3,4,6,10,6,6
Kansl3,2423,2067,1715,959,1884,1044,1266,1691,1400,2227,2103,1745
Mir6898,3,0,1,1,0,0,2,0,1,0,0,1
Fer1l5,192,164,149,96,209,84,111,144,109,191,189,163
Lman2l,1157,868,768,373,834,338,453,572,492,1094,1060,912
Cnnm4,446,695,634,372,692,281,385,476,423,584,502,502
Gm37909,13,22,21,6,23,4,7,7,10,16,19,12
Gm47280,0,0,0,0,0,0,0,0,0,0,0,0
Cnnm3,1868,1799,1579,734,1619,569,763,847,724,1813,1563,1675
Gm38033,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,40,42,35,17,36,6,17,10,12,48,41,43
Gm42417,0,1,0,1,0,0,0,0,0,2,1,0
Ankrd39,222,206,170,79,190,95,125,125,96,194,224,191
Sema4c,1883,923,906,532,981,84,127,115,67,1663,1632,1475
D430040D24Rik,79,32,25,20,29,6,13,7,5,60,71,45
Fam178b,68,270,208,85,146,228,314,362,336,88,56,119
Gm6428,0,4,3,0,2,4,4,6,2,3,1,0
Gm24133,0,0,0,0,0,0,2,1,0,1,0,0
Cox5b,1770,2340,1980,803,1873,1189,1406,1867,1193,2164,1568,1554
Actr1b,4114,4275,3594,1757,3926,1919,2526,2668,2319,3678,3241,3087
4933424G06Rik,0,3,3,0,1,0,1,1,1,1,1,4
Gm33533,0,1,0,0,0,0,0,1,0,0,1,0
Zap70,8,5,12,10,6,55,67,134,113,17,7,11
Gm18828,1,0,0,0,0,0,1,1,0,0,0,0
Tmem131,6804,9857,8192,4974,9507,7873,9490,10577,9940,6676,6483,7205
Gm37506,3,9,7,1,7,7,6,10,6,3,4,4
Gm38115,28,47,42,25,57,37,66,96,76,26,40,39
F830112A20Rik,61,121,64,44,89,114,128,121,153,55,68,79
Rpl12-ps1,0,0,0,0,0,1,0,1,0,1,1,0
Vwa3b,5,35,31,15,8,385,441,408,478,15,10,19
Gm37020,2,4,0,0,1,20,17,16,29,3,0,1
Cnga3,6,8,13,9,15,24,51,67,37,13,14,9
1700074A21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Inpp4a,1403,539,527,279,508,263,302,380,310,1004,986,564
4930439A04Rik,4,2,1,0,0,1,0,2,2,5,5,0
Gm37135,3,1,1,0,0,1,1,1,1,4,3,4
Coa5,3080,2916,2559,1419,2752,1568,2085,2468,2232,2895,3040,2595
Unc50,629,601,489,284,605,349,462,545,464,543,581,574
Mgat4a,248,719,652,436,800,510,605,836,738,323,361,531
4930594C11Rik,5,13,13,4,11,11,11,13,17,4,7,4
Gm43213,1,3,6,0,7,0,1,5,0,2,1,1
2010300C02Rik,51,38,37,22,31,8,21,17,33,41,53,38
4930556I23Rik,1,0,0,0,0,0,1,0,0,1,0,0
4930470B04Rik,0,0,1,0,1,0,0,0,0,0,0,0
Gm19863,0,0,0,0,1,0,0,0,0,0,1,0
Tsga10,114,167,123,63,145,91,119,135,116,107,222,179
Gm26805,5,3,1,0,2,1,0,2,1,4,4,1
Lipt1,165,214,184,96,197,141,193,221,220,162,156,182
Mitd1,483,488,454,205,470,447,559,634,571,412,471,424
Mrpl30,1010,1130,1043,604,1107,850,971,1301,1014,921,919,943
Lyg2,0,0,0,0,1,0,0,0,1,0,0,0
Gm15457,0,0,0,0,0,1,0,0,1,0,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0
Gm23409,0,0,0,0,0,0,0,0,0,0,0,0
Txndc9,1758,2491,2252,1288,2527,1544,1927,2232,1960,1575,2100,2039
Eif5b,8442,10483,8958,4524,9598,7036,8370,9325,8598,9221,8389,7063
Rev1,1727,3524,2980,1558,3298,1502,1917,1840,1698,1642,1685,1974
Gm37062,45,91,80,52,93,39,50,42,51,28,59,66
Gm5099,1,1,1,1,0,0,0,0,0,2,0,0
Aff3,1349,3369,2801,1836,3892,190,225,318,196,1412,1487,2047
Gm16150,7,38,29,12,33,2,3,3,2,13,12,23
Gm16151,9,23,16,8,25,1,1,3,1,9,11,13
Gm16152,21,38,41,26,63,2,3,1,2,19,16,17
Gm34727,2,15,6,13,13,0,1,1,0,7,7,5
Gm38135,0,0,0,0,0,0,0,0,0,0,0,0
2610300A13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Lonrf2,12,79,40,36,65,39,49,203,149,17,30,59
Chst10,83,856,719,267,430,221,291,268,229,148,144,249
Gm37707,0,9,3,1,2,0,3,2,0,2,2,1
Gm6621,0,1,0,1,2,1,0,2,2,0,0,1
