,MD-R-EB-1,MD-R-EB-2,MD-R-EB-3,MD-R-EB-4,MD-R-EB-5,MD-R-EB-6,MD-R-EB-7,MD-R-EB-8,MD-R-EB-9,MD-R-EB-10,MD-R-EB-11,MD-R-EB-12
Ndst1,48.1262,22.0037,21.4713,20.7463,21.0195,11.4971,12.4285,11.426,13.7447,36.5854,29.0973,24.531
Rps14,739.0838,804.7896,807.5332,881.4689,796.2692,854.5407,862.2515,910.5408,748.1551,595.6788,822.6107,818.2607
Gm8731,9.1759,5.9086,7.9167,8.8922,9.5311,7.561,5.9939,5.1468,7.9429,5.7368,7.0891,7.5306
Cd74,4.2303,3.9871,4.579,5.0058,4.6776,2.3707,3.0233,3.0872,3.5437,5.2086,6.2775,4.1578
Mir5107,1.3018,0,1.3237,0,0,0,0,1.3387,1.6903,0,2.8861,2.9381
Tcof1,145.1895,176.9153,173.8914,180.9253,167.2711,233.6309,225.7485,250.2819,263.8835,166.1361,146.545,158.1456
Arsi,4.0048,0.2387,0.1175,0.2898,0.3126,0.2909,0.415,0.1188,0.1,4.4093,4.0978,1.6078
Camk2a,0.4757,0.5163,0.3277,0.5774,0.7475,0.9273,0.7168,1.0573,0.9963,0.3483,0.4253,0.4676
Mir7220,0,0,0,0,0,0,2.2866,0,0,0,0,0
Mir6982,0,0,0,0,0,2.545,0,0,0,0,0,0
Slc6a7,0.1663,0.0589,0.1353,0.0626,0.24,1.1558,0.6772,2.0865,2.2459,0.1716,0.0737,0.0375
Cdx1,1.1129,0.4637,0.0666,0.1231,0.4134,1.0878,1.6463,10.0301,7.0549,1.9584,0.6531,0.8865
Pdgfrb,40.1104,0.9258,1.1908,1.5736,0.9998,1.706,2.3542,1.9354,2.5796,19.3943,19.1015,3.3511
Csf1r,0.5952,0.5973,0.4035,0.3359,0.3937,0.2698,0.2851,0.306,0.1288,0.7368,0.5938,0.3806
Mir6983,0,0,0,0,0,0,0,0,0,0,0,0
Hmgxb3,25.4318,26.1954,24.0695,22.7903,22.2083,20.9618,19.9005,18.7141,22.5759,28.8348,25.8184,24.2251
Gm26403,15.2746,19.32,4.4376,16.4195,12.7942,4.9446,6.5331,7.8536,8.4999,23.6356,22.9788,8.6184
Slc26a2,13.4378,10.6924,10.8954,11.5854,10.9854,11.3883,12.8322,10.9804,13.8528,13.6521,16.4971,15.164
Pde6a,0.1466,0.1947,0.1242,0.2298,0.1763,0.1107,0.2927,0.3015,0.2221,0.3025,0.2167,0.1103
Rps2-ps10,0.1187,0.2102,0.6036,0.2233,0.4283,0.538,0.1422,0.1221,0.6166,0.1225,0,0.2679
Ppargc1b,7.0343,5.6689,5.3135,4.2669,4.4806,2.6458,3.3009,4.4582,4.1381,8.7671,3.9147,3.4344
Gm25301,6.0828,2.6928,1.0309,1.9071,2.7435,1.5315,1.2141,1.0425,1.3164,2.0916,1.1238,0
Mir378a,0,0,0,0,0,0,0,0,0,0,0,0
Gm8755,0,0,0,0,0,0,0,0,0,0,0,0
Gm25834,0,0,0,0,0,0,0,0,0,0,0,0
Lncbate10,0,0,0,0,0,0,0,0.0652,0,0.0654,0,0
Gm46637,0,0,0,0,0,0,0,0.0394,0,0,0.0425,0
Arhgef37,0.8392,0.3456,0.258,0.257,0.2993,0.2064,0.1636,0.281,0.2281,0.8858,0.9951,0.5946
Csnk1a1,117.7117,147.1906,145.6377,149.2455,142.3918,178.9783,179.142,180.2161,220.0637,114.7685,166.2017,161.3547
Bvht,6.3917,9.8673,8.8324,6.1661,9.3137,17.5786,20.8049,20.5608,19.1522,4.5648,5.4501,4.2537
Mir145a,3.2731,0,3.3282,0,1.4763,0,0,0,0,0,0,0
Mir143,3.6368,0,1.849,0,0,0,0,0,0,3.7517,2.0157,0
Carmn,7.4583,0.1321,0.1517,0.0935,0.2243,0.3005,0.4168,0.4602,0.3874,3.0263,3.5274,0.8977
Il17b,0.1177,2.6061,2.155,0.2215,0.4248,5.3359,5.4991,3.0268,2.2931,0.1215,0,0.5315
Gm38165,0,0.2087,0.2397,0,0,0.7122,0.2823,0.7272,0.3061,0,0,0.532
Pcyox1l,27.0698,32.3273,29.155,29.8205,29.6143,32.257,33.9745,30.375,34.4175,24.5739,28.5663,30.3028
Grpel2,16.7966,21.2645,21.6982,21.0118,21.1751,22.6858,21.2318,22.5881,26.6511,19.7051,21.1553,20.3506
1500015A07Rik,13.8708,10.3374,11.1617,8.3537,11.1619,10.4772,11.9508,9.0815,13.4755,12.6619,18.0305,13.9636
Afap1l1,34.7102,9.6193,9.9395,10.5996,11.6816,4.3266,4.9957,4.4496,4.4867,18.8186,19.7384,11.2414
Ablim3,0.5305,2.6616,2.9796,2.5186,3.1446,0.6487,0.6353,0.4936,0.5248,1.0424,0.7,1.1973
Gm37774,0,0,0,0,0,0,0,0,0,0,0,0
Sh3tc2,0.2175,0.0875,0.201,0.2603,0.1248,0.7765,0.7813,0.7115,0.616,0.1631,0.1096,0.1785
Gm41750,0,0,0,0,0,0,0,0,0,0,0,0
Adrb2,4.5952,4.6363,4.8899,3.116,3.9041,2.3409,2.1117,1.978,1.0407,3.5277,3.9091,2.7133
Gm9949,1.5481,0.7381,0.8476,0.224,0.3223,0.5397,0,0.3674,0,0.7371,0.66,0.2688
Htr4,0.1167,0.062,0.0712,0.0439,0.0842,0,0.028,0,0.1212,0,0.0259,0.0263
Fbxo38,75.0923,77.1915,77.4257,79.9115,76.9652,65.7613,68.9605,69.4637,76.9209,76.9221,78.6895,73.2396
Spink10,0.0831,0,0.0422,0.026,0.0375,0.0628,0.199,0.2278,0.2877,0.0286,0.1074,0.0938
Gm36368,0,0.5513,0.211,0,0.1872,0,0,0,0.2695,0,0.4601,0.9368
Spink7,0.2121,0,0,0,0,0,0,0,0,0,0,0.2394
Spink13,0,0.0991,0,0,0,0.169,0,0,0,0,0,0
Gm19159,0,0,0,0,0,0,0,0,0,0,0,0
2700046A07Rik,1.9488,0.2876,0.3774,0.0873,0.0419,0,0,0.0954,0,1.2445,2.0059,0.3665
Gm50128,0.4793,0,0.0573,0,0.0509,0,0.0338,0.029,0,0.349,0.1875,0.0318
Apcdd1,23.1804,1.2754,1.537,1.4719,1.2913,1.2492,1.001,1.1246,0.9929,14.8777,13.6213,2.368
Napg,14.4234,12.664,11.991,12.3103,11.8782,13.1542,13.7706,14.2001,15.0344,13.5289,15.8106,12.7196
Piezo2,3.9517,1.9799,2.1313,1.7078,1.3548,0.3328,0.3997,0.1922,0.1647,5.2954,5.9121,3.8191
Gm50171,0,0.1584,0.1819,0.2244,0.0538,0,0,0,0,0.123,0.1322,0
Gm50172,0.188,0.1664,0,0.442,0.0848,0,0,0,0,0.0485,0.1042,0.1591
Gm26972,0,0.1373,0,0,0,0,0,0,0,0,0,0
Gm23581,0,0,0,0,0,0,0,0,0,0,0,0
Gm22210,0,0,0,0,0,0,0,0,0,0,0,0
Gm6789,0.9099,1.3915,1.0934,1.0892,1.1938,0.3749,1.1887,1.1057,0.9666,1.4506,1.2836,0.9334
Gm24848,0,0,0,0,0,0,0,0,0,0,0,0
Txnl1,60.2561,88.2847,87.8254,91.7884,94.1961,75.3167,77.4239,70.325,86.0838,67.2771,82.446,83.1316
Wdr7,14.393,19.175,18.4885,20.2645,19.2211,12.3665,12.187,12.3261,14.0164,12.6437,15.3064,15.5187
Gm50104,0.9276,0,0.4716,0.4362,0.4184,0,0.2777,0.2385,0.3011,0.2392,0.7712,0.2617
Gm50106,1.2776,1.0055,0.5774,1.3352,0.8964,0.4289,0.34,0.4379,0.553,0.8786,0.7868,0.9612
Gm19076,0.6546,0.1449,0.3328,0.3079,0.7381,0.4945,0.588,0,0.85,0.3377,0.5442,0.3694
Gm24384,0,2.7048,0,5.7468,1.3778,2.3075,0,1.5707,5.9499,0,6.7727,1.7237
Gm6974,0,0,0,0,0.1575,0,0.4183,0.3592,0,0.3603,0,0.1971
Gm50109,0,0,0,0,0,0,0,0,0,0,0,0
St8sia3os,0,0,0,0,0.0343,0,0,0,0,0,0.0421,0.0428
Gm45934,0,0,0,0,0,0,0,0,0,0,0,0
Prdx1-ps,0,0,0,0,0,0,0,0,0.253,0,0,0
St8sia3,0.4112,2.8864,2.7475,2.7993,2.7375,0.207,0.2697,0.0805,0.1271,1.5451,2.1704,4.2643
Rps15-ps3,1.0928,0.4838,0.1852,0.5139,0.4107,0.6878,0.5453,0.8428,0.5912,0.3758,0.9085,0.7193
Onecut2,0.2611,0.8935,0.9615,1.4204,1.1776,0.1386,0.1775,0.2758,0.1558,0.5751,1.3454,2.0784
Gm36804,0,0,0,0,0,0,0,0,0,0.3728,0,0
Amd-ps3,0,0,0,0,0,0,0,0,0,0,0.1264,0
Fech,8.1379,7.0073,7.2647,7.8179,6.706,6.991,7.2176,6.6146,8.062,6.6869,7.2038,7.2027
Nars,136.261,222.1449,217.7563,239.5558,220.6513,361.2653,351.2245,401.235,479.0358,150.8229,186.7642,189.9508
Atp8b1,0.7332,2.0983,1.9764,2.149,2.43,0.3091,0.4696,0.3507,0.2878,0.6684,0.567,1.0967
Gm50338,0,0.1934,0.0741,0,0.0657,0,0,0,0,0,0,0.2466
Gm6978,0,0,0,0,0,0,0.1593,0,0,0,0,0
Gm50352,0,0,0,0,0,0,0,0,0,0,0,0
Gm50353,0,0,0,0,0,0,0,0,0,0,0,0
Gm50354,0,0,0,0,0,0,0,0,0,0,0,0
Gm23016,0,0,0,0,0,0,0,0,0,0,0,0
Gm24504,0,0,0,0,0,0,0,0,0,0,0,0
Gm29860,0,0,0,0,0,0,0,0,0,0,0,0
A330084C13Rik,0.3673,0.3252,0.0679,0.3769,0.2108,0.2522,0.1999,0.0687,0.3035,0.4133,0.2591,0.3014
Nedd4l,3.4368,3.3827,3.4166,3.8213,3.5689,5.6647,5.2968,5.4044,6.4637,4.2398,4.9093,4.9578
Gm50368,0.1706,0.6797,0.6939,0.3209,0.7695,0.7732,0.8172,0.8772,0.3323,0.352,0.4728,1.0588
Gm29966,0,0,0.0149,0,0,0,0,0,0,0,0,0
Mir122,0,0,0,0,0,0,0,0,0,0,0,0
Alpk2,0.1871,0.0382,0.0146,0.0271,0.0519,0.0652,0.0345,0.1036,0.0374,0.1039,0.0957,0.0487
F730048M01Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm50220,0,0,0,0,0,0,0,0,0,0,0,0
Gm41757,0,0,0,0,0,0,0,0,0,0,0,0
Gm50221,0,0,0.0864,0,0,0,0,0,0,0.0438,0,0.0479
Gm50228,0,0,0,0,0,0,0,0.4488,0,0,0,0
Gm46618,0,0,0,0,0,0,0.3639,0,0,0,0,0
Gm22567,0.6699,0,0.6812,0,0.3022,1.0121,0,0.3445,0,0.6911,1.4852,0.378
Malt1,5.8867,7.0787,7.0965,7.2154,6.851,4.6719,4.4641,4.3491,5.574,5.8368,7.6798,7.0084
Gm50246,0,0,0.1117,0,0,0.1659,0,0,0.1426,0,0.1218,0.1239
Gm30018,0,0.1868,0.6436,0,0.1903,0,0,0.2169,0,0,0.2339,0
Gm50247,0,0,0,0,0,0,0.2894,0,0,0.2493,0,0
Gm41760,1.2926,2.2041,2.2392,2.3415,2.5046,4.9178,4.7012,5.0213,4.662,1.2346,2.0165,2.6471
Zfp532,30.0383,33.1655,34.5698,38.5364,36.3698,60.022,59.0686,61.9748,73.2467,31.8304,29.5881,38.3504
Gm37643,2.1821,3.864,3.5131,4.1049,3.2806,5.494,5.2265,3.6463,5.5486,3.6579,1.9149,2.3598
Gm50115,0.3915,0.8859,0.6193,0.9002,0.569,1.4786,1.9015,1.7669,1.0167,0.7853,0.8921,0.8591
Gm50462,7.3578,11.2111,9.1781,12.3928,13.1584,15.5743,18.9552,17.5517,17.3855,8.1198,8.7725,10.958
Oacyl,0.0621,0.0825,0.0632,0,0.0561,0.4224,0.5209,0.1917,0.6052,0.0962,0,0.0351
Gm50234,0.335,0,0,0,0,0,0,0,0,0,0,0
Sec11c,2.9952,6.4213,5.9544,6.2043,6.9064,5.2366,5.6426,5.9179,5.0471,3.4197,4.2715,5.5068
Gm50256,0.335,0.2966,0.6812,1.8904,0.6043,0,1.2035,0.6889,0.8699,1.7277,1.1139,0.756
Gm50175,0,0,0,0,0,0,0,0,0,0,0,0
Gm50174,0,0.5367,0,0,0,0,0,0.6233,0,0.6253,0.6719,0.684
Gm30094,0,1.6077,1.0071,1.5526,2.6802,4.4886,2.9653,2.2067,2.572,0.3406,0.366,1.1177
Grp,0,0.8241,2.5238,2.7723,2.4488,2.1091,3.2511,2.2332,2.0142,0.5601,0.2579,1.9256
Gm25150,0,0,0,0,0,0,0,0,0,0,0,0
Gm50117,0,0,0,0,0,0,0,0,0,0,0,0
Gm50118,0,0,0,0,0,0,0,0.2301,0,0,0,0.2525
Gm50119,0,0.1875,0,0,0.191,0,0,0,0,0,0,0
Rax,0.0588,0.9022,1.076,1.3271,0.7424,0.1184,0.0235,0.1008,0.1018,0.8895,0.8037,3.1844
Raxos1,0.045,0.1991,0.1372,0.5077,0.1623,0,0.0539,0,0,0.0464,0.0499,0.1523
Cplx4,0,0,0,0,0,0.0892,0,0,0,0,0,0.0666
Lman1,53.6826,69.1684,68.2528,71.0618,72.0036,57.6155,63.1077,67.2743,82.6869,56.2625,71.5837,74.2361
Gm50142,0,0,0,0,0,0,0,0,0,0,0,0
Ccbe1,0.5077,0.3933,0.4625,0.7959,0.4484,0.2397,0.4307,0.3589,0.3433,0.3819,0.34,0.4297
Gm50143,0,0,0.119,0,0.1056,0,0,0,0,0,0.1297,0
Mir694,0,0,0,3.0787,0,0,0,0,0,0,0,0
Gm15958,0,0.0833,0,0.0885,0.0424,0,0,0.0484,0,0.097,0,0
Gm50148,0,0,0,0,0,0,0,0,0,0,0,0
Gm50153,0,0,0,0,0,0,0,0,0,0,0,0
Gm20294,0,0,0,0,0,0,0.8647,0,0,0,0,0.2716
Gm50154,0,0,0,0,0,0,0,0,0,0,0,0
Pmaip1,74.5557,190.4972,196.4349,197.9155,211.7815,48.2066,50.9207,92.3196,76.3889,107.1476,114.9957,150.5694
Gm50156,0,0,0,0,0.3588,0,0.4764,0,0,0,0,0
Gm9926,0.0468,0.1035,0.0713,0.5278,0.2109,0.2826,0.28,0.6972,0.5768,0.1206,0,0.2902
Gm50157,0,0,0,0,0,0,0,0,0,0,0,0
Gm50158,0,0,0,0,0,0,0,0,0,0,0,0
Gm24679,0,0,0,0,0,0,0,0,0,0,0,0
Gm36092,0,0,0,0,0,0,0,0,0,0,0,0
Gm50159,0,0,0,0,0,0,0,0,0,0,0,0
Gm50160,0,0,0,0,0,0,0,0,0,0,0,0
Gm50161,0,0,0,0,0,0,0,0,0,0,0,0
Gm30190,0,0,0,0,0,0,0,0,0,0,0,0
Gm22219,0,0,0,0,0,0,0,0,0,0,0,0
Gm50110,0,0,0,0,0,0,0,0,0,0,0,0
Gm50162,0,0,0,0,0,0,0,0,0,0,0,0
Mc4r,0,0.1447,0.0831,0.3844,0.1843,0.0617,0,0,0.0531,0.1265,0.0906,0.2306
Gm19784,0.0767,1.3243,1.4819,1.0822,0.8303,1.4485,0.7349,1.617,1.2948,0.0396,0.0425,0.303
Gm50164,0,0,0,0.0831,0.2391,0,0,0,0,0,0,0
Gm50165,0,0,0,0,0,0,0,0,0,0,0,0
Gm50166,0,0.0285,0,0.0363,0.0116,0,0,0,0,0.0199,0,0
Gnal,0.3999,0.7354,0.9488,0.7523,0.7307,0.7281,0.5035,0.4323,0.3195,0.6664,0.8184,0.9257
Gm50170,0,0,0,0,0.0398,0,0,0,0,0,0.0979,0
Gm50167,0,0,0,0,0,0,0,0,0,0,0,0
Gm23512,0,0,0,0,0.9658,0,0,0,0,0,0,0
Gm50169,0,0.2309,0.1768,0.0818,0.0784,0,0.052,0,0.1129,0.0448,0.0482,0.1471
Chmp1b,25.735,27.2463,31.9373,30.8232,28.946,29.3466,32.2331,26.1837,32.5903,21.7253,36.7782,37.8506
Mppe1,4.0324,5.2852,4.3586,3.9422,3.8666,4.1731,3.8025,2.8733,2.8859,3.9633,2.6749,2.8306
Impa2,17.5457,33.073,29.084,25.0962,26.5131,51.851,52.8891,47.1477,48.5297,22.5258,13.8889,20.9317
B430212C06Rik,0.1232,0.4908,0.4384,0.1738,0.4445,0.5583,0.5901,0.2533,0.3199,0.0635,0.1024,0.1043
Cidea,0,0.9097,1.4626,0.7731,1.2975,1.2417,1.2304,2.2187,0.2668,0.6359,1.025,1.6232
Tubb6,139.6616,117.4542,119.356,97.6278,105.2458,56.1725,60.8002,50.1281,55.5442,143.7341,133.5015,119.1968
Afg3l2,30.003,30.5914,29.4464,30.0975,28.0165,40.3999,40.4887,39.2996,43.2507,31.9801,30.4802,28.1228
Gm24900,0,0,0,0,0,0,0,0,0,0.8819,0,0
Prelid3a,3.9725,14.9563,14.2653,10.7046,13.8817,8.5964,7.4148,5.6307,5.8552,7.753,6.9425,11.8331
Spire1,40.8761,35.3817,34.1244,39.0164,34.9426,22.7526,20.8989,20.4328,23.0421,43.1717,54.0427,48.0415
Gm17669,0.7776,0.459,0.2635,0,0.2338,0.3915,0.3104,0,0.6731,1.0695,0.8619,0.8774
Cep76,25.246,40.0206,35.755,42.7714,41.8096,42.295,39.395,41.1954,54.4509,30.2541,31.0013,35.1082
Psmg2,50.4245,55.4423,54.7587,67.4542,62.2523,69.4042,66.5449,74.5591,79.5095,46.1697,66.5628,64.1172
Ptpn2,56.8947,67.3821,67.9544,71.9273,68.054,84.5652,85.9168,82.2174,109.7171,63.9485,70.0974,69.8296
4930549G23Rik,12.4974,12.1716,11.1546,13.3222,12.4005,9.23,8.98,8.9959,9.1954,11.1732,14.6229,12.2224
Gm26910,4.7596,4.3595,4.506,3.705,4.1453,4.9588,3.7345,3.5442,3.1966,4.402,8.005,6.2971
Seh1l,135.0748,165.0056,167.1706,202.9032,185.6867,171.5506,176.5453,191.7843,223.3216,148.9199,195.551,196.5331
Cep192,45.0015,55.8825,54.5862,54.3599,53.5644,84.0359,83.9278,81.7188,101.2549,46.2243,49.7821,50.6789
Gm8887,0,0,0.0898,0,0,0,0,0,0,0,0,0
Ldlrad4,0.9598,1.6241,1.3664,1.4846,1.443,1.0955,0.9451,1.2502,1.4955,1.2102,0.3783,1.1313
Gm41764,0.0664,0.1175,0.1012,0.1873,0.1197,0.0501,0,0.0683,0.2155,0.0342,0.0368,0.0374
Gm18149,0.4406,0.5852,0,0.8289,0,0,0,0,0.2861,0,0,0.2486
Fam210a,25.263,23.2877,23.7297,24.7943,25.6001,20.3167,19.2797,21.5727,23.6925,23.6284,31.472,26.9012
Mir7219,0,0,0,0,0,0,0,0,0,0,0,0
Rnmt,39.789,50.1001,50.7125,57.2021,53.8865,69.5174,71.4855,68.2679,81.7013,40.8688,53.4841,54.5534
Mc5r,0.3521,1.6108,1.3427,1.4904,1.3235,1.1969,1.0894,2.2933,1.2574,0.1211,0.4229,0.6292
Mc2r,0,0,0,0,0,0,0,0,0,0,0,0
Gm50258,0,0,0,0,0,0,0,0,0,0,0,0
Gm29677,0,0,0,0,0,0,0,0,0,0,0,0
Gm50259,0,0,0,0,0,0,0,0,0,0,0,0
Gm30641,0,0,0,0,0,0,0,0,0,0,0,0
Mir6356,0,0,0,0,0,0,0,0,0,0,0,0
Gm50260,0.1162,0,0,0,0,0,0,0,0,0,0,0
4930546C10Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mir145b,0,0,0,0,0,0,0,0,0,0,0,0
Gm31294,0,0,0,0,0,0,0,0,0,0,0,0
A730085E03Rik,0.1627,0.1441,0,0,0,0,0,0,0,0,0,0
Gm4402,0,0,0,0,0,0,0,0,0,0,0,0
Gm4842,0,0,0,0,0,0,0,0,0,0,0,0.1548
Tcf4,16.0405,12.4352,13.2858,13.6315,13.3559,7.7613,8.3323,8.1312,9.2078,13.7505,17.1918,14.5791
Gm22508,0,6.4546,0,0,0,1.5733,2.4944,3.2128,9.4658,0,0,1.1752
Gm50215,0,0,0,0,0,0,0.0459,0,0,0,0,0
Ccdc68,1.1268,2.2863,2.8645,2.2964,2.5834,0.8511,0.9559,1.6898,0.9144,0.9687,1.0409,1.6954
1700061H18Rik,0.212,0,0.2155,0.1994,0,0,0,0.109,0.1376,0.1093,0.2349,0.2392
4930448D08Rik,0,0.244,0,0.1728,0,0,0,0,0,0,0,0
Rab27b,0.3004,0.019,0.0218,0.1211,0.029,0.0162,0.0514,0.011,0.0696,0.1217,0.1546,0.0605
Gm50219,0,0,0,0,0,0,0,0,0,0,0,0
Dynap,0,0,0,0,0,0.2826,0,0.0962,0,0,0,0
AC124764.1,0,0,0,0,0,0,0,0,0,0,0,0
Gm45879,0,0,0,0,0,0,0,0,0,0,0,0
4930503L19Rik,18.738,26.0757,26.8623,35.2857,29.7526,28.6262,27.9815,29.5348,37.3679,16.4978,30.3264,30.7861
Stard6,0.7809,1.117,1.9547,1.9211,1.5173,1.2705,1.0791,1.1737,1.248,1.4873,1.3318,1.4236
Poli,13.5961,18.4213,16.2494,17.6207,16.5914,33.8321,36.1343,38.5576,47.8753,16.7194,18.658,18.4176
Mir6357,1.1015,0.9753,0,0,0,1.6641,0,2.2655,1.4303,0,0,0
Mbd2,27.8022,20.5448,18.2669,19.0429,17.8124,16.3155,16.7758,16.4939,19.6696,23.3488,21.0198,19.7896
Gm8934,0.1289,0.1141,0.3931,0.2424,0.3487,0.3893,0.463,0.7951,0.3346,0.1329,0.2857,0.2908
Gm50261,0,0,0,0.185,0.0887,0,0.1178,0,0,0,0,0
Gm18963,0,0,0,0,0,0,0,0,0,0,0,0
Gm21046,0.0792,0.2103,0.2415,0,0.0714,0.7176,0.3793,0.5699,0.4112,0,0.1755,0
Gm50262,0,0,0,0,0,0,0,0,0,0,0,0
Dcc,0.0696,0.0385,0.0354,0.0982,0.0706,0,0.0104,0,0.0226,0.0987,0.5978,0.6478
Gm6995,0,0,0.1998,0,0,0,0,0,0,0,0,0
Gm31819,0,0.0356,0.0409,0,0,0,0,0,0,0,0,0.3174
Gm25509,0,0,0,0,0,0,0,0,0,0,0,0
Gm31908,0,0,0,0,0,0,0,0,0,0,0,0
Mex3c,104.2004,128.158,126.0239,131.3907,126.6701,85.4663,84.563,76.1405,97.6537,91.147,128.9244,124.1573
Gm26438,0,0,0,0,0,0,0,0,0,0,0,0
Gm22065,0,0,0,0,0,0,0,0,0,0,0,0
Smad4,116.7504,90.7735,91.1631,100.3218,92.6475,67.2761,70.9997,68.8985,85.3141,107.7356,144.1957,126.9772
Gm50126,3.3448,4.072,6.3771,3.1461,6.7886,4.4213,3.505,2.1497,3.8001,1.7252,8.3423,6.1335
Gm32548,0,0,0,0,0,0,0,0,0.1728,0,0,0
Gm17943,0,0.1528,0,0,0,0,0,0,0,0,0.1912,0
Elac1,6.0149,5.1827,5.3897,5.9827,5.7375,3.7948,4.9402,5.7823,6.5233,6.2049,7.8681,7.3857
Me2,64.562,55.0929,55.8346,61.2166,56.8984,57.7511,61.2571,59.6977,67.2979,59.2683,76.6271,63.194
Mro,0.0776,0.2976,0.1314,0.3405,0.3032,0.0391,0,0.0266,0.0336,0.1867,0.1433,0.1459
Mapk4,12.0499,28.3065,30.8909,23.4263,28.6283,12.6592,12.5762,9.6424,10.9358,22.1912,19.0482,30.7629
D730045A05Rik,0.5417,1.6785,1.9277,1.5284,2.0358,0.9546,0.6487,0.7427,0.4689,0.9313,0.6004,1.4262
Gm9925,0,0.21,0.9647,0.4462,0.4279,0,0.284,0,0.308,0.734,0,0.803
Ska1,30.7323,34.8488,31.7298,29.4716,33.1424,54.3373,53.9732,46.9183,73.5105,31.7031,40.9178,33.7599
Cxxc1,63.8613,60.7547,56.0329,61.3849,60.2912,45.9883,42.9236,43.8199,48.5849,68.3476,58.5277,59.681
Gm5690,0,0,0.1834,0,0,0,0,0,0,0,0.2,0
Mbd1,26.3665,21.8633,19.386,17.4554,20.6736,13.2261,13.0758,13.4176,14.8573,24.3923,20.1217,20.694
Cfap53,0.6609,0.5462,0.6272,0.2487,0.4769,0.7322,0.4221,0.6343,0.5721,0.4091,0.8791,0.7955
Gm14328,0.5616,0.4972,0.571,0.5282,0.5066,0.4242,0,0,0.3646,0.869,0.9337,0.6337
Gm8986,0,0,0,0,0,0,0,0,0,0,0,0
Gm50168,0,0,0,0,0,0,0,0,0,0,0,0
Myo5b,7.0265,2.5446,2.481,2.3391,2.7723,0.8152,0.59,0.7961,0.792,4.5863,3.4848,3.5741
1700120E14Rik,0,0.1175,0,0,0,0,0,0,0,0.4108,0.1471,0
Scarna17,47.8538,77.0356,60.4558,32.7351,71.9439,35.0506,26.0496,52.1914,28.2434,76.2922,61.0828,50.7285
Gm23119,67.099,68.1031,63.2363,35.4046,62.0026,67.9888,40.1784,37.0239,28.6873,139.2813,91.6128,60.9443
Acaa2,43.8287,39.8093,33.7323,31.7004,34.9003,28.7676,26.0634,28.363,32.4775,37.184,34.7625,32.8306
Gm24559,0,0.8383,0.9627,0,0,0,0,0,0,0,0,0
Rpl37a-ps2,0,0,0,0,0,0,0,0,0,0,0.4774,0
Gm25594,0,0,0,0,0,0,0,0,0,0,0,0
Gm18786,0.0927,0.0821,0,0.1744,0.1672,0,0,0,0,0.0956,0,0
Lipg,6.8031,9.9387,8.4988,6.9931,8.3503,0.7708,0.6692,0.5747,0.4417,8.2211,4.39,5.0175
9030625G05Rik,0,0.0969,0.1113,0,0.0987,0.3306,0.2621,0.5626,0.1421,0.3386,0.1213,0.1235
Rpl17,2224.0195,2067.2036,1960.7201,2138.3346,2434.6242,2158.5197,2056.782,2199.2044,2395.3364,2204.596,2111.4267,2026.0352
Snord58b,13.886,41.4942,61.7739,58.7744,57.9317,47.1988,60.2825,53.547,42.8216,23.2775,44.2534,48.9681
Gm23301,65.2106,54.6163,82.4376,36.4703,93.7987,79.8749,86.5381,59.8079,50.3457,63.6344,78.1465,79.5543
Gm26202,121.609,134.1999,175.628,102.7799,165.3401,167.7374,200.5152,172.1742,178.4985,72.725,119.1734,133.2535
Gm50313,4.7404,6.2957,11.2471,8.1744,8.9084,13.7256,9.4617,6.9057,7.181,4.0751,11.3851,9.8071
BC031181,46.3363,48.8238,44.109,45.3762,49.0305,44.2833,47.6206,49.1355,56.8369,40.9521,56.2448,51.8438
Dym,19.984,17.2746,16.7606,16.4061,17.2847,15.5653,16.6961,17.4367,23.4568,18.7388,18.368,17.5461
Gm8807,0.7367,2.1199,0.7491,1.7324,0.9968,0.8347,1.3234,1.5152,0.7174,1.14,0.8166,0.4157
2010010A06Rik,0.0937,0.5805,0.762,0.1762,0.5915,0.283,1.0096,0.289,1.3379,0.3865,0.2077,0.5285
Gm20544,23.908,13.23,11.1423,10.9315,8.6863,12.0391,13.5206,14.8535,15.0904,21.4091,23.7412,14.4264
Smad7,118.4868,114.8016,101.621,97.3377,101.0519,88.3878,87.5788,87.5774,126.0136,95.2012,65.5585,67.9692
Ctif,12.1622,5.5198,5.0934,5.4571,5.2498,2.5314,2.8268,3.5204,3.9304,11.3011,9.8666,10.4917
Gm10532,0.9459,0.1763,0.3544,0.1873,0.3593,0.2256,0.2385,0.3072,0.3232,0.6163,0.4415,0.5618
Gm20570,6.0751,2.3052,0.8825,1.6326,0.7829,1.3111,1.0394,6.2472,0,2.6859,0.962,0.9794
1700034B16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb7c,3.9461,1.2218,0.8124,0.3188,0.3494,1.0972,0.8988,2.1161,2.8606,1.973,1.4491,0.3825
1700003O11Rik,0.1968,0.5228,0,0,0,0,0,0,0.2556,0,0,0.4442
2900057B20Rik,0,0,0,0,0,0.1703,0.135,0.5797,0.4392,0.1163,0.5,0
Mir6358,0,0,0,0,0,0,0,0,0,0,0,0
Gm9028,0,0,0.5443,1.007,0,0,0,0.5505,0,0,3.5604,0
