"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB","MD5-R-EB","MD6-R-EB","MD7-R-EB","MD8-R-EB","MD9-R-EB","MD10-R-EB","MD11-R-EB","MD12-R-EB"
"1700019A02Rik",34.074108967483,58.6507221427984,58.232568037784,21.4116505372944,23.7401487908274,29.1018323422646,22.0382658164278,19.3546844301945,13.0053333547499,13.3437405203826,10.6598845070141,6.94644078040183
"1700019D03Rik",353.234929629574,397.847398535316,390.830120099742,379.699936194688,347.397510639107,368.623209668685,351.730722430188,325.307580615192,283.330476657052,153.00822463372,166.116533567636,103.328306608477
"1700020D05Rik",10.2222326902449,11.7301444285597,12.3184278541466,4.28233010745889,14.2440892744964,3.23353692691829,7.05224506125689,8.93293127547439,14.8632381197142,20.4604021312533,14.2131793426855,26.0491529265068
"1700020I14Rik",1459.50766744052,1290.31588714156,1285.59592514185,1227.60129747155,1412.53885305423,1204.49250527706,1226.20911002604,1227.53363943811,1334.90457362683,1591.46345273096,1334.2622107946,1449.20120781133
"1700021F05Rik",623.55619410494,747.79670732068,688.712102754561,692.310034039187,572.13758585894,567.485730674159,541.259808451467,555.330560958658,382.728381582641,355.833080543535,452.156767839181,359.478310385794
"1700024F13Rik",11.3580363224943,13.6851684999863,5.59928538824846,18.5567637989885,14.2440892744964,6.46707385383657,13.2229594898567,20.0990953698174,21.3659047970892,16.9020713258179,17.7664741783568,22.5759325363059
"1700025G04Rik",226.024922817638,259.040689464026,210.533130598142,214.116505372944,627.53126637087,674.192449262462,555.36429857398,536.720287468086,817.478096584282,1015.90344495179,1028.67885492686,1262.51561183803
"1700029J07Rik",49.9753598189751,41.0555054999589,39.1949977177392,38.54097096713,18.9921190326619,21.0179900249689,25.5643883470562,29.0320266452918,79.8899048934639,136.106153307902,86.1673997650307,79.0157638770708
"1700029P11Rik",204.444653804898,202.344991392654,141.101991783861,158.446213975979,19.7834573256895,21.0179900249689,19.3936739184565,29.7764375849146,18.5790476496428,5.33749620815302,13.3248556337676,9.55135607305251
"1700030C10Rik",498.617794557502,619.742630642236,531.932111883604,573.832234399491,928.23981772135,832.635758681458,485.723378594069,582.129354785081,449.612953121355,132.547822502467,250.507285914831,218.812884582657
"1700030J22Rik",106.765541431447,143.694269249856,127.663706852065,121.332686378002,63.3070634422063,79.221654709498,104.020614653539,115.383695641544,102.184762073035,112.977003072572,103.04555023447,88.5671199501233
"1700030K09Rik",463.407881957769,570.867028856571,492.737114165864,463.919094974713,346.60617234608,312.036313447615,299.720415103418,354.339607260484,315.843810043927,406.539294520989,399.745669013029,395.078819385354
"1700030L20Rik",35.2099125997325,46.9205777142387,54.8729968048349,58.5251781352715,34.8188848932135,50.1198223672334,41.4319397348842,43.1758344981262,40.8739048292141,24.0187329366886,24.8730638496996,26.0491529265068
"1700034H15Rik",31.8025017029842,35.190433285679,25.7567127859429,24.2665372756004,26.9055019629377,19.4012215615097,22.9197964490849,26.0543828868003,27.8685714744642,15.1229059231002,23.0964164318639,15.6294917559041
"1700037C18Rik",11.3580363224943,18.5727286785528,12.3184278541466,18.5567637989885,11.0787361023861,9.70061078075486,10.5783675918853,14.8882187924573,26.939619091982,26.6874810407651,14.2131793426855,13.8928815608037
"1700037H04Rik",1066.51961068222,1058.64553467751,891.406233809155,959.241944070791,592.712381477657,643.473848456739,793.3775693914,704.212748883231,740.375048838265,700.101585969405,838.577581218443,876.98814852573
"1700042O10Rik",28.3950908062359,45.9430656785254,21.2772844753441,24.2665372756004,4.74802975816548,14.5509161711323,4.40765316328556,2.2332328188686,3.71580952992856,0.889582701358837,2.66497112675353,0.868305097550228
"1700052K11Rik",59.0617888769706,50.8306258570919,69.4311388142809,81.3642720417189,118.700743954137,109.940255515222,126.058880469967,117.616928460413,150.490285962106,163.683217050026,209.644395304611,224.022715167959
"1700056E22Rik",0,3.91004814285323,3.35957123294908,1.42744336915296,7.12204463724821,12.9341477076731,6.17071442859978,16.377040671703,14.8632381197142,26.6874810407651,29.3146823942888,41.678644682411
"1700061G19Rik",583.80306697621,616.810094535096,722.307815084051,729.423561637164,61.7243868561512,64.6707385383657,72.2855118778832,84.1184361773838,37.1580952992856,24.9083156380474,24.8730638496996,8.68305097550228
"1700063D05Rik",134.024828605433,111.436372071317,225.091272607588,198.414628312262,259.558960113046,172.994225590128,356.138375593473,303.719663366129,253.604000417624,272.212306615804,230.964164318639,217.076274387557
"1700066M21Rik",364.592965952069,290.321074606852,292.28269726657,304.045437629581,246.897547424605,240.898501055412,216.856535633649,206.946241215157,228.522286090606,240.187329366886,129.695261502005,125.904239144783
